Africa	Afrika
Flandes	Flandern
Monaco	Monaco
Tlīltepēc	Montenegro
In Vaticano	Vatikanstaten
San Marino	San Marino
Brusel	Bryssel (kommun)
Cuba	Kuba
Belice	Belize
Eiffel Huehcapan Calli	Eiffeltornet
Barbados	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Indonesia	Indonesien
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Africa Huitztlāmpa	Sydafrika
Argelia	Algeriet
Ehecanamictiliztli Sandy	Orkanen Sandy
Uzbequistan	Uzbekistan
Poznan	Poznań
Varsovia	Warszawa
Modena	Modena
Huino	Vin
Ātl	Vatten
Huehcaīxipcaxitl	Television
Iztlahtōlli	Isländska
Chile	Chile
Jesucristo	Jesus
Elvis Presley	Elvis Presley
Galileo Galilei	Galileo Galilei
Payīnalcītlalli	Merkurius
Huēhuehcāyōmatiliztli	Historia
Apple Computer	Apple Inc.
Cītlalpōl	Venus
Tlahtōlli (tlahtōlmatiliztli)	Språk
Tlazohtiliztli	Kärlek
Huēyitzitzimicītlalli	Jupiter
Cītlalin īcue (Ilhuicamatiliztli)	Vintergatan
Ilhuicateōcītlalli	Uranus
Ricardo Lagos	Ricardo Lagos
Tlāloccītlalli	Neptunus
Ilhuicamatiliztli	Astronomi
Singapur	Singapore
Tlamatiliztli	Vetenskap
Mictlāntēuccītlalli	Pluto
María Ichpōchtli	Jungfru Maria
Liechtenstein	Liechtenstein
Adolf Hitler	Adolf Hitler
Facebook	Facebook
Īyāōyo in Cemānāhuac Inic Cē	Första världskriget
Īyāōyo in Cemānāhuac Inic Ōme	Andra världskriget
Köln	Köln
Vodka	Vodka
Tlapōhualtepoztli	Ur
Tlapōhualmatiliztli	Matematik
U2 (tlacuīcaliztli)	U2
Latintlahtōlli	Latin
Bahrein	Bahrain
Armenia	Armenien
Serbia	Serbien
Mētztli	Månen
Estambul	Istanbul
Australia	Australien
Carl Sagan	Carl Sagan
Iuhcāyōtl	Fysik
Argentina	Argentina
Peru	Peru
Yōlizmatiliztli	Biologi
Corea Mictlāmpa	Nordkorea
Camboya	Kambodja
Tēpouhtitlāzcuetzpalin	Dinosaurier
Islam	Islam
Pera	Päronsläktet
Liubliana	Ljubljana
Tlanelhuayōmatiliztli	Botanik
Malacatl	Hjul
Denis Diderot	Denis Diderot
Lyon	Lyon
Europan Cētiliztli	Europeiska unionen
Cihuātl	Kvinna
Sofiya	Sofia
Ñ	Ñ
El Ingenioso Hidalgo Don Quixote de la Mancha	Don Quijote
Xōchicuīcayōtl	Poesi
Milano	Milano
Torino	Turin
Cuichilli	Analöppning
Limacuahuitl	Citron
Émile Zola	Émile Zola
666	666
Xōchitl	Blomma
Āltepētl	Stad
Cītlalli	Stjärna
Tōnatiuh	Solen
Ilhuicatl	Himmel
Tlāhuīlxihuitl	Ljusår
Victor Hugo	Victor Hugo
Oceania	Oceanien
Tonacayōhuapāhualiztli	Friidrott
Tōnatiuh Īchān	Solsystemet
Baltico huēyātl	Östersjön
Āyōcoxqui	Väte
Tōnatiuhyoh	Helium
Angela Merkel	Angela Merkel
Iztactlāltepoztli	Beryllium
Āmoxtli	Bok
Tōnalli	Dygn
Timor Tlāpcopa	Östtimor
Yohualli	Natt
Xihuitl (cāhuitl)	År
Mācuīlpōhualxihuitl	Sekel
Lodz	Łódź
Oslo	Oslo
Bonn	Bonn
Katowice	Katowice
Ceres	Ceres (dvärgplanet)
Lisboa	Lissabon
Makemake	Makemake (dvärgplanet)
Eris	Eris (dvärgplanet)
Lionel Messi	Lionel Messi
Padova	Padua
Xacoiztatl	Bor
Mikołaj Kopernik	Nicolaus Copernicus
Tecolli	Kol
Ehēcatehuiltic	Kväve
Bergamo	Bergamo
Ehēcayoh	Syre
Nehnencācītlalli	Planet
Cuīcayōtl	Musik
Venezia	Venedig
Naruto	Naruto
Moscohuia	Moskva
Italiatlahtōlli	Italienska
Techichi	Chihuahua (hundras)
Yancuīquehēcatl	Neon
Chihuahhua	Chihuahua (delstat)
Sankt Peterburg	Sankt Petersburg
Chad	Tchad
Yancuīc Zetlālpan	Nya Zeeland
India	Indien
Tecpatepozteuh	Kisel
Tuvalu	Tuvalu
Tlīltic tepoztli	Järn
Tonga	Tonga
Tlequiquiztlālli	Svavel
Samoa	Samoa
Salomón Tlālhuāctli	Salomonöarna
Vanuatu	Vanuatu
Papua Yancuīc Guinea	Papua Nya Guinea
William Shakespeare	William Shakespeare
Palaos	Palau
Nauru	Nauru
Micronesia	Mikronesiens federerade stater
Tenextepoztli	Kalcium
Temētztli	Bly
Marshall Tlālhuāctli	Marshallöarna
Quiribati	Kiribati
Mongolia	Mongoliet
Fiyi	Fiji
Venezuela	Venezuela
Cuappatōlli	Schack
Maine	Maine
Tlapāltepoztli	Krom
Cahuāyoh	Häst
Amsterdam	Amsterdam
Yōlcatl	Djur
Surinam	Surinam
Paraguay	Paraguay
Guyana	Guyana
Tōltēcayōtl	Konst
Ecuador	Ecuador
Colombia	Colombia
Iztāctepoztli	Nickel
Bolivia	Bolivia
Chīchīltic tepoztli	Koppar
Trinidad īhuān Tobago	Trinidad och Tobago
Tlanelhuayōtl	Växt
San Vicente īhuān in Granadinas	Saint Vincent och Grenadinerna
Yancuīc Hampshire	New Hampshire
Santa Lucía	Saint Lucia
Leonardo da Vinci	Leonardo da Vinci
San Cristóbal īhuān Nevis	Saint Kitts och Nevis
Nanacatl	Svampar
Xamaica	Jamaica
Granada (tlācatiyān)	Grenada
Massachusetts	Massachusetts
Cuauhtēmallān	Guatemala
Bahamas	Bahamas
Connecticut	Connecticut
Cuānaca	Tamhöna
Antigua īhuān Barbuda	Antigua och Barbuda
Hawaii	Hawaii
Honduras	Honduras
Dominica	Dominica
Domingotlācatlahtohcāyōtl	Dominikanska republiken
Ilhuicaātl Ártico	Norra ishavet
Haiti	Haiti
Cōzcatlān	El Salvador
Iran	Iran
Irac	Irak
Alaska	Alaska
Costa Rica	Costa Rica
Israel	Israel
Utrecht	Utrecht
Panama	Panama
Yemen	Jemen
Poloniatlahtōlli	Polska
Iordania	Jordanien
Nicānāhuac	Nicaragua
Florida	Florida
Quirhuistan	Kirgizistan
Arizona	Arizona
Cuhuait	Kuwait
Lao	Laos
Libano	Libanon
Oregon	Oregon
Maldivas	Maldiverna
Ixachitlān	Amerika
Utah	Utah
Cuācuahueh	Nötkreatur
Malasia	Malaysia
Mianma	Burma
Nepal	Nepal
Omān	Oman
Paquistan	Pakistan
Catar	Qatar
Saudarabia	Saudiarabien
Sri Lanca	Sri Lanka
Siria	Syrien
Plátōn	Platon
Tayiquistan	Tadzjikistan
Pokémon	Pokémon
Taihuan	Taiwan
YouTube	Youtube
Aristotelēs	Aristoteles
Taitlālpan	Thailand
Tepozcōātl	Tåg
Turcmenistan	Turkmenistan
Tlacetilīlli Arabiaemiryōtl	Förenade Arabemiraten
Vietnam	Vietnam
Charles Chaplin	Charlie Chaplin
Novosibirsk	Novosibirsk
Corea Huitztlāmpa	Sydkorea
The Simpsons	Simpsons
Yekaterinburg	Jekaterinburg
Afganistan	Afghanistan
Nizhniy Novgorod	Nizjnij Novgorod
J.R.R. Tolkien	J.R.R. Tolkien
Cōztic teōcuitlatl	Guld
Omsk	Omsk
Tlamatiliztlācatl	Vetenskapsman
Bangladex	Bangladesh
Chelyabinsk	Tjeljabinsk
Rostov na Donu	Rostov-na-Donu
Mali	Mali
Sōcratēs	Sokrates
Volgograd	Volgograd
Angola	Angola
Butan	Bhutan
Brunei	Brunei
Tanzania	Tanzania
Yōliamochitl	Kvicksilver
Roald Amundsen	Roald Amundsen
Filipinas	Filippinerna
Tlācatlahtohcāyōtl Tlahco Africa	Centralafrikanska republiken
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Cōztic	Gul
Togo	Togo
Tunez	Tunisien
Zambia	Zambia
Zimbahue	Zimbabwe
Pequin	Peking
Sudan Huitztlāmpa	Sydsudan
Benin	Benin
Botzhuana	Botswana
Burquina Faso	Burkina Faso
Burundi	Burundi
Comoras	Komorerna
Tlācatlahtohcāyōtl in Congo	Kongo-Brazzaville
Tlācatlahtohcāyōtl Tlācatēpacholiztli in Congo	Kongo-Kinshasa
San Antonio, Texas	San Antonio
Yibuti	Djibouti
Bavaria	Bayern
Guinea Tlahcotlālticpac	Ekvatorialguinea
Baden-Württemberg	Baden-Württemberg
Eritrea	Eritrea
Yancuīc Delhi	New Delhi
Ioannes Paulus II	Johannes Paulus II
Tibilisi	Tbilisi
Conētzintli	Spädbarn
Gabon	Gabon
Gambia	Gambia
Guinea	Guinea
Guinea Bissau	Guinea-Bissau
Tlanomihuēyātēnco	Elfenbenskusten
Camerun	Kamerun
Cabo Xoxoctic	Kap Verde
Lesoto	Lesotho
Liberia	Liberia
Libia	Libyen
Madagascar	Madagaskar
Malahui	Malawi
Stuttgart	Stuttgart
Mauritania	Mauretanien
Mauricio	Mauritius
Marruecos	Marocko
Mozambique	Moçambique
Namibia	Namibia
Niger	Niger
Nigeria	Nigeria
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Rwanda
Santo Tomé īhuān Tlahtohcāpilli	São Tomé och Príncipe
Senegal	Senegal
Seychelles	Seychellerna
Sierra Leona	Sierra Leone
Somalia	Somalia
Nextictepoztli	Niob
Julius Caesar	Julius Caesar
Sudan	Sudan
Suazitlālpan	Swaziland
Cōzamālōtl	Regnbåge
Hamburg	Hamburg
Tlacetilīlli Tlācatiyān	Förenta nationerna
Dante Alighieri	Dante Alighieri
Tlālmatiliztli	Geologi
Cemānāhuacāyōtl	Geografi
Yōllōtl	Hjärta
Cuāyōllōtl	Hjärna
Cuetlaxtli	Hud
Tlapālli	Färg
Praha	Prag
Texohtic	Blå
Iztāc teōcuitlatl	Silver
Amochitl	Tenn
Ilhuicateōtepoztli	Uran
Mictlāntēuctepoztli	Plutonium
Tlāloctepoztli	Neptunium
Anime	Anime
Nelnextictepoztli	Tantal
Bill Clinton	Bill Clinton
Mumbai	Bombay
Michigan	Michigan
Aquitania	Aquitaine
Puerto Rico	Puerto Rico
Schleswig-Holstein	Schleswig-Holstein
Mecklenburg-Pommern Cihuātlāmpa	Mecklenburg-Vorpommern
Tlani Saxonia	Niedersachsen
Rhein Mictlāmpa-Westfalen	Nordrhein-Westfalen
Hessen	Hessen
Rheinland-Pfalz	Rheinland-Pfalz
Saarland	Saarland
Saxonia	Sachsen
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Thüringen
Saxonia-Anhalt	Sachsen-Anhalt
Dakota Mictlāmpa	North Dakota
Brandenburg	Brandenburg
Bremen	Bremen (delstat)
Lombardia	Lombardiet
Dakota Huitztlāmpa	South Dakota
Montana	Montana
Wyoming	Wyoming
Ierusalem	Jerusalem
Idaho	Idaho
Washington	Washington (delstat)
Nevada	Nevada
Ilhuicaātl Índico	Indiska oceanen
Cosovo	Kosovo
Huēyātl Caribe	Karibiska havet
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Javier Pérez de Cuéllar	Javier Pérez de Cuéllar
Colorado	Colorado
Frédéric Chopin	Frédéric Chopin
Neneuhcāyōtl:Índice de categorías	Kategori:Topp
Gent	Gent
Chicago	Chicago
The Beatles	The Beatles
Maastricht	Maastricht
Cehuetzilizpan	Vinter
Xōxōpan	Vår
Xōpantlah	Sommar
Pixcayān	Höst
Caxtillāntlahtōlli	Spanska
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Opera	Opera
Calcuta	Calcutta
Opel Astra	Opel Astra
Daca	Dhaka
Tocatl	Spindlar
Islamabad	Islamabad
Virginia	Virginia
Virginia Tlāpcopa	West Virginia
Yancuīc York	New York (delstat)
Rhode Island	Rhode Island
Yolcatzin	Insekter
Maryland	Maryland
Delaware	Delaware
Ohio	Ohio
Pennsylvania	Pennsylvania
Uetersen	Uetersen
Augustus	Augustus
Yancuīc Jersey	New Jersey
Fintlahtōlli	Finska
Indiana	Indiana
Nokia	Nokia
Tepozmalacatl	Bil
Georgia (Tlacetilīlli Tlahtohcāyōtl)	Georgia
Zagreb	Zagreb
Texas	Texas
Genova	Genua
Carolina Mictlāmpa	North Carolina
Carolina Huitztlāmpa	South Carolina
Calabria	Kalabrien
Sicilia	Sicilien
Manillah	Manila
Sardegna	Sardinien
Feltre	Feltre
Buenos Aires	Buenos Aires
Āltepētl Mēxihco	Mexico City
Tōquiō	Tokyo prefektur
La Paz, Bolivia	La Paz
Barcelona	Barcelona
Matzahtli	Ananas
Mississippi	Mississippi
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Astana	Astana
Yancuīc Mēxihco	New Mexico
Atēna	Aten
Minnesota	Minnesota
Bagdād	Bagdad
Caracas	Caracas
Tlatēcpānalli cemānāhuaccāhuitl	Koordinerad universell tid
Wisconsin	Wisconsin
Cyndi Lauper	Cyndi Lauper
Iowa	Iowa
Nebraska	Nebraska
Āltepētl Cuauhtēmallān	Guatemala City
Kansas	Kansas
La Ahuana	Havanna
Inditlahtōlli	Hindi
Maratitlahtōlli	Marathi
Missouri	Missouri
Louisiana	Louisiana
Kentucky	Kentucky
Arkansas	Arkansas
Urdutlahtōlli	Urdu
Oklahoma	Oklahoma
Danubio	Donau
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Mainz
Wiesbaden	Wiesbaden
Saarbrücken	Saarbrücken
Munich	München
Erfurt	Erfurt
Dresden	Dresden
Magdeburg	Magdeburg
Innsbruck	Innsbruck
Viena	Wien
Madonna	Madonna (artist)
Copenague	Köpenhamn
Estocolmo	Stockholm
Helsinqui	Helsingfors
Dublin	Dublin
Reikiavik	Reykjavik
Tallin	Tallinn
Rīga	Riga
Bratislava	Bratislava
Budapest	Budapest
Gdansk	Gdańsk
Frankfurt in Main	Frankfurt am Main
Wroclaw	Wrocław
Cemānāuhtic Quixtianayōtl	Katolicism
Vaduz	Vaduz
Teōāmoxtli	Bibeln
Āltepētl San Marino	San Marino (stad)
Nom Pen	Phnom Penh
Āltepētl Ho Chi Minh	Ho Chi Minh-staden
Hanoi	Hanoi
Jesús Nelli Iglesia	The True Jesus Church
Inglatlahtōlli	Engelska
Andorra in Huehcāuh	Andorra la Vella
Dong Hoi	Dong Hoi
Concepción, Chile	Concepción, Chile
Bologna	Bologna
Cagliari	Cagliari
Kiev	Kiev
Ontario	Ontario
Ottawa	Ottawa
Huēyitzitzimicītlalli īmētz	Jupiters naturliga satelliter
Yuba	Juba
Manitoba	Manitoba
Alberta	Alberta
Yancuīc Escocia	Nova Scotia
Erevan	Jerevan
Końskowola	Końskowola
Formula 1	Formel 1
Tzitzimicītlalli īmētz	Saturnus naturliga satelliter
British Columbia	British Columbia
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
2013	2013
2014	2014
2015	2015
2008	2008
Yukon	Yukon
2004	2004
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
1900	1900
1901	1901
1902	1902
Florencia	Florens
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Nürnberg
1999	1999
1917	1917
1918	1918
Tlacualli	Mat
Cōātl	Ormar
Onohuayān Arica īhuān Parinacota	Región de Arica y Parinacota
Onohuayān Antofagasta	Región de Antofagasta
Onohuayān Atacama	Región de Atacama
Onohuayān Coquimbo	Región de Coquimbo
Winnipeg	Winnipeg
Tlāloccītlalli īmētz	Neptunus naturliga satelliter
Āltepētl Quebec	Québec (stad)
1 ic cē mētztli	1 januari
2 ic cē mētztli	2 januari
Ilhuicateōcītlalli īmētz	Uranus naturliga satelliter
1920	1920
3 ic cē mētztli	3 januari
1919	1919
1921	1921
1922	1922
Onohuayān Maule	Región del Maule
4 ic cē mētztli	4 januari
1923	1923
Onohuayān Biobío	Región del Biobío
1924	1924
Onohuayān La Araucanía	Región de la Araucanía
Onohuayān Los Ríos	Región de Los Ríos
Onohuayān Los Lagos	Región de Los Lagos
5 ic cē mētztli	5 januari
Arica	Arica
6 ic cē mētztli	6 januari
7 ic cē mētztli	7 januari
8 ic cē mētztli	8 januari
9 ic cē mētztli	9 januari
10 ic cē mētztli	10 januari
11 ic cē mētztli	11 januari
12 ic cē mētztli	12 januari
13 ic cē mētztli	13 januari
14 ic cē mētztli	14 januari
15 ic cē mētztli	15 januari
16 ic cē mētztli	16 januari
17 ic cē mētztli	17 januari
18 ic cē mētztli	18 januari
19 ic cē mētztli	19 januari
20 ic cē mētztli	20 januari
21 ic cē mētztli	21 januari
22 ic cē mētztli	22 januari
23 ic cē mētztli	23 januari
Roma Emperadoryōtl	Romerska kejsardömet
24 ic cē mētztli	24 januari
25 ic cē mētztli	25 januari
Minsk	Minsk
26 ic cē mētztli	26 januari
27 ic cē mētztli	27 januari
28 ic cē mētztli	28 januari
29 ic cē mētztli	29 januari
30 ic cē mētztli	30 januari
31 ic cē mētztli	31 januari
2 Tlamahtlācōnti	2 december
1 Tlamahtlācōnti	1 december
Tlamahtlācōnti 3	3 december
Tlamahtlācōnti 7	7 december
Tlamahtlācōnti 5	5 december
Tlamahtlācōnti 8	8 december
Tlamahtlācōnti 10	10 december
Tlamahtlācōnti 6	6 december
Tlamahtlācōnti 9	9 december
Pink Floyd	Pink Floyd
AvtoVAZ	AvtoVAZ
Tlamahtlācōnti 4	4 december
1 Tlaōnti	1 februari
2 Tlaōnti	2 februari
3 Tlaōnti	3 februari
Kurów	Kurów
Tlaōnti 4	4 februari
Tlaōnti 5	5 februari
Tlaōnti 6	6 februari
Tlaōnti 7	7 februari
Tlaōnti 8	8 februari
Tlaōnti 9	9 februari
10 Tlaōnti	10 februari
14 Tlaōnti	14 februari
13 Tlaōnti	13 februari
15 Tlaōnti	15 februari
11 Tlaōnti	11 februari
12 Tlaōnti	12 februari
19 Tlaōnti	19 februari
17 Tlaōnti	17 februari
16 Tlaōnti	16 februari
18 Tlaōnti	18 februari
Tlaōnti 20	20 februari
21 Tlaōnti	21 februari
Tlaōnti 22	22 februari
Tlaōnti 23	23 februari
24 tlaōnti	24 februari
25 tlaōnti	25 februari
Tlaōnti 26	26 februari
27	27
Tlaōnti 27	27 februari
Tlaōnti 28	28 februari
Tlamahtlācōnti 11	11 december
Tlaōnti 29	29 februari
Tlamahtlācōnti 12	12 december
Tlamahtlācōnti 13	13 december
Tlamahtlācōnti 14	14 december
Tlamahtlācōnti 15	15 december
Tlayēti 2	2 mars
Tlayēti 3	3 mars
Tlayēti 5	5 mars
Tlayēti 1	1 mars
Tlayēti 7	7 mars
Tlayēti 8	8 mars
Tlayēti 4	4 mars
Tlayēti 10	10 mars
11 tlayēti	11 mars
Tlayēti 6	6 mars
Tlayēti 13	13 mars
Tlayēti 9	9 mars
12 tlayēti	12 mars
Tlayēti 15	15 mars
Tlayēti 14	14 mars
Tlamahtlācōnti 16	16 december
Tlamahtlācōnti 17	17 december
Tlayēti 16	16 mars
Tlayēti 17	17 mars
Tlayēti 18	18 mars
Tlayēti 19	19 mars
1989	1989
1988	1988
Tlayēti 20	20 mars
1987	1987
1986	1986
1985	1985
1984	1984
Tlayēti 21	21 mars
1983	1983
Tlayēti 22	22 mars
1982	1982
1981	1981
Tlamahtlācōnti 18	18 december
1980	1980
Tlayēti 23	23 mars
19 tlamahtlācōnti	19 december
Tlayēti 24	24 mars
Tlayēti 25	25 mars
Tlamahtlācōnti 20	20 december
Tlayēti 26	26 mars
Tlayēti 27	27 mars
Tlayēti 28	28 mars
Tlayēti 29	29 mars
Tlayēti 30	30 mars
Tlayēti 31	31 mars
Nassau	Nassau, Bahamas
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Benedictus XVI	Benedictus XVI
Ludwig Erhard	Ludwig Erhard
15 Tlanāuhti	15 april
Tlanāuhti 13	13 april
Tlanāuhti 12	12 april
Tlanāuhti 14	14 april
Tlanāuhti 11	11 april
Tlanāuhti 10	10 april
Tlanāuhti 8	8 april
Tlanāuhti 9	9 april
7 tlanāuhti	7 april
Tlanāuhti 6	6 april
Tlanāuhti 5	5 april
Tlanāuhti 4	4 april
Tlanāuhti 3	3 april
Tlanāuhti 1	1 april
Tlanāuhti 2	2 april
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
Tlanāuhti 16	16 april
Tlanāuhti 17	17 april
Tlanāuhti 18	18 april
Tlanāuhti 19	19 april
20 Tlanāuhti	20 april
Tlanāuhti 21	21 april
22 Tlanāuhti	22 april
Tlanāuhti 23	23 april
Tlanāuhti 24	24 april
Gerhard Schröder	Gerhard Schröder
Tlanāuhti 25	25 april
Tlanāuhti 26	26 april
Tlanāuhti 27	27 april
Tlanāuhti 28	28 april
Tlanāuhti 29	29 april
Tlanāuhti 30	30 april
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Tlamācuīlti 1	1 maj
Tlamācuīlti 2	2 maj
Tlamācuīlti 3	3 maj
Tlamācuīlti 4	4 maj
Tlamācuīlti 5	5 maj
Johannes Rau	Johannes Rau
Tlamācuīlti 6	6 maj
Tlamācuīlti 7	7 maj
Tlamācuīlti 8	8 maj
Tlamācuīlti 9	9 maj
Tlamācuīlti 10	10 maj
Tlamācuīlti 11	11 maj
Tlamācuīlti 12	12 maj
Tlamācuīlti 13	13 maj
Tlamācuīlti 14	14 maj
Tlamācuīlti 15	15 maj
Tlamācuīlti 16	16 maj
Tlamācuīlti 17	17 maj
Tlamācuīlti 18	18 maj
Tlamācuīlti 19	19 maj
Tlamācuīlti 20	20 maj
Tlamācuīlti 21	21 maj
Tlamācuīlti 22	22 maj
Tlamācuīlti 23	23 maj
Tlamācuīlti 24	24 maj
Tlamācuīlti 25	25 maj
Tlamācuīlti 26	26 maj
Tlamācuīlti 27	27 maj
Tlamācuīlti 28	28 maj
Tlamācuīlti 29	29 maj
Tlamācuīlti 30	30 maj
Tlamācuīlti 31	31 maj
Paul McCartney	Paul McCartney
Tlamahtlācōnti 21	21 december
Erich Honecker	Erich Honecker
Tlachicuazti 14	14 juni
Tlachicuazti 15	15 juni
Tlachicuazti 13	13 juni
Tlachicuazti 10	10 juni
7 Tlachicuazti	7 juni
Tlachicuazti 11	11 juni
9 Tlachicuazti	9 juni
Tlachicuazti 12	12 juni
6 Tlachicuazti	6 juni
8 Tlachicuazti	8 juni
5 Tlachicuazti	5 juni
3 Tlachicuazti	3 juni
2 Tlachicuazti	2 juni
1 Tlachicuazti	1 juni
4 Tlachicuazti	4 juni
Ringo Starr	Ringo Starr
Napoli	Neapel
Tlamahtlācōnti 22	22 december
George Harrison	George Harrison
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
Tlachicuazti 16	16 juni
Palermo	Palermo
Tlachicuazti 30	30 juni
Tlachicuazti 29	29 juni
Tlachicuazti 28	28 juni
Tlachicuazti 26	26 juni
Tlachicuazti 25	25 juni
Tlachicuazti 22	22 juni
Tlachicuazti 27	27 juni
Tlachicuazti 24	24 juni
Tlachicuazti 20	20 juni
Paul von Hindenburg	Paul von Hindenburg
Tlachicuazti 23	23 juni
Tlachicuazti 19	19 juni
Tlachicuazti 18	18 juni
Tlachicuazti 21	21 juni
Tlachicuazti 17	17 juni
Tlamahtlācōnti 23	23 december
Bruce Willis	Bruce Willis
Tlachicōnti 15	15 juli
13 Tlachicōnti	13 juli
Tlachicōnti 12	12 juli
10 Tlachicōnti	10 juli
