Afrihkká	Afrika
Njurggu	Sjöorre
Girjelivkkár	Svartvit flugsnappare
Guatemala departemeanttat	Guatemalas departement
Sandnes	Sandnes kommun
Báiskelottit	Måsfåglar
Hotealla	Hotell
Beallebuokčevuojažat	Änder
Sorø	Sorø
Billund	Billunds kommun
Assens	Assens kommun
Ainugiella	Ainu (språk)
Faaborg-Midtfyn	Fåborg-Midtfyns kommun
Flena gielda	Flens kommun
Biellorássi	Liten blåklocka
Hoaššat	Fräken
Vejle	Vejle kommun
Ránesskávli	Gråtrut
Amharagiella	Amhariska
REMA 1000	Rema 1000
Cizit	Fältsparvar
Trollhättana gielda	Trollhättans kommun
Helssega universitehta	Helsingfors universitet
Vuodjaláibi	Sandwich
Lahti	Lahtis
Mauno Koivisto	Mauno Koivisto
Akureyri	Akureyri
Sauli Niinistö	Sauli Niinistö
Tarja Halonen	Tarja Halonen
Martti Ahtisaari	Martti Ahtisaari
Asturiagiella	Asturiska
Suoma presideanta	Finlands president
Leivvožat	Lärkor
Čoađgi	Knipa
815	815
816	816
Inuktitutagiella	Inuktitut
Slagelse	Slagelse kommun
822	822
840	840
Enetsagiella	Entsiska
823	823
811	811
Guolbbajuopmu	Bergsyra
Ersagiella	Erzya
888	888
Hudiksvalla gielda	Hudiksvalls kommun
851	851
802	802
804	804
801	801
Nyborg	Nyborgs kommun
807	807
806	806
655	655
661	661
625	625
653	653
904	904
921	921
923	923
1126	1126
668	668
636	636
956	956
952	952
658	658
650	650
Njuorju	Sälar
674	674
687	687
660	660
Ecser	Ecser
978	978
Silesiagiella	Schlesiska
610	610
681	681
819	819
867	867
865	865
827	827
824	824
847	847
883	883
829	829
813	813
910	910
850	850
808	808
853	853
872	872
873	873
856	856
858	858
831	831
857	857
828	828
826	826
833	833
848	848
834	834
881	881
852	852
803	803
805	805
627	627
Е	Е
688	688
846	846
830	830
908	908
896	896
897	897
927	927
890	890
675	675
689	689
Eadni Teresa	Moder Teresa
894	894
891	891
602	602
628	628
892	892
601	601
672	672
682	682
821	821
Cartago (Costa Rica)	Cartago, Costa Rica
648	648
686	686
Limón	Puerto Limón
664	664
677	677
640	640
809	809
665	665
667	667
671	671
642	642
609	609
Ё	Ё
Frankriikka Polynesia	Franska Polynesien
613	613
618	618
617	617
608	608
645	645
621	621
606	606
623	623
604	604
603	603
626	626
619	619
634	634
630	630
614	614
656	656
657	657
659	659
651	651
676	676
670	670
652	652
673	673
654	654
647	647
812	812
669	669
649	649
895	895
663	663
662	662
684	684
Pello	Pello
631	631
638	638
643	643
641	641
639	639
612	612
635	635
611	611
Giegabiiggát	Göktytor
607	607
Arenaljávri	Lago Arenal
Vepsägiella	Vepsiska
Võrogiella	Võru (språk)
Vatjagiella	Votiska
Valery Leontiev	Valerij Leontiev
Corsicagiella	Korsikanska
Baltijalaš gielat	Baltiska språk
Brahuigiella	Brahui
620	620
Drake	Drake (artist)
Bambaragiella	Bambara (språk)
624	624
605	605
629	629
Batsigiella	Bats (språk)
616	616
615	615
Bhodjpurigiella	Bhojpuri
644	644
646	646
633	633
637	637
Nuortamearasuopmelaš gielat	Östersjöfinska språk
Gagausagiella	Gagauziska
Anárašgiella	Enaresamiska
685	685
Ketagiella	Ketiska
683	683
ISO 639	ISO 639
Kašmirigiella	Kashmiri
Gárjilgiella	Karelska
Inkeroisgiella	Ingriska
Hantigiella	Chantiska
Haváijagiella	Hawaiiska
Kinyarwandagiella	Rwanda (språk)
Kirundigiella	Kirundi
Kesha	Kesha
Jiekŋaguovža	Isbjörn
Gielddasámegiella	Kildinsamiska
Liivigiella	Liviska
Mansigiella	Mansiska
Ođđa-Kaledonia	Nya Kaledonien
Oromogiella	Oromo (språk)
Davvisámegiella	Nordsamiska
Nice	Nice
Sardigiella	Sardiska
Sundagiella	Sundanesiska
Samojedagielat	Samojediska språk
Selkupagiella	Selkupiska
Niue	Niue
Surahammara gielda	Surahammars kommun
Justin Bieber	Justin Bieber
Leongiella	Leonesiska
Urálalaš gielat	Uraliska språk
Pablo Neruda	Pablo Neruda
Oxford	Oxford
Międzyrzec Podlaski	Międzyrzec Podlaski
Sothogiella	Sesotho
Njuvččat	Svanar
Shakira	Shakira
Saint-Dié-des-Vosges	Saint-Dié-des-Vosges
Boris Jeltsin	Boris Jeltsin
Saint Helena	Sankta Helena
Västeråsa gielda	Västerås kommun
1980-lohku	1980-talet
1990-lohku	1990-talet
J.K. Rowling	J.K. Rowling
Gustav Klimt	Gustav Klimt
Ruvsut	Rossläktet
1970-lohku	1970-talet
2000-lohku	2000-talet (decennium)
Ortodoksalaš girku	Ortodoxa kyrkor
Lulli Georgia ja Lulli Sandwich-sullot	Sydgeorgien och Sydsandwichöarna
Noemi	Noemi (artist)
Áhkkilsámegiella	Akkalasamiska
Preussigiella	Prusiska
Sarvva	Älg
Wallis ja Futuna	Wallis- och Futunaöarna
Pitcairn	Pitcairnöarna
1930-lohku	1930-talet
1960-lohku	1960-talet
1920-lohku	1920-talet
Osaka	Osaka
Giemasámegiella	Kemisamiska
Kamassagiella	Kamassiska
Sieđga	Videsläktet
Liguragiella	Liguriska (romanskt språk)
Maithiligiella	Maithili
Komigiella	Komi (språk)
Siligo	Siligo
Pronomen	Pronomen
Vokála	Vokal
1950-lohku	1950-talet
Guovža	Brunbjörn
Nenetsagiella	Nentsiska
1940-lohku	1940-talet
1900-lohku	1900-talet (decennium)
Aunusgárjilgiella	Livvi
1910-lohku	1910-talet
Darjjesámegiella	Tersamiska
Nganasanagiella	Nganasaniska
Sumeragiella	Sumeriska
Njealječiegat	Fyrhörning
William (Cambridgea herttot)	Prins William, hertig av Cambridge
Rauma	Raumo
Alajuela	Alajuela
.fi	.fi
Dalai Lama	Dalai lama
John Michael Talbot	John Michael Talbot
Sala gielda	Sala kommun
Norberga gielda	Norbergs kommun
Skinnskatteberga gielda	Skinnskattebergs kommun
Vepsat	Vepser
Luciano Pavarotti	Luciano Pavarotti
Campora San Giovanni	Campora San Giovanni
Paul Gauguin	Paul Gauguin
1840-lohku	1840-talet
Turku	Åbo
Devanagari	Devanāgarī
Čáhcemelovdna	Vattenmelon
1880-lohku	1880-talet
Nuku'alofa	Nuku'alofa
Norgalaš bovttášbeana	Norsk lundehund
1890-lohku	1890-talet
Budejju	Bodø
Soči	Sotji
1830-lohku	1830-talet
Mosta	Mosta
San Pawl il-Baħar	St. Paul's Bay
Sliema	Sliema
1800-lohku	1800-talet (decennium)
Birkirkara	Birkirkara
Boazu	Ren
Fierbmegironlasta	Nätvide
Nicolas Appert	Nicolas Appert
1860-lohku	1860-talet
1870-lohku	1870-talet
Spálffut	Svalor
Nostradamus	Nostradamus
Cannes	Cannes
Strand (Norga)	Strand
1810-lohku	1810-talet
Antalya eanangoddi	Antalya (provins)
.se	.se
Adana eanangoddi	Adana (provins)
Heath Ledger	Heath Ledger
30 Seconds to Mars	30 Seconds to Mars
Large Hadron Collider	Large Hadron Collider
Gásttašeaddji Johanas	Johannes Döparen
Tampere	Tammerfors
1850-lohku	1850-talet
Goaskin	Kungsörn
Johannes Vermeer	Johannes Vermeer
Edvard Munch	Edvard Munch
Muovjejieret	Krusbär
Aš-šaheada	Shahadah
Köpinga gielda	Köpings kommun
Jean-Marie Gustave Le Clézio	Jean-Marie Gustave Le Clézio
Björk	Björk (musiker)
Máistagat	Krydda
CERN	CERN
Gievkkan	Kök
Ellen Johnson-Sirleaf	Ellen Johnson Sirleaf
Juanes	Juanes
Charles (Walesa prinsa)	Prins Charles, prins av Wales
Time (bláđđi)	Time (tidskrift)
Albbas	Lodjur
Guayaquil	Guayaquil
Nightwish	Nightwish
Bursa eanangoddi	Bursa (provins)
Montehermoso	Montehermoso
Artvin eanangoddi	Artvin (provins)
Adıyaman eanangoddi	Adıyaman (provins)
Reese Witherspoon	Reese Witherspoon
István Sándorfi	István Sándorfi
Almmái	Hane
Anders Behring Breivik	Anders Behring Breivik
Rabat (Malta)	Rabat, Malta
Ronald Golias	Ronald Golias
Eartašattut	Ärtväxter
Selma Lagerlöf	Selma Lagerlöf
1820-lohku	1820-talet
Tochigi prefektuvra	Tochigi prefektur
Carl XVI Gustaf	Carl XVI Gustaf
Afyonkarahisar eanangoddi	Afyonkarahisar (provins)
Parallellográmma	Parallellogram
Ruvsušattut	Rosväxter
Trapesa	Parallelltrapets
Edgar Degas	Edgar Degas
Lacuna Coil	Lacuna Coil
Bilecik eanangoddi	Bilecik (provins)
Beassášsuolu	Bakerön
Fagersta gielda	Fagersta kommun
Hallstahammara gielda	Hallstahammars kommun
Espoo	Esbo
Oulu	Uleåborg
Balıkesir eanangoddi	Balıkesir (provins)
Kungsöra gielda	Kungsörs kommun
Titian	Tizian
Down syndroma	Downs syndrom
Doaŋgegeasáhat	Stelkramp
Çanakkale eanangoddi	Çanakkale (provins)
Pratibha Patil	Pratibha Patil
Suoma leavga	Finlands flagga
Miyagi prefektuvra	Miyagi prefektur
Málle:Commonscat	Mall:Commonscat
Sámit	Samer
Skodje	Skodje kommun
Flatanger	Flatangers kommun
Masfjorden	Masfjordens kommun
Tysnes	Tysnes kommun
Meløy	Meløy kommun
Ráisavuotna	Sørreisa kommun
Iwate prefektuvra	Iwate
Mariehamn	Mariehamn
Bjarkeddjo	Bjarkøy kommun
Lurøy	Lurøy kommun
Aremark	Aremarks kommun
Albánia leavga	Albaniens flagga
Sør-Aurdal	Sør-Aurdals kommun
Stranda	Stranda kommun
Sykkylven	Sykkylvens kommun
Sveio	Sveio kommun
Sunndal	Sunndals kommun
Stor-Elvdal	Stor-Elvdals kommun
Trysil	Trysils kommun
Stange	Stange kommun
Surnadal	Surnadals kommun
Lappekodisilla	Lappkodicillen
Stordal	Stordals kommun
Snillfjord	Snillfjords kommun
Suldal	Suldals kommun
Doasku	Torskens kommun
Ránáidsuolu	Tranøy kommun
Sømna	Sømna kommun
Sør-Odal	Sør-Odals kommun
Træna	Træna kommun
Værøy	Værøy kommun
Ringebu	Ringebu kommun
Solund	Solunds kommun
Omasvuotna	Storfjords kommun
Spydeberg	Spydebergs kommun
Trøgstad	Trøgstads kommun
Tjøme	Tjøme kommun
Fuoisku	Fauske kommun
Svelvik	Svelviks kommun
Vestre Toten	Vestre Totens kommun
Alvdal	Alvdals kommun
Gálsa	Karlsøy kommun
Muorahká	Meråkers kommun
Finnøy	Finnøy kommun
Davvesiida	Lebesby kommun
Åsnes	Åsnes kommun
Etne	Etne kommun
Sandøy	Sandøy kommun
Dielddanuorri	Tjeldsunds kommun
Báhcavuotna	Båtsfjords kommun
Mátta-Várjjat	Sør-Varangers kommun
Vikna	Vikna kommun
Suorta	Sortlands kommun
Láhppi	Loppa kommun
Sokndal	Sokndals kommun
Leirfjord	Leirfjords kommun
Sálát	Saltdals kommun
Krødsherad	Krødsherads kommun
Evenášši	Evenes kommun
Engerdal	Engerdals kommun
Eidskog	Eidskogs kommun
Nore og Uvdal	Nore og Uvdals kommun
Vaksdal	Vaksdals kommun
Kurt Vonnegut	Kurt Vonnegut
Internationala	Internationalen (sång)
Østfolda fylka	Østfold fylke
Akershusa fylka	Akershus fylke
Hedmárkku fylka	Hedmark fylke
Opplándda fylka	Oppland fylke
Buskeruda fylka	Buskerud fylke
Vestfolda fylka	Vestfold fylke
Nuorta-Agdera fylka	Aust-Agder fylke
Oarjel-Agdera fylka	Vest-Agder fylke
Rogalándda fylka	Rogaland fylke
Hordalándda fylka	Hordaland fylke
Sogn ja Fjordane fylka	Sogn og Fjordane fylke
Møre ja Romsdála fylka	Møre og Romsdal fylke
Lulli-Trøndelága fylka	Sør-Trøndelag fylke
Davvi-Trøndelága fylka	Nord-Trøndelag fylke
Nordlándda fylka	Nordland fylke
Romssa fylka	Troms fylke
Finnmárkku fylka	Finnmark fylke
Girkojahki	Kyrkoår
Göteborga gielda	Göteborgs kommun
Gustaf VI Adolf	Gustaf VI Adolf
Fredrik Reinfeldt	Fredrik Reinfeldt
Ås	Ås kommun
Kategoriija:Monarkiija	Kategori:Monarki
Kategoriija:Stáhtavuogádagat	Kategori:Statsskick
Máze	Máze
IKEA	Ikea
Nyköping	Nyköping
Yle	Yle
Visby	Visby
Cuenca eanangoddi	Cuenca (provins)
Albacete eanangoddi	Albacete (provins)
Guadalajara eanangoddi	Guadalajara (provins)
Toledo eanangoddi	Toledo (provins)
Ciudad Real eanangoddi	Ciudad Real (provins)
Alicante eanangoddi	Alicante (provins)
Valencia eanangoddi	Valencia (provins)
Castellón eanangoddi	Castellón (provins)
Teruel eanangoddi	Teruel (provins)
Pedro Almodóvar	Pedro Almodóvar
Zaragoza eanangoddi	Zaragoza (provins)
Huesca eanangoddi	Huesca (provins)
Palencia eanangoddi	Palencia (provins)
Burgos eanangoddi	Burgos (provins)
Soria eanangoddi	Soria (provins)
Segovia eanangoddi	Segovia (provins)
Ávila eanangoddi	Ávila (provins)
Ж	Ж
Astrid Lindgren	Astrid Lindgren
Kategoriija:Polskka presideanttat	Kategori:Polens presidenter
Bihtánsámegiella	Pitesamiska
Julevsámegiella	Lulesamiska
Ubmisámegiella	Umesamiska
Sámegielat	Samiska
Asker	Askers kommun, Norge
Aurskog-Høland	Aurskog-Hølands kommun
Kroatia guovllut	Kroatiens län
Krapina-Zagorje guovlu	Krapina-Zagorjes län
Sisak-Moslavina guovlu	Sisak-Moslavinas län
Karlovac guovlu	Karlovacs län
Bærum	Bærums kommun
Eidsvoll	Eidsvolls kommun
Enebakk	Enebakks kommun
Fet	Fets kommun
Frogn	Frogns kommun
Gjerdrum	Gjerdrums kommun
Harald V	Harald V av Norge
Toomas Hendrik Ilves	Toomas Hendrik Ilves
Jigme Khesar Namgyel Wangchuck	Jigme Khesar Namgyal Wangchuck
Tomislav Nikolić	Tomislav Nikolić
Jyrki Katainen	Jyrki Katainen
Andrus Ansip	Andrus Ansip
Helle Thorning-Schmidt	Helle Thorning-Schmidt
Jens Stoltenberg	Jens Stoltenberg
Hurdal	Hurdals kommun
Lørenskog	Lørenskogs kommun
Nannestad	Nannestads kommun
Nesodden	Nesoddens kommun
Nittedal	Nittedals kommun
Oppegård	Oppegårds kommun
Rælingen	Rælingens kommun
Skedsmo	Skedsmo kommun
Ski	Ski kommun
Sørum	Sørums kommun
Ullensaker	Ullensakers kommun
Vestby	Vestby kommun
Varaždin guovlu	Varaždins län
Koprivnica-Križevci guovlu	Koprivnica-Križevcis län
Bjelovar-Bilogora guovlu	Bjelovar-Bilogoras län
Primorje-Gorski Kotar guovlu	Primorje-Gorski kotars län
Lika-Senj guovlu	Lika-Senjs län
Virovitica-Podravina guovlu	Virovitica-Podravinas län
Požega-Slavonia guovlu	Požega-Slavoniens län
Brod-Posavina guovlu	Brod-Posavinas län
Zadar guovlu	Zadars län
Osijek-Baranja guovlu	Osijek-Baranjas län
Šibenik-Knin guovlu	Šibenik-Knins län
Vukovar-Syrmia guovlu	Vukovar-Srijems län
Split-Dalmatia guovlu	Split-Dalmatiens län
Béarnaisebuonjus	Bearnaisesås
Istria guovlu	Istriens län
Dubrovnik-Neretva guovlu	Dubrovnik-Neretvas län
Međimurje guovlu	Međimurjes län
Duran Duran	Duran Duran
Nuoskkideapmi	Miljöförstöring
Pasifisma	Pacifism
Uppsala gielda	Uppsala kommun
Östhammara gielda	Östhammars kommun
Narviika	Narvik
Sao Vang girdišillju	Sao Vang flygplats
Älvkarleby gielda	Älvkarleby kommun
Čuoigama máilmmimeašttirgilvvut 2013	Världsmästerskapen i nordisk skidsport 2013
Tooji	Tooji Keshtkar
Pávoloddi	Påfågel
Sápmi	Sameland
Hárštá	Harstads kommun
Ålesund	Ålesund
Hoforsa gielda	Hofors kommun
Bollnäsa gielda	Bollnäs kommun
Guovdageainnu Stuimmit (filbma)	Kautokeinoupproret (film)
Kalmara uniovdna	Kalmarunionen
Davvinjárga	Nordkapps kommun
Norgga Sámediggi	Sametinget (Norge)
Wikipedia:Geavatlaš artihkkalat	Wikipedia:Rekommenderade artiklar
Rogier van der Weyden	Rogier van der Weyden
Salamanca eanangoddi	Salamanca (provins)
Valladolid eanangoddi	Valladolid (provins)
Zamora eanangoddi	Zamora (provins)
León eanangoddi	León (provins)
Aomori prefektuvra	Aomori prefektur
Fukushima prefektuvra	Fukushima (prefektur)
Birokratiija	Byråkrati
Nissoniid giehtaspábba-EM 2012	Europamästerskapet i handboll för damer 2012
Vanhanena II ráđđehus	Regeringen Vanhanen II
Vuovdeviola	Skogsviol
Sállir	Kvaløya
Yozgat eanangoddi	Yozgat (provins)
Peter Lorre	Peter Lorre
Bingöl eanangoddi	Bingöl (provins)
Ardahan eanangoddi	Ardahan (provins)
Aydın eanangoddi	Aydın (provins)
Suopmelaš-ugralaš gielat	Finsk-ugriska språk
Gáiskešattut	Ormbunksväxter
Chiba prefektuvra	Chiba prefektur
Amasya eanangoddi	Amasya (provins)
Ağrı eanangoddi	Ağrı (provins)
Burdur eanangoddi	Burdur (provins)
Gáhpir	Hatt
Olympos	Olympen
Batman eanangoddi	Batman (provins)
Novaja Zemlja	Novaja Zemlja
Aichi prefektuvra	Aichi prefektur
Alla Pugacheva	Alla Pugatjova
Van eanangoddi	Van (provins)
Sigrid Undset	Sigrid Undset
Ruoŧa leavga	Sveriges flagga
Sitrusšaddosat	Citrussläktet
Álava eanangoddi	Álava
Almería eanangoddi	Almería (provins)
Badajoz eanangoddi	Badajoz (provins)
Akita prefektuvra	Akita prefektur
Barcelona eanangoddi	Barcelona (provins)
Córdoba eanangoddi	Córdoba (spansk provins)
Cáceres eanangoddi	Cáceres (provins)
Cádiz eanangoddi	Cádiz (provins)
Bolu eanangoddi	Bolu (provins)
Ian Fleming	Ian Fleming
A Coruña eanangoddi	A Coruña (provins)
Granada eanangoddi	Granada (provins)
Hande Yener	Hande Yener
К	К
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
П	П
И	И
Njálla	Fjällräv
Museu de Arte de São Paulo	Museu de Arte de São Paulo
Aksaray eanangoddi	Aksaray (provins)
Edirne eanangoddi	Edirne (provins)
Norgga leavga	Norges flagga
Bitlis eanangoddi	Bitlis (provins)
Ibaraki prefektuvra	Ibaraki prefektur
Bartın eanangoddi	Bartın (provins)
DSB	DSB
Birkenes	Birkenes kommun
Bygland	Byglands kommun
Bykle	Bykle kommun
Evje og Hornnes	Evje og Hornnes kommun
Froland	Frolands kommun
Grimstad	Grimstads kommun
Málle:Girjegáldu	Mall:Bokref
Jokŋa	Lingon
Vizcaya eanangoddi	Biscaya (provins)
Flesberg	Flesbergs kommun
Flå	Flå kommun
Guipúzcoa eanangoddi	Gipuzkoa
Huelva eanangoddi	Huelva (provins)
Jaén eanangoddi	Jaén (provins)
Lugo eanangoddi	Lugo (provins)
Málaga eanangoddi	Málaga (provins)
Ourense eanangoddi	Ourense (provins)
Las Palmas	Las Palmas (provins)
Pontevedra eanangoddi	Pontevedra (provins)
Sevilla eanangoddi	Sevilla (provins)
Tarragona eanangoddi	Tarragona (provins)
Santa Cruz de Tenerife eanangoddi	Santa Cruz de Tenerife (provins)
Lillehammer	Lillehammer
Luovvarat	Klöversläktet
Beahcešattut	Tallväxter
Iglu	Igloo
Tove Jansson	Tove Jansson
Margrethe II	Margrethe II av Danmark
Pärnu	Pärnu
Blekinge leatna	Blekinge län
Diftoŋga	Diftong
Oarje-Götalándda leatna	Västra Götalands län
Skåne leatna	Skåne län
Junior Eurovision lávllagilvvohallan	Junior Eurovision Song Contest
Jönköpinga leatna	Jönköpings län
Jämtlándda leatna	Jämtlands län
Norrbottena leatna	Norrbottens län
Hallándda leatna	Hallands län
Gävleborgga leatna	Gävleborgs län
Kalmara leatna	Kalmar län
Roavvenjárga	Rovaniemi
Hafnarfjörður	Hafnarfjörður
Dalarna leatna	Dalarnas län
Gotlándda leatna	Gotlands län
Molde	Molde kommun
Stockholmma leatna	Stockholms län
Örebro leatna	Örebro län
Čáhcesuolu	Vadsø kommun
Hámar	Hamar
Kronobergga leatna	Kronobergs län
Eppelmuorat	Aplar
Västerbottena leatna	Västerbottens län
Caspar David Friedrich	Caspar David Friedrich
Oarje-Norrlándda leatna	Västernorrlands län
Uppsala leatna	Uppsala län
Nuortagötlándda leatna	Östergötlands län
Mari Kiviniemi	Mari Kiviniemi
Västmanlándda leatna	Västmanlands län
Skandinávalaš gielat	Nordiska språk
Värmlándda leatna	Värmlands län
Ivar Aasen	Ivar Aasen
Ísafjörður	Ísafjörður
Södermanlándda leatna	Södermanlands län
Fredrikstad	Fredrikstads kommun
Hámmárfeasta	Hammerfests kommun
Tønsberg	Tønsberg
Leikanger	Leikangers kommun
Akraneskaupstaður	Akranes
Sarpsborg	Sarpsborgs kommun
Gjøvik	Gjøviks kommun
Belize City	Belize City
Várggát	Vardø
Kongsberg	Kongsbergs kommun
Plassje	Røros kommun
Sandefjord	Sandefjords kommun
Solna gielda	Solna kommun
Stuorradiggi	Stortinget
Moss	Moss kommun
Hitra	Hitra kommun
Voss	Voss kommun
Haugesund	Haugesunds kommun
Halden	Haldens kommun
Horten	Hortens kommun
Art Tatum	Art Tatum
Guido Reni	Guido Reni
Elverum	Elverums kommun
Askim	Askims kommun, Norge
Hobøl	Hobøls kommun
Kristiansund	Kristiansunds kommun
Bearalváhki	Berlevågs kommun
Odda	Odda kommun
Kongsvinger	Kongsvinger
Ákŋoluokta	Hasviks kommun
Nedre Eiker	Nedre Eikers kommun
Øvre Eiker	Øvre Eikers kommun
Stientjie	Steinkjers kommun
Ringerike	Ringerike kommun
Njaarke	Namsos kommun
Brønnøy	Brønnøy kommun
Vågå	Vågå kommun
Ringsaker	Ringsakers kommun
Fitjar	Fitjars kommun
Bálat	Ballangens kommun
Ål	Åls kommun, Norge
Bømlo	Bømlo kommun
Førde	Førde kommun
Oppdal	Oppdals kommun
Rømskog	Rømskogs kommun
Jondal	Jondals kommun
Unjárga	Nesseby kommun
Upplands-Bro gielda	Upplands-Bro kommun
Danderyda gielda	Danderyds kommun
Lindås	Lindås kommun
Haninge gielda	Haninge kommun
Muosát	Måsøy kommun
Ánddasuolu	Andøy kommun
Botkyrka gielda	Botkyrka kommun
Høyanger	Høyangers kommun
Gáŋgaviika	Gamviks kommun
Tyresö gielda	Tyresö kommun
Eidsberg	Eidsbergs kommun
Gáinnasa gielda	Kalix kommun
Österåkera gielda	Österåkers kommun
Kaustinena guovlugielda	Kaustby ekonomiska region
Dierbmámuorji	Ormbär
Yli-Ii	Överijo
Kyōto prefektuvra	Kyoto prefektur
Unduláhtta	Undulat
Sosiálademokratiija	Socialdemokrati
Pertteli	S:t Bertils
Mearrabađaluokta	Bottniska viken
Renée Zellweger	Renée Zellweger
Ōsaka prefektuvra	Osaka prefektur
Fukuoka prefektuvra	Fukuoka prefektur
Nuorssát	Fjällsippssläktet
Älvdalena gielda	Älvdalens kommun
Kiuruvesi	Kiuruvesi
Vaasa	Vasa
Aretha Franklin	Aretha Franklin
Partille gielda	Partille kommun
Yamagata prefektuvra	Yamagata prefektur
Tunguska bávkkiheapmi	Tunguska-händelsen
Čeahka leavga	Tjeckiens flagga
Kanagawa prefektuvra	Kanagawa prefektur
Vestlandet	Vestlandet
Vantaa	Vanda
Trøndelága	Trøndelag
Nagano prefektuvra	Nagano prefektur
Uummannarsuaq	Kap Farvel
Mie prefektuvra	Mie prefektur
Skiervá	Skjervøy kommun
Čukčá	Tjäder
In a Reverie	In a Reverie
Røst	Røsts kommun
Fiskesjuopmu	Revfingerört
Hyōgo prefektuvra	Hyogo prefektur
Miyazaki prefektuvra	Miyazaki prefektur
Lidnu	Berguv
Čáhppesnjukča	Svart svan
Sonja (Norgga dronnet)	Sonja av Norge
Nominatiiva	Nominativ
Nara prefektuvra	Nara prefektur
Rwanda álbmotgoddin	Folkmordet i Rwanda
Wakayama prefektuvra	Wakayama prefektur
Shizuoka prefektuvra	Shizuoka prefektur
Shiga prefektuvra	Shiga prefektur
Márfi	Korv
Flora	Flora (botanik)
Harry Houdini	Harry Houdini
Kiinná ođđajahki	Kinesiskt nyår
Cizášfálli	Stenfalk
Vilgesguolli	Vitval
Dorotea gielda	Dorotea kommun
Norgga ruvdno	Norsk krona
Niigata prefektuvra	Niigata prefektur
Yamanashi prefektuvra	Yamanashi prefektur
Shimane prefektuvra	Shimane prefektur
Toyama prefektuvra	Toyama prefektur
Gro Harlem Brundtland	Gro Harlem Brundtland
Bourg-en-Bresse	Bourg-en-Bresse
Beahci	Tall
Ja, vi elsker dette landet	Ja, vi elsker dette landet
Fukui prefektuvra	Fukui prefektur
Báktenárti	Fjällbräcka
Gollenárti	Gullbräcka
Ōita prefektuvra	Ōita prefektur
Tottori prefektuvra	Tottori prefektur
Jyväskylä	Jyväskylä
Howard Walter Florey	Howard Walter Florey
Gárasavvon	Karesuando
Algiers eanangoddi	Alger (provins)
Ruovddagas	Spillkråka
Söderhamna gielda	Söderhamns kommun
Fiskesrássešattut	Ranunkelväxter
Svolvær	Svolvær
Akkusatiiva	Ackusativ
Violat	Violsläktet
Suhpi	Asp (träd)
Fiskesrásit	Ranunkelsläktet
Skábit	Rönn
Čáhppesjieret	Svarta vinbär
Jieret	Röda vinbär
Gieddemuorji	Smultron
Máŋggaidlohku	Plural
Ehtemas	Odon
Sáhpal	Kråkvicker
Gollerássi	Kabbleka
Deanutimjan	Backtimjan
Edgar Rice Burroughs	Edgar Rice Burroughs
Skážirat	Älggrässläktet
Miesttaskážirat	Spireasläktet
З	З
Dáigejieret	Måbär
Gollejieret	Gullrips
Novealla	Kortroman
Sandvikena gielda	Sandvikens kommun
Aram Hačaturjan	Aram Chatjaturjan
German Titov	German Titov
Carl Gustaf Emil Mannerheim	Gustaf Mannerheim
Silvia	Drottning Silvia
Joan Miró	Joan Miró
Lennart Meri	Lennart Meri
Bryggen i Bergen	Bryggen i Bergen
Guoládat	Kola (stad)
Eurovision lávllagilvvohallan 1957	Eurovision Song Contest 1957
Olav V	Olav V av Norge
Haakon VII	Håkon VII av Norge
John Singer Sargent	John Singer Sargent
Hurri	Orre
Violašattut	Violväxter
Soahkešattut	Björkväxter
Nellehat	Nejliksläktet
Juopmošattut	Slideväxter
Larvik	Larviks kommun
Nárttit	Bräckesläktet
Muoskkáš	Vattenklöver
Victoria (Ruoŧa ruvdnaprinseassa)	Kronprinsessan Victoria
Skiptvet	Skiptvets kommun
Ørsta	Ørsta kommun
Helga Pedersen	Helga Pedersen (norsk politiker)
Anniken Huitfeldt	Anniken Huitfeldt
Sofía	Sofia av Grekland
Jan Tore Sanner	Jan Tore Sanner
Lupiidnat	Lupinsläktet
Ávžaskábit	Häggmispelsläktet
Dássesiiddot golmmačiegat	Liksidig triangel
Podokarpusšattut	Podocarpaceae
Bađverásit	Daggkåpesläktet
Juomut	Skräppsläktet
Fiskesrássi	Smörblomma
Guolbbanásti	Skogsstjärna
Soahki	Glasbjörk
Skierri	Dvärgbjörk
Horbmášattut	Dunörtssläktet
Leaibi	Gråal
Veaddemuorji	Stenbär
Hilsku	Våtarv
Luomi	Hjortron
Horbmá	Mjölke (växt)
Ruonáminta	Grönmynta
Ođđa-Selándda leavga	Nya Zeelands flagga
Saga prefektuvra	Saga prefektur
Tokushima prefektuvra	Tokushima prefektur
Vándádivga	Linnea (växt)
Nuorsá	Fjällsippa
Niitobiellorássi	Humleblomster
Sáhpalat	Kovallsläktet
Imašviola	Underviol
Suotnjoruški	Kråkklöver
Rohtohilsku	Lundarv
Beivečalbmi	Slåtterblomma
Boallorássi	Smörbollar
Niitosáhpal	Gulvial
Boaresgállarássi	Midsommarblomster
Gieddesáhpal	Ängskovall
Gonagasčoalci	Kung Karls spira
Alit vuodjalasta	Tätört
Gottesáhpal	Isvedel
Alitnásti	Fjällgentiana
Vuodjalasttat	Tätörtssläktet
Gálberássi	Rosenrot
Alitnárti	Purpurbräcka
Ruksesrássi	Rödblära
