非洲	Afrika
2月29號	29 februari
12月12號	12 december
12月13號	13 december
12月14號	14 december
12月15號	15 december
3月2號	2 mars
3月3號	3 mars
3月5號	5 mars
3月1號	1 mars
3月7號	7 mars
3月8號	8 mars
3月4號	4 mars
3月10號	10 mars
3月11號	11 mars
3月6號	6 mars
3月13號	13 mars
3月9號	9 mars
3月12號	12 mars
3月15號	15 mars
3月14號	14 mars
C++	C++
12月16號	16 december
12月17號	17 december
3月16號	16 mars
3月17號	17 mars
3月18號	18 mars
3月19號	19 mars
1989年	1989
1988年	1988
3月20號	20 mars
1987年	1987
1986年	1986
1985年	1985
1984年	1984
3月21號	21 mars
1983年	1983
3月22號	22 mars
1982年	1982
1981年	1981
12月18號	18 december
1980年	1980
3月23號	23 mars
12月19號	19 december
3月24號	24 mars
3月25號	25 mars
12月20號	20 december
3月26號	26 mars
3月27號	27 mars
3月28號	28 mars
3月29號	29 mars
3月30號	30 mars
3月31號	31 mars
1970年	1970
1971年	1971
1972年	1972
1973年	1973
1974年	1974
1975年	1975
1976年	1976
1977年	1977
1978年	1978
1979年	1979
1969年	1969
4月15號	15 april
4月13號	13 april
4月12號	12 april
4月14號	14 april
4月11號	11 april
4月10號	10 april
4月8號	8 april
4月9號	9 april
4月7號	7 april
4月6號	6 april
4月5號	5 april
4月4號	4 april
4月3號	3 april
4月1號	1 april
4月2號	2 april
夏寶太空望遠鏡	Rymdteleskopet Hubble
4月16號	16 april
4月17號	17 april
4月18號	18 april
4月19號	19 april
4月20號	20 april
4月21號	21 april
4月22號	22 april
4月23號	23 april
4月24號	24 april
4月25號	25 april
4月26號	26 april
4月27號	27 april
4月28號	28 april
4月29號	29 april
4月30號	30 april
天然衛星	Måne
5月1號	1 maj
5月2號	2 maj
5月3號	3 maj
5月4號	4 maj
5月5號	5 maj
5月6號	6 maj
5月7號	7 maj
5月8號	8 maj
5月9號	9 maj
5月10號	10 maj
5月11號	11 maj
5月12號	12 maj
5月13號	13 maj
5月14號	14 maj
5月15號	15 maj
5月16號	16 maj
5月17號	17 maj
5月18號	18 maj
5月19號	19 maj
5月20號	20 maj
5月21號	21 maj
5月22號	22 maj
5月23號	23 maj
5月24號	24 maj
5月25號	25 maj
5月26號	26 maj
5月27號	27 maj
5月28號	28 maj
5月29號	29 maj
5月30號	30 maj
5月31號	31 maj
12月21號	21 december
6月14號	14 juni
6月15號	15 juni
6月13號	13 juni
6月10號	10 juni
6月7號	7 juni
6月11號	11 juni
6月9號	9 juni
6月12號	12 juni
6月6號	6 juni
6月8號	8 juni
6月5號	5 juni
6月3號	3 juni
6月2號	2 juni
6月1號	1 juni
6月4號	4 juni
12月22號	22 december
1968年	1968
1967年	1967
1966年	1966
1965年	1965
1964年	1964
6月16號	16 juni
6月30號	30 juni
6月29號	29 juni
6月28號	28 juni
6月26號	26 juni
6月25號	25 juni
6月22號	22 juni
6月27號	27 juni
6月24號	24 juni
6月20號	20 juni
6月23號	23 juni
6月19號	19 juni
6月18號	18 juni
6月21號	21 juni
6月17號	17 juni
12月23號	23 december
7月15號	15 juli
7月13號	13 juli
7月12號	12 juli
7月10號	10 juli
7月9號	9 juli
7月14號	14 juli
7月8號	8 juli
7月7號	7 juli
7月6號	6 juli
7月5號	5 juli
7月2號	2 juli
7月4號	4 juli
7月3號	3 juli
7月1號	1 juli
7月11號	11 juli
12月24號	24 december
7月31號	31 juli
7月30號	30 juli
7月29號	29 juli
7月28號	28 juli
7月27號	27 juli
7月25號	25 juli
7月24號	24 juli
7月23號	23 juli
7月26號	26 juli
7月22號	22 juli
7月19號	19 juli
7月21號	21 juli
7月20號	20 juli
7月17號	17 juli
7月18號	18 juli
7月16號	16 juli
腳球	Fotboll
音樂劇	Musikal
12月25號	25 december
1963年	1963
12月26號	26 december
1962年	1962
8月14號	14 augusti
8月15號	15 augusti
8月13號	13 augusti
8月12號	12 augusti
8月11號	11 augusti
8月10號	10 augusti
8月8號	8 augusti
8月7號	7 augusti
8月9號	9 augusti
8月5號	5 augusti
8月4號	4 augusti
8月2號	2 augusti
8月3號	3 augusti
8月6號	6 augusti
8月1號	1 augusti
12月27號	27 december
潛水艇	Ubåt
8月16號	16 augusti
8月29號	29 augusti
8月28號	28 augusti
8月30號	30 augusti
8月25號	25 augusti
8月26號	26 augusti
8月23號	23 augusti
8月27號	27 augusti
8月21號	21 augusti
8月20號	20 augusti
8月24號	24 augusti
8月18號	18 augusti
8月17號	17 augusti
8月22號	22 augusti
8月19號	19 augusti
8月31號	31 augusti
麥可·傑克遜	Michael Jackson
12月28號	28 december
9月15號	15 september
9月14號	14 september
9月13號	13 september
9月12號	12 september
9月8號	8 september
9月11號	11 september
9月7號	7 september
9月10號	10 september
9月5號	5 september
9月4號	4 september
9月9號	9 september
9月2號	2 september
9月6號	6 september
9月1號	1 september
9月3號	3 september
12月29號	29 december
9月30號	30 september
9月29號	29 september
9月28號	28 september
9月27號	27 september
9月26號	26 september
9月25號	25 september
9月23號	23 september
9月22號	22 september
9月24號	24 september
9月21號	21 september
9月20號	20 september
9月18號	18 september
9月17號	17 september
9月19號	19 september
9月16號	16 september
12月30號	30 december
12月31號	31 december
10月1號	1 oktober
10月15號	15 oktober
10月12號	12 oktober
10月10號	10 oktober
10月14號	14 oktober
10月9號	9 oktober
10月8號	8 oktober
10月13號	13 oktober
10月7號	7 oktober
10月11號	11 oktober
10月6號	6 oktober
10月4號	4 oktober
10月5號	5 oktober
10月3號	3 oktober
10月2號	2 oktober
10月31號	31 oktober
10月30號	30 oktober
10月29號	29 oktober
10月28號	28 oktober
10月26號	26 oktober
10月25號	25 oktober
10月24號	24 oktober
10月27號	27 oktober
10月22號	22 oktober
10月23號	23 oktober
10月20號	20 oktober
10月21號	21 oktober
10月19號	19 oktober
10月17號	17 oktober
10月16號	16 oktober
10月18號	18 oktober
11月15號	15 november
11月14號	14 november
11月13號	13 november
11月12號	12 november
11月11號	11 november
11月10號	10 november
11月7號	7 november
11月8號	8 november
11月9號	9 november
11月6號	6 november
11月5號	5 november
11月4號	4 november
11月3號	3 november
11月2號	2 november
11月1號	1 november
男仔子	Pojke
11月30號	30 november
11月29號	29 november
11月28號	28 november
11月27號	27 november
11月26號	26 november
11月25號	25 november
11月23號	23 november
11月24號	24 november
11月21號	21 november
11月20號	20 november
11月22號	22 november
11月19號	19 november
11月18號	18 november
11月17號	17 november
11月16號	16 november
女仔子	Flicka
沙利門大帝	Karl den store
紅色	Röd
火	Eld
尼羅河	Nilen
1961年	1961
1960年	1960
亞馬孫河	Amazonfloden
天狗喫日頭	Solförmörkelse
大學	Universitet
Wikipedia:沙盤	Wikipedia:Sandlådan
屋	Hus
代數	Algebra
地圖	Karta
江	Flod
俄舍斯科	Osasco
同海機場	Dong Hoi flygplats
太空	Rymden
望遠鏡	Teleskop
森林	Skog
分類:1888年	Kategori:1888
濟酋余化盧	Zichyújfalu
分類:1481年過世	Kategori:Avlidna 1481
分類:1421年出世	Kategori:Födda 1421
分類:1421年	Kategori:1421
分類:1481年	Kategori:1481
孔子	Konfucius
科賓·布魯	Corbin Bleu
分類:數學	Kategori:Matematik
分類:1888年出世	Kategori:Födda 1888
1488年	1488
歐元	Euro
美金	Amerikansk dollar
地中海	Medelhavet
基督教	Kristendom
1004年	1004
西雅圖	Seattle
禾	Ris
大洲	Världsdelar och kontinenter
葡萄牙語	Portugisiska
慕斯他化·克麥·阿塔突	Mustafa Kemal Atatürk
1948年	1948
1949年	1949
黄现璠	Huang Xianfan
1956年	1956
1200年	1200
1201年	1201
1202年	1202
1203年	1203
1204年	1204
1205年	1205
1206年	1206
1941年	1941
1207年	1207
1208年	1208
1945年	1945
1209年	1209
1210年	1210
1211年	1211
1958年	1958
1212年	1212
1926年	1926
1213年	1213
1947年	1947
1944年	1944
1952年	1952
日语	Japanska
百科全書	Uppslagsverk
封面	Portal:Huvudsida
1959年	1959
1957年	1957
電容	Kondensator
晶體管	Transistor
1214年	1214
1215年	1215
1216年	1216
1217年	1217
1218年	1218
1219年	1219
1220年	1220
1221年	1221
1222年	1222
1223年	1223
1224年	1224
1225年	1225
1226年	1226
1227年	1227
1228年	1228
1229年	1229
1230年	1230
長江	Yangtze
1231年	1231
1232年	1232
1233年	1233
1234年	1234
1235年	1235
1236年	1236
1237年	1237
1238年	1238
1239年	1239
1240年	1240
1241年	1241
1242年	1242
1243年	1243
1244年	1244
1245年	1245
1246年	1246
喜馬拉雅山脈	Himalaya
安底斯山脈	Anderna
1247年	1247
1248年	1248
裡海	Kaspiska havet
1249年	1249
1250年	1250
1251年	1251
1252年	1252
1254年	1254
1255年	1255
1256年	1256
1257年	1257
1258年	1258
1259年	1259
1260年	1260
1261年	1261
1262年	1262
1263年	1263
1264年	1264
1265年	1265
1266年	1266
1267年	1267
1268年	1268
1269年	1269
1270年	1270
1271年	1271
1272年	1272
1273年	1273
1274年	1274
1275年	1275
1276年	1276
1277年	1277
1278年	1278
1279年	1279
1280年	1280
1281年	1281
1282年	1282
1283年	1283
1284年	1284
1285年	1285
1286年	1286
1287年	1287
1288年	1288
1289年	1289
1290年	1290
1291年	1291
1292年	1292
1293年	1293
1294年	1294
1295年	1295
1296年	1296
1297年	1297
1298年	1298
1299年	1299
答利	Salvador Dalí
梵高	Vincent van Gogh
葛飾北齋	Katsushika Hokusai
米開朗琪羅	Michelangelo
畢加索	Pablo Picasso
藍郎特	Rembrandt
1300年	1300
1301年	1301
1302年	1302
1303年	1303
1304年	1304
1305年	1305
安徒生	H.C. Andersen
拜倫	Lord Byron
塞萬提斯	Miguel Cervantes
1306年	1306
1307年	1307
1308年	1308
1309年	1309
1310年	1310
1311年	1311
1312年	1312
1313年	1313
1314年	1314
1315年	1315
1316年	1316
1317年	1317
1318年	1318
1319年	1319
1320年	1320
1321年	1321
1322年	1322
1323年	1323
1324年	1324
1325年	1325
1326年	1326
1327年	1327
1328年	1328
麥加	Mecka
毛澤東	Mao Zedong
西安	Xi'an
被服	Filt (textil)
歌德	Johann Wolfgang von Goethe
屄	Slida
V·禍·魂得他	V för Vendetta (film)
哲學	Filosofi
1329年	1329
分類:快速刪吥	Kategori:Snabbraderingar
1330年	1330
1331年	1331
1332年	1332
1333年	1333
1334年	1334
1335年	1335
1336年	1336
1337年	1337
1338年	1338
1339年	1339
1340年	1340
1341年	1341
1342年	1342
1343年	1343
1344年	1344
1345年	1345
1346年	1346
1347年	1347
1348年	1348
1349年	1349
1350年	1350
茶	Te
馬可·波羅	Marco Polo
1351年	1351
波特蘭 (奧勒岡州)	Portland, Oregon
1400年	1400
1401年	1401
1352年	1352
1402年	1402
1353年	1353
1403年	1403
1354年	1354
1404年	1404
1355年	1355
1405年	1405
1500年	1500
1406年	1406
1356年	1356
1501年	1501
1407年	1407
1357年	1357
1502年	1502
1408年	1408
1358年	1358
1503年	1503
1359年	1359
1409年	1409
1504年	1504
1360年	1360
1410年	1410
1505年	1505
1506年	1506
1411年	1411
1361年	1361
1507年	1507
1412年	1412
1362年	1362
1413年	1413
1508年	1508
1363年	1363
1509年	1509
1414年	1414
1510年	1510
1415年	1415
1364年	1364
共產主義	Kommunism
1511年	1511
1416年	1416
1365年	1365
1512年	1512
1417年	1417
1366年	1366
1513年	1513
1418年	1418
1367年	1367
1514年	1514
1419年	1419
資本主義	Kapitalism
1368年	1368
1515年	1515
1420年	1420
1369年	1369
1516年	1516
1421年	1421
1370年	1370
1371年	1371
國家	Land
1372年	1372
1373年	1373
1422年	1422
1517年	1517
1423年	1423
1518年	1518
1374年	1374
1424年	1424
1375年	1375
1519年	1519
1376年	1376
1425年	1425
1520年	1520
1521年	1521
1377年	1377
1426年	1426
1522年	1522
1523年	1523
1427年	1427
1378年	1378
1524年	1524
1525年	1525
1428年	1428
1379年	1379
1526年	1526
1429年	1429
1380年	1380
1381年	1381
1382年	1382
1383年	1383
1430年	1430
1431年	1431
印第安納波利斯	Indianapolis
1384年	1384
1432年	1432
1385年	1385
1386年	1386
1433年	1433
1387年	1387
1434年	1434
1435年	1435
1388年	1388
1436年	1436
1389年	1389
1437年	1437
1390年	1390
1438年	1438
1391年	1391
1439年	1439
1392年	1392
1440年	1440
1393年	1393
1394年	1394
1395年	1395
1441年	1441
1396年	1396
1397年	1397
1442年	1442
1527年	1527
1528年	1528
1398年	1398
1443年	1443
1444年	1444
1529年	1529
1399年	1399
1445年	1445
1530年	1530
1446年	1446
1531年	1531
1447年	1447
1532年	1532
1448年	1448
蒙彼利埃	Montpellier
1533年	1533
1449年	1449
1534年	1534
1450年	1450
1535年	1535
1451年	1451
1536年	1536
1452年	1452
1537年	1537
1453年	1453
1538年	1538
1454年	1454
1539年	1539
1455年	1455
1540年	1540
睗著嗰惠尼根	Finnegans Wake
分類:天文	Kategori:Astronomi
尤利西斯	Odysseus (roman)
1541年	1541
1456年	1456
1457年	1457
1542年	1542
1458年	1458
1543年	1543
1459年	1459
1544年	1544
1460年	1460
1545年	1545
1461年	1461
1546年	1546
1462年	1462
1547年	1547
1463年	1463
1548年	1548
1464年	1464
1549年	1549
1465年	1465
1550年	1550
1466年	1466
1551年	1551
1467年	1467
1468年	1468
1552年	1552
1469年	1469
1553年	1553
1470年	1470
1554年	1554
1471年	1471
1555年	1555
撒哈拉沙漠	Sahara
1472年	1472
1556年	1556
1473年	1473
1557年	1557
1474年	1474
1558年	1558
1475年	1475
1559年	1559
1476年	1476
1560年	1560
1477年	1477
1478年	1478
1561年	1561
1479年	1479
1562年	1562
1480年	1480
1563年	1563
1481年	1481
1564年	1564
1482年	1482
1565年	1565
1483年	1483
1566年	1566
1484年	1484
1567年	1567
1485年	1485
1486年	1486
1568年	1568
1487年	1487
1569年	1569
1570年	1570
1489年	1489
1571年	1571
1490年	1490
1572年	1572
1491年	1491
1573年	1573
1492年	1492
1574年	1574
1493年	1493
1575年	1575
荷馬	Homeros
1494年	1494
1495年	1495
1496年	1496
1576年	1576
1497年	1497
1577年	1577
1498年	1498
1578年	1578
1499年	1499
1579年	1579
1580年	1580
1581年	1581
1582年	1582
1600年	1600
高斯	Carl Friedrich Gauss
1601年	1601
1583年	1583
1602年	1602
1584年	1584
1603年	1603
1585年	1585
1604年	1604
1586年	1586
1605年	1605
1587年	1587
1606年	1606
1607年	1607
1588年	1588
1608年	1608
1589年	1589
1609年	1609
1590年	1590
1610年	1610
1591年	1591
1611年	1611
1592年	1592
1612年	1612
1593年	1593
1613年	1613
1594年	1594
1614年	1614
1595年	1595
1615年	1615
1596年	1596
1616年	1616
1597年	1597
1617年	1617
1598年	1598
1618年	1618
1599年	1599
1619年	1619
1620年	1620
1621年	1621
1700年	1700
1701年	1701
1622年	1622
1623年	1623
1702年	1702
1624年	1624
1703年	1703
1704年	1704
1625年	1625
1705年	1705
1626年	1626
1627年	1627
1706年	1706
1628年	1628
1707年	1707
1708年	1708
1629年	1629
1630年	1630
1709年	1709
1631年	1631
1710年	1710
1632年	1632
1711年	1711
1633年	1633
1712年	1712
1634年	1634
1713年	1713
1800年	1800
1801年	1801
1714年	1714
1635年	1635
詹姆斯·喬伊斯	James Joyce
1802年	1802
1715年	1715
1636年	1636
1803年	1803
1637年	1637
1716年	1716
1638年	1638
1804年	1804
1717年	1717
1639年	1639
1805年	1805
1718年	1718
1640年	1640
1719年	1719
1806年	1806
1641年	1641
1720年	1720
1807年	1807
1642年	1642
1721年	1721
1808年	1808
1643年	1643
1722年	1722
1809年	1809
1644年	1644
1723年	1723
1810年	1810
1645年	1645
1724年	1724
20世紀	1900-talet
1811年	1811
1646年	1646
1725年	1725
1812年	1812
1647年	1647
1726年	1726
1813年	1813
21世紀	2000-talet
1648年	1648
1727年	1727
1814年	1814
1649年	1649
1728年	1728
1815年	1815
1650年	1650
1729年	1729
1816年	1816
19世紀	1800-talet
1651年	1651
1730年	1730
1817年	1817
1652年	1652
1731年	1731
1818年	1818
1653年	1653
1732年	1732
1819年	1819
1654年	1654
1733年	1733
1820年	1820
1655年	1655
1821年	1821
1734年	1734
1656年	1656
1822年	1822
1735年	1735
1657年	1657
1823年	1823
1736年	1736
1658年	1658
1737年	1737
1824年	1824
1659年	1659
1738年	1738
1825年	1825
1660年	1660
1739年	1739
1826年	1826
1661年	1661
1740年	1740
1827年	1827
18世紀	1700-talet
17世紀	1600-talet
16世紀	1500-talet
15世紀	1400-talet
14世紀	1300-talet
13世紀	1200-talet
12世紀	1100-talet
11世紀	1000-talet
享樂主義	Hedonism
李白	Li Bai
圖書館	Bibliotek
唯物主義	Materialism
玻爾	Niels Bohr
意識	Medvetande
生物技術	Bioteknik
秦	Qindynastin
北大西洋公約組織	Nato
居里夫人	Marie Curie
諾貝爾獎	Nobelpriset
秦始皇	Qin Shi Huangdi
中東	Mellanöstern
伊麗莎白一世	Elisabet I av England
漢	Handynastin
劉徹	Han Wudi
聖女貞德	Jeanne d’Arc
所霍利茲	Sofokles
托爾斯泰	Lev Tolstoj
圖靈	Alan Turing
馬克思主義	Marxism
凍嘴	Kyss
元	Yuandynastin
伊戈·式査溫斯基	Igor Stravinskij
朱澤魄·渥帝	Giuseppe Verdi
拿可·卡帖	Jacques Cartier
哥倫布	Christofer Columbus
庫克船長	James Cook
伊本·巴杜他	Ibn Battuta
鄭和	Zheng He
大堡礁	Stora barriärrevet
巴拿馬運河	Panamakanalen
晉	Jindynastin (265–420)
南冰洋	Antarktiska oceanen
耳刀	Öra
鼻公	Nos
眼睛	Öga
羊	Tamfår
隋	Suidynastin
宋	Songdynastin
忽必烈	Khubilai khan
娘	Moder
雪	Snö
爺	Fader
細伢子	Barn
1828年	1828
1829年	1829
1741年	1741
1662年	1662
1742年	1742
1830年	1830
1663年	1663
1831年	1831
1743年	1743
1664年	1664
1665年	1665
1744年	1744
1832年	1832
1666年	1666
1745年	1745
1833年	1833
1667年	1667
1746年	1746
運輸	Transport
1834年	1834
1668年	1668
1747年	1747
1835年	1835
1748年	1748
1836年	1836
1669年	1669
歐拉	Leonhard Euler
1670年	1670
1749年	1749
1837年	1837
1671年	1671
1750年	1750
1838年	1838
1672年	1672
1751年	1751
1839年	1839
1673年	1673
1752年	1752
1840年	1840
1674年	1674
1753年	1753
1841年	1841
1754年	1754
1675年	1675
1842年	1842
1755年	1755
1676年	1676
1843年	1843
1677年	1677
1756年	1756
1844年	1844
1678年	1678
1757年	1757
1845年	1845
1679年	1679
1758年	1758
1846年	1846
1680年	1680
1759年	1759
1847年	1847
1681年	1681
1760年	1760
1848年	1848
1682年	1682
1761年	1761
1849年	1849
1683年	1683
1762年	1762
1850年	1850
1684年	1684
1763年	1763
1851年	1851
1764年	1764
1685年	1685
1852年	1852
1686年	1686
1765年	1765
1853年	1853
1687年	1687
1766年	1766
1854年	1854
1688年	1688
1767年	1767
1855年	1855
1689年	1689
1768年	1768
1856年	1856
1690年	1690
1769年	1769
1857年	1857
1691年	1691
1770年	1770
1858年	1858
1692年	1692
1771年	1771
1859年	1859
1693年	1693
1772年	1772
1860年	1860
1773年	1773
1861年	1861
1694年	1694
1695年	1695
1774年	1774
1862年	1862
1696年	1696
1775年	1775
1863年	1863
1697年	1697
1776年	1776
1864年	1864
1698年	1698
1865年	1865
1777年	1777
1699年	1699
1866年	1866
1778年	1778
1779年	1779
1867年	1867
1780年	1780
1868年	1868
1781年	1781
1869年	1869
紐約地鐵	New Yorks tunnelbana
俄語	Ryska
1782年	1782
1870年	1870
屋裡	Hem
1783年	1783
1871年	1871
弗拉基米尔·弗拉基米罗维奇·普京	Vladimir Putin
