非洲	Afrika
性交	Sex (aktivitet)
鬩神星	Eris (dvärgplanet)
杜拜	Dubai
美斯	Lionel Messi
硼	Bor
哥白尼	Nicolaus Copernicus
碳	Kol
迪比亞路	Alessandro Del Piero
伏加河	Volga
氮	Kväve
氧	Syre
國際米蘭	FC Internazionale Milano
行星	Planet
埃及妖后	Kleopatra VII av Egypten
音樂	Musik
威尼斯	Venedig
火影忍者	Naruto
波河	Po
沙姆沙伊赫	Sharm el-Sheikh
莫斯科	Moskva
氟	Fluor
意大利話	Italienska
芝娃娃	Chihuahua (hundras)
氖	Neon
芝華華州	Chihuahua (delstat)
聖彼得堡	Sankt Petersburg
乍得	Tchad
鈉	Natrium
北	Norr
鎂	Magnesium
新世紀福音戰士	Neon Genesis Evangelion
鋁	Aluminium
紐西蘭	Nya Zeeland
南	Söder
印度	Indien
矽	Kisel
鈁	Francium
圖瓦盧	Tuvalu
磷	Fosfor
散文	Prosa
鐵	Järn
湯加	Tonga
西	Väster
硫	Svavel
薩摩亞	Samoa
東	Öster
所羅門群島	Salomonöarna
瓦努阿圖	Vanuatu
莫里哀	Molière
氯	Klor
巴布亞新畿內亞	Papua Nya Guinea
莎士比亞	William Shakespeare
帛琉	Palau
氬	Argon
瑙魯	Nauru
Mozilla Firefox	Mozilla Firefox
密克羅尼西亞聯邦	Mikronesiens federerade stater
鉀	Kalium
鈣	Kalcium
鉛	Bly
馬紹爾群島	Marshallöarna
基里巴斯	Kiribati
蒙古國	Mongoliet
斐濟	Fiji
鈧	Skandium
鈦	Titan
委內瑞拉	Venezuela
國際象棋	Schack
鐵木真	Djingis khan
釩	Vanadin
緬因州	Maine
鉻	Krom
馬	Häst
阿姆斯特丹	Amsterdam
武器	Vapen
動物	Djur
蘇里南	Surinam
錳	Mangan
巴拉圭	Paraguay
圭亞那	Guyana
藝術	Konst
厄瓜多爾	Ecuador
錸	Rhenium
哥倫比亞	Colombia
鈷	Kobolt
鎢	Volfram
鎳	Nickel
士多啤梨	Smultronsläktet
佛教	Buddhism
玻利維亞	Bolivia
鋨	Osmium
銅	Koppar
千里達	Trinidad och Tobago
植物	Växt
聖文森特和格林納丁斯	Saint Vincent och Grenadinerna
鋅	Zink
紐咸西州	New Hampshire
聖盧西亞	Saint Lucia
達文西	Leonardo da Vinci
聖傑氏尼維斯	Saint Kitts och Nevis
真菌	Svampar
牙買加	Jamaica
格林納達	Grenada
麻省	Massachusetts
危地馬拉	Guatemala
Google Chrome	Google Chrome
巴哈馬	Bahamas
康湼狄格州	Connecticut
雞	Tamhöna
安提瓜巴布達	Antigua och Barbuda
夏威夷州	Hawaii
洪都拉斯	Honduras
多米尼克	Dominica
澤西島	Jersey
多明尼加	Dominikanska republiken
豬	Gris
北冰洋	Norra ishavet
海地	Haiti
他羽馬他華加坦基很加哥歐歐奧他馬鐵督䈅卜加加皮基馬源加河鍋鹿古波街喴嚕亞其他那他烕	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
薩爾瓦多	El Salvador
伊朗	Iran
伊拉克	Irak
阿拉斯加州	Alaska
哥斯達黎加	Costa Rica
以色列	Israel
巴拿馬	Panama
也門	Jemen
病毒	Virus
波蘭文	Polska
約旦	Jordanien
尼加拉瓜	Nicaragua
佛羅里達州	Florida
吉爾吉斯	Kirgizistan
亞利桑拿州	Arizona
科威特	Kuwait
老撾	Laos
黎巴嫩	Libanon
柯利近省	Oregon
馬爾代夫	Maldiverna
美洲	Amerika
猶他州	Utah
牛	Nötkreatur
馬來西亞	Malaysia
緬甸	Burma
尼泊爾	Nepal
阿曼	Oman
巴基斯坦	Pakistan
占士邦	James Bond
卡塔爾	Qatar
網球	Tennis
沙地阿拉伯	Saudiarabien
斯里蘭卡	Sri Lanka
史太林	Josef Stalin
敘利亞	Syrien
柏拉圖	Platon
鎵	Gallium
塔吉克	Tadzjikistan
寵物小精靈	Pokémon
中華民國	Taiwan
YouTube	Youtube
鍺	Germanium
阿里士多德	Aristoteles
泰國	Thailand
火車	Tåg
砷	Arsenik
無線電	Radio
梅麗史翠普	Meryl Streep
土庫曼	Turkmenistan
硒	Selen
銥	Iridium
阿拉伯聯合酋長國	Förenade Arabemiraten
溴	Brom
白金	Platina
越南	Vietnam
差利	Charlie Chaplin
大韓民國	Sydkorea
阿森一族	Simpsons
氪	Krypton
阿富汗	Afghanistan
江南Style	Gangnam Style
J. R. R. Tolkien	J.R.R. Tolkien
銣	Rubidium
金	Guld
蘇彝士運河	Suezkanalen
科學家	Vetenskapsman
孟加拉國	Bangladesh
卡夫卡	Franz Kafka
博爾赫斯	Jorge Luis Borges
馬里	Mali
蘇格拉底	Sokrates
安哥拉	Angola
不丹	Bhutan
Twitter	Twitter
汶萊	Brunei
坦桑尼亞	Tanzania
水銀	Kvicksilver
阿蒙森	Roald Amundsen
菲律賓	Filippinerna
中非共和國	Centralafrikanska republiken
鉈	Tallium
南極	Sydpolen
北極	Nordpolen
牛頓	Isaac Newton
愛因斯坦	Albert Einstein
鍶	Strontium
釔	Yttrium
鉍	Vismut
黃	Gul
量子力學	Kvantmekanik
多哥	Togo
突尼西亞	Tunisien
贊比亞	Zambia
津巴布韋	Zimbabwe
北京	Peking
南蘇丹	Sydsudan
海參崴	Vladivostok
貝寧	Benin
波茨華拿	Botswana
維基新聞	Wikinews
布基納法索	Burkina Faso
布隆迪	Burundi
科摩羅	Komorerna
剛果	Kongo-Brazzaville
剛果民主共和國	Kongo-Kinshasa
聖安東尼奧	San Antonio
吉布提	Djibouti
釙	Polonium
拜仁	Bayern
赤道畿內亞	Ekvatorialguinea
巴登－烏騰堡	Baden-Württemberg
厄立特里亞	Eritrea
新德里	New Delhi
若望保祿二世	Johannes Paulus II
杜斯托也夫斯基	Fjodor Dostojevskij
第比利斯	Tbilisi
孲𤘅子	Spädbarn
砹	Astat
加蓬	Gabon
甘地	Mahatma Gandhi
漫畫	Tecknad serie
甘比亞	Gambia
畿內亞	Guinea
畿內亞比紹	Guinea-Bissau
象牙海岸	Elfenbenskusten
喀麥隆	Kamerun
維德角	Kap Verde
萊索托	Lesotho
利比利亞	Liberia
利比亞	Libyen
阿臣	Aachen
馬達加斯加	Madagaskar
馬拉維	Malawi
史特加	Stuttgart
毛里塔尼亞	Mauretanien
毛厘士	Mauritius
摩洛哥	Marocko
莫三鼻給	Moçambique
納米比亞	Namibia
尼日爾	Niger
尼日利亞	Nigeria
達爾文	Charles Darwin
烏干達	Uganda
盧旺達	Rwanda
鋯	Zirkonium
聖多美普林西比	São Tomé och Príncipe
卡斯魯亞	Karlsruhe
塞內加爾	Senegal
塞舌爾	Seychellerna
林奈	Carl von Linné
塞拉利昂	Sierra Leone
索馬里	Somalia
鈮	Niob
尼赫魯	Jawaharlal Nehru
凱撒	Julius Caesar
蘇丹	Sudan
斯威士蘭	Swaziland
虹	Regnbåge
鉬	Molybden
鎝	Teknetium
漢堡	Hamburg
新陳代謝	Metabolism
莫迪	Narendra Modi
免疫系統	Immunförsvar
天演	Evolution
聯合國	Förenta nationerna
但丁	Dante Alighieri
地質	Geologi
地理	Geografi
心	Hjärta
腦	Hjärna
皮	Hud
色	Färg
名詞	Substantiv
布拉格	Prag
釕	Rutenium
銠	Rodium
藍	Blå
鈀	Palladium
銀	Silver
鎘	Kadmium
星空奇遇記	Star Trek
銦	Indium
錫	Tenn
鈾	Uran
銻	Antimon
碲	Tellur
鈈	Plutonium
碘	Jod
錼	Neptunium
氙	Xenon
日本動畫	Anime
銫	Cesium
鏷	Protaktinium
電荷	Elektrisk laddning
鋇	Barium
釷	Torium
鉿	Hafnium
錒	Aktinium
鉭	Tantal
克林頓	Bill Clinton
鐳	Radium
氡	Radon
阿爾薩斯大區	Alsace
Ubn	Unbinilium
孟買	Bombay
林堡	Limburg
阿魯納恰爾	Arunachal Pradesh
密芝根州	Michigan
布爾岡	Bourgogne
波多黎各	Puerto Rico
呂利	Jean-Baptiste Lully
舒勒斯維－荷斯泰因	Schleswig-Holstein
美倫堡－前波瑪恩	Mecklenburg-Vorpommern
下薩克遜	Niedersachsen
北萊茵－西法倫	Nordrhein-Westfalen
希燊	Hessen
萊茵－普法茨	Rheinland-Pfalz
沙亞	Saarland
薩克遜	Sachsen
約翰連儂	John Lennon
伊利諾州	Illinois
脫靈根	Thüringen
薩克遜－雁候	Sachsen-Anhalt
北得高打省	North Dakota
勃蘭登堡	Brandenburg
不來梅漢莎自由市	Bremen (delstat)
倫巴第大區	Lombardiet
南達科他州	South Dakota
望丹拿省	Montana
懷俄明州	Wyoming
直刃族	Straight edge
耶路撒冷	Jerusalem
愛達荷州	Idaho
歐斯達山谷大區	Aostadalen
華盛頓州	Washington (delstat)
鑪	Rutherfordium
內華達州	Nevada
𨧀	Dubnium
𨭎	Seaborgium
印度洋	Indiska oceanen
科索沃	Kosovo
加勒比海	Karibiska havet
𨨏	Bohrium
𨭆	Hassium
潘基文	Ban Ki-moon
安南	Kofi Annan
䥑	Meitnerium
哥羅拉度州	Colorado
鐽	Darmstadtium
蕭邦	Frédéric Chopin
果占	Fruktkonserv
錀	Röntgenium
托斯卡納大區	Toscana
鎶	Copernicium
Category:類	Kategori:Topp
拉素	Lazio
阿爾卑斯山	Alperna
布萊士帕斯卡	Blaise Pascal
跳棋	Damspel
披頭四	The Beatles
Uut	Ununtrium
鈇	Flerovium
Uup	Ununpentium
鉝	Livermorium
Uus	Ununseptium
Uuo	Ununoktium
冬天	Vinter
春天	Vår
夏天	Sommar
秋天	Höst
薩達姆侯賽因	Saddam Hussein
賓拉登	Usama bin Ladin
西班牙文	Spanska
蒙特維多	Montevideo
巴哈	Johann Sebastian Bach
韋華第	Antonio Vivaldi
歌劇	Opera
費城	Philadelphia
架利吉打	Calcutta
德里	Delhi
達卡	Dhaka
蠄蟧	Spindlar
蜘蛛綱	Spindeldjur
節肢動物	Leddjur
伊斯蘭堡	Islamabad
果	Frukt
錢	Pengar
維珍尼亞州	Virginia
西維珍尼亞州	West Virginia
番椒	Spanskpeppar
紐約州	New York (delstat)
鈰	Cerium
鐠	Praseodym
羅德島州	Rhode Island
釹	Neodym
昆蟲	Insekter
馬利蘭州	Maryland
特拉華州	Delaware
列寧	Vladimir Lenin
銪	Europium
俄亥俄州	Ohio
維吉爾	Vergilius
馬基雅維利	Niccolò Machiavelli
賓夕凡尼亞州	Pennsylvania
於特森	Uetersen
奧古斯都	Augustus
Microsoft Windows	Microsoft Windows
紐澤西州	New Jersey
直布羅陀	Gibraltar
芬蘭話	Finska
印第安納州	Indiana
諾基亞公司	Nokia
汽車	Bil
祖雲達斯	Juventus FC
圖拉真	Trajanus
費達拿	Roger Federer
佐治亞州	Georgia
薩格勒布	Zagreb
德薩斯州	Texas
熱那亞	Genua
北卡羅萊納州	North Carolina
草地曲棍球	Landhockey
南卡羅萊納州	South Carolina
西西里	Sicilien
馬尼拉	Manila
薩丁島	Sardinien
馬可斯	Ferdinand Marcos
阿基諾三世	Benigno Aquino III
Ubu	Unbiunium
宿霧	Cebu City
塞納河	Seine
布宜諾斯艾利斯	Buenos Aires
墨西哥城	Mexico City
東京都	Tokyo prefektur
拉巴斯	La Paz
巴薩隆拿	Barcelona
菠蘿	Ananas
密西西比州	Mississippi
麥哲倫	Ferdinand Magellan
密西西比河	Mississippifloden
泳池	Bassäng
錫金	Sikkim
田納西州	Tennessee
華格納	Richard Wagner
阿必尚	Abidjan
阿布扎比	Abu Dhabi
阿斯塔納	Astana
新墨西哥州	New Mexico
雅典	Aten
迴旋處	Cirkulationsplats
明尼蘇達州	Minnesota
巴格達	Bagdad
卡拉卡斯	Caracas
世界協調時間	Koordinerad universell tid
威斯康辛州	Wisconsin
AC米蘭	AC Milan
仙荻廬泊	Cyndi Lauper
埃奧華省	Iowa
內布拉斯加州	Nebraska
干沙省	Kansas
夏灣拿	Havanna
煙草	Tobak
印地話	Hindi
馬拉地文	Marathi
Internet Explorer	Internet Explorer
煙仔	Cigarett
美疏利省	Missouri
路易斯安那州	Louisiana
肯塔基州	Kentucky
阿肯色州	Arkansas
尼爾岩士唐	Neil Armstrong
烏爾都文	Urdu
伊蒂琵雅芙	Édith Piaf
Françoise Sagan	Françoise Sagan
奧克拉何馬州	Oklahoma
多瑙河	Donau
北海	Nordsjön
莫斯科州	Moskva oblast
基爾	Kiel
舒維蓮	Schwerin
波茨坦	Potsdam
漢諾威	Hannover
杜塞爾多夫	Düsseldorf
緬恩斯	Mainz
威斯巴登	Wiesbaden
沙卜勤	Saarbrücken
慕尼黑	München
艾雅福	Erfurt
德累斯頓	Dresden
麥德堡	Magdeburg
排球	Volleyboll
維也納	Wien
麥當娜	Madonna (artist)
哥本哈根	Köpenhamn
斯德哥爾摩	Stockholm
赫爾辛基	Helsingfors
都柏林	Dublin
雷克雅未克	Reykjavik
塔林	Tallinn
里加	Riga
路易斯岩士唐	Louis Armstrong
布拉迪斯拉發	Bratislava
布達佩斯	Budapest
格但斯克	Gdańsk
法蘭克福	Frankfurt am Main
鑭	Lantan
鉕	Prometium
天文單位	Astronomisk enhet
釤	Samarium
紅酒	Rött vin
釓	Gadolinium
死亡筆記	Death Note
施丹	Zinedine Zidane
鋱	Terbium
天主敎	Katolicism
盧森堡城	Luxemburg (stad)
鏑	Dysprosium
華杜茲	Vaduz
聖經	Bibeln
鈥	Holmium
聖馬連奴城	San Marino (stad)
鉺	Erbium
金邊	Phnom Penh
銩	Tulium
胡志明市	Ho Chi Minh-staden
鐿	Ytterbium
鑥	Lutetium
河內	Hanoi
真耶穌教會	The True Jesus Church
英文	Engelska
曼谷	Bangkok
安道爾城	Andorra la Vella
吉隆坡	Kuala Lumpur
臺北市	Taipei
鋂	Americium
鋦	Curium
同海市	Dong Hoi
Concepción	Concepción, Chile
鉳	Berkelium
鉲	Californium
外交	Diplomati
博洛尼亞	Bologna
鑀	Einsteinium
鐨	Fermium
卡利亞里	Cagliari
鍆	Mendelevium
基輔	Kiev
鍩	Nobelium
卡坦尼亞	Catania
安大略省	Ontario
鐒	Lawrencium
基奧特	Olivier Giroud
列貝利	Franck Ribéry
拿斯利	Samir Nasri
基捷基治	Gaël Clichy
渥太華	Ottawa
艾比度	Éric Abidal
加拿斯	William Gallas
沙格拿	Bacary Sagna
安歷卡	Nicolas Anelka
木星嘅衞星	Jupiters naturliga satelliter
緬尼吐巴	Manitoba
亞伯達	Alberta
諾華斯高沙	Nova Scotia
埃里溫	Jerevan
官士哥窩拿	Końskowola
喀土穆	Khartoum
紐賓士域省	New Brunswick
土星嘅衞星	Saturnus naturliga satelliter
卑詩省	British Columbia
愛德華王子島	Prince Edward Island
2000年	2000
2003年	2003
2002年	2002
2001年	2001
沙士加芝灣	Saskatchewan
2012年	2012
岸本齊史	Masashi Kishimoto
2011年	2011
2010年	2010
2009年	2009
二氧化碳	Koldioxid
2013年	2013
2014年	2014
2015年	2015
紐芬蘭與拉布拉多	Newfoundland och Labrador
2008年	2008
JavaScript	Javascript
西北地區	Northwest Territories
育空地區	Yukon
2004年	2004
2005年	2005
龍珠	Dragon Ball
2006年	2006
努那活	Nunavut
2007年	2007
一氧化碳	Kolmonoxid
1900年	1900
1901年	1901
密特朗	François Mitterrand
戴高樂	Charles de Gaulle
1902年	1902
翡冷翠	Florens
1903年	1903
1904年	1904
1905年	1905
1907年	1907
1906年	1906
HTML5	HTML5
1908年	1908
1909年	1909
1992年	1992
1991年	1991
1990年	1990
1993年	1993
1994年	1994
1995年	1995
1996年	1996
1910年	1910
1911年	1911
1912年	1912
萊比錫	Leipzig
1913年	1913
1914年	1914
1915年	1915
1916年	1916
1997年	1997
1998年	1998
1999年	1999
1917年	1917
1918年	1918
嘢食	Mat
蛇	Ormar
希拉克	Jacques Chirac
光速	Ljusets hastighet
口交	Oralsex
Favicon	Favicon
海王星嘅衞星	Neptunus naturliga satelliter
魁北克市	Québec (stad)
1月1號	1 januari
1月2號	2 januari
天王星嘅衞星	Uranus naturliga satelliter
1920年	1920
1月3號	3 januari
1919年	1919
1921年	1921
1922年	1922
1月4號	4 januari
1923年	1923
蘭斯岩士唐	Lance Armstrong
1924年	1924
小行星帶	Asteroidbältet
龐比度	Georges Pompidou
WMA	Windows Media Audio
矮行星	Dvärgplanet
1月5號	5 januari
馬模	Malmö
1月6號	6 januari
電子	Elektron
1月7號	7 januari
1月8號	8 januari
1月9號	9 januari
1月10號	10 januari
1月11號	11 januari
1月12號	12 januari
艾德靈	Buzz Aldrin
1月13號	13 januari
伯明翰	Birmingham
1月14號	14 januari
1月15號	15 januari
1月16號	16 januari
湯漢斯	Tom Hanks
1月17號	17 januari
1月18號	18 januari
1月19號	19 januari
1月20號	20 januari
工業革命	Industriella revolutionen
苯	Bensen
1月21號	21 januari
1月22號	22 januari
1月23號	23 januari
羅馬帝國	Romerska kejsardömet
1月24號	24 januari
1月25號	25 januari
明斯克	Minsk
1月26號	26 januari
微軟	Microsoft
1月27號	27 januari
1月28號	28 januari
1月29號	29 januari
1月30號	30 januari
1月31號	31 januari
質子	Proton
12月2號	2 december
12月1號	1 december
12月3號	3 december
12月7號	7 december
12月5號	5 december
12月8號	8 december
12月10號	10 december
12月6號	6 december
12月9號	9 december
12月4號	4 december
2月1號	1 februari
2月2號	2 februari
氯化鈉	Natriumklorid
2月3號	3 februari
庫魯夫市	Kurów
2月4號	4 februari
2月5號	5 februari
2月6號	6 februari
2月7號	7 februari
2月8號	8 februari
2月9號	9 februari
2月10號	10 februari
化學	Kemi
齊柏林飛船	Led Zeppelin
2月14號	14 februari
2月13號	13 februari
2月15號	15 februari
2月11號	11 februari
2月12號	12 februari
雲佩斯	Robin van Persie
2月19號	19 februari
2月17號	17 februari
2月16號	16 februari
2月18號	18 februari
2月20號	20 februari
分析化學	Analytisk kemi
中子	Neutron
2月21號	21 februari
2月22號	22 februari
2月23號	23 februari
2月24號	24 februari
2月25號	25 februari
2月26號	26 februari
27年	27
2月27號	27 februari
2月28號	28 februari
12月11號	11 december
2月29號	29 februari
12月12號	12 december
微軟Visual Basic	Visual Basic
12月13號	13 december
12月14號	14 december
12月15號	15 december
3月2號	2 mars
3月3號	3 mars
3月5號	5 mars
3月1號	1 mars
3月7號	7 mars
3月8號	8 mars
3月4號	4 mars
3月10號	10 mars
3月11號	11 mars
3月6號	6 mars
3月13號	13 mars
3月9號	9 mars
3月12號	12 mars
3月15號	15 mars
3月14號	14 mars
C++	C++
鹽酸	Saltsyra
12月16號	16 december
12月17號	17 december
3月16號	16 mars
3月17號	17 mars
3月18號	18 mars
3月19號	19 mars
1989年	1989
1988年	1988
3月20號	20 mars
1987年	1987
1986年	1986
1985年	1985
1984年	1984
3月21號	21 mars
1983年	1983
3月22號	22 mars
1982年	1982
1981年	1981
12月18號	18 december
1980年	1980
3月23號	23 mars
摩加迪沙	Mogadishu
12月19號	19 december
3月24號	24 mars
3月25號	25 mars
12月20號	20 december
3月26號	26 mars
3月27號	27 mars
3月28號	28 mars
3月29號	29 mars
3月30號	30 mars
3月31號	31 mars
薩那	Sanaa
1970年	1970
1971年	1971
1972年	1972
1973年	1973
1974年	1974
1975年	1975
1976年	1976
1977年	1977
1978年	1978
1979年	1979
1969年	1969
三十年戰爭	Trettioåriga kriget
本篤十六世	Benedictus XVI
4月15號	15 april
4月13號	13 april
4月12號	12 april
4月14號	14 april
4月11號	11 april
4月10號	10 april
4月8號	8 april
4月9號	9 april
4月7號	7 april
4月6號	6 april
4月5號	5 april
4月4號	4 april
