ఆఫ్రికా	Afrika
పోషకాహార లోపం	Näringsbrist
స్థూల కాయం	Fetma
విశ్వమారి	Pandemi
పెన్సిలిన్	Penicillin
న్యుమోనియా	Lunginflammation
పోలియో	Polio
సుఖవ్యాధులు	Sexuellt överförbar infektion
ఎయిడ్స్	Aids
త్వరిత స్పందన సంకేతం	QR-kod
క్షయ	Tuberkulos
మధుమేహం	Diabetes
మశూచి	Smittkoppor
కుర్దులు	Kurder
మూస:Location map France	Mall:Kartposition Frankrike
భవన నిర్మాణ శాస్త్రం	Arkitektur
ఆర్చి	Båge
వంతెన	Bro
కాలువ	Kanal
మూస:Location map Croatia	Mall:Kartposition Kroatien
ఆనకట్ట	Dammbyggnad
జేమ్స్ బుకానన్	James Buchanan
మూస:Location map India	Mall:Kartposition Indien
మూస:Location map Japan	Mall:Kartposition Japan
మూస:Location map Australia	Mall:Kartposition Australien
మోనాలిసా	Mona Lisa
డెట్రాయిట్	Detroit
కొలత	Mätning
మైక్రోమీటర్	Mikrometer (mätverktyg)
సాంఖ్యక శాస్త్రం	Statistik
గుమ్మటం	Kupol
బుర్జ్ ఖలీఫా	Burj Khalifa
చైనా మహా కుడ్యము	Kinesiska muren
మెట్టు	Trappa
పిరమిడ్	Pyramid
క్రూసేడులు	Korståg
వంద సంవత్సరాల యుద్ధం	Hundraårskriget
ఉస్మానియా సామ్రాజ్యం	Osmanska riket
వైకింగ్స్	Viking
స్థూల దేశీయోత్పత్తి	Bruttonationalprodukt
ఘన వాయిద్యాలు	Idiofoner
మాక్సిం గోర్కీ	Maksim Gorkij
విద్యుత్తు	Elektricitet
అణు విద్యుత్	Kärnenergi
ఆవిరి యంత్రం	Ångmaskin
ఖడ్గం	Svärd
తుపాకి	Eldvapen
అణ్వాయుధం	Kärnvapen
డక్‌డక్‌గో	DuckDuckGo
పీలే	Pelé
జార్జ్ సోరోస్	George Soros
వినోబా భావే	Vinoba Bhave
మిచెల్ ఒబామా/మిషెల్ ఒబామా	Michelle Obama
కపాలం	Kranium
వర్డ్‌ప్రెస్	Wordpress
లీచీ	Litchi
మృదుఫలం	Bär
కొబ్బరి	Kokospalm
దానిమ్మ	Granatäpple
బత్తాయి	Apelsin
మీగడ	Grädde
ఐస్ క్రీం	Glass
కుకీ	Småkakor
కేక్	Kaka
పెరుగు	Yoghurt
హార్వర్డ్ విశ్వవిద్యాలయం	Harvard University
థామస్ రాబర్ట్ మాల్థస్	Thomas Robert Malthus
ఆల్ఫ్రెడ్ మార్షల్	Alfred Marshall
ఫ్రాంకోయిస్ కేనే	François Quesnay
మూస:Location map Earth	Mall:Kartposition Världen
ఉండేలు	Slangbella
న్యూయార్క్ స్టాక్ ఎక్స్ఛేంజ్	New York Stock Exchange
చంద్రకాంత పుష్పం	Underblomma
బ్రా	Behå
ఆంజలీనా జోలీ	Angelina Jolie
అరబ్బీ భాష	Arabiska
థాంక్స్ గివింగ్	Thanksgiving
నేషనల్ బ్రాడ్కాస్టింగ్ కంపెనీ	National Broadcasting Company
తొడుగు	Kondom
పామే	Palmer
డాలర్	Dollar
బికిని	Bikini
బెంచ్ ప్రెస్	Bänkpress
మ్యాక్ ఓయస్ టెన్	OS X
ప్రాక్సిమా సెంటారీ	Proxima Centauri
జిరానియేలిస్	Näveordningen
విలియం హెర్షెల్	William Herschel
జియోవాన్ని షాపరెల్లీ	Giovanni Schiaparelli
ఈస్టర్ ఐల్యాండ్	Påskön
కాక్టేసి	Kaktusväxter
లినక్స్ కెర్నల్	Linux (kärna)
రూట్‌కిట్	Rootkit
పతాకం	Flagga
పెన్సిల్	Blyertspenna
కూర పనస	Brödfruktträd
ఇంటి పిచ్చుక	Gråsparv
మేజా	Bord
బైడు	Baidu
మకావు	Macao
సపోటా	Manilkara zapota
సంవర్ధిత ఉపగ్రహ ప్రక్షేపణ యానం	Augmented Satellite Launch Vehicle
కుర్చీ	Stol
హు జింటావ్	Hu Jintao
జిరాఫీ	Giraff
ఈరోడ్	Erode (distrikt)
పెదవి	Läpp
షెన్‌జెన్	Shenzhen
మీసం	Mustasch
సోవియట్ యూనియన్	Sovjetunionen
నీలిగిరి	The Nilgiris
ఆదిలాబాదు జిల్లా	Adilabad (distrikt)
అనంతపురం జిల్లా	Anantapur (distrikt)
లార్డ్ ఆఫ్ ది రింగ్స్	Sagan om ringen
పురపాలక సంఘము	Kommun
మంచి మరియు చెడు	Godhet
ద్రవీభవన స్థానం	Smältpunkt
మద్య వ్యసనం	Alkoholism
కెమెరా	Kamera
తూర్పు గోదావరి జిల్లా	East Godavari (distrikt)
ప్లాటిపస్	Näbbdjur
శ్రీ పొట్టి శ్రీరాములు నెల్లూరు జిల్లా	Sri Potti Sriramulu Nellore
నల్గొండ జిల్లా	Nalgonda (distrikt)
ప్రకాశం జిల్లా	Prakasam
పశ్చిమ గోదావరి జిల్లా	West Godavari
సి	C (programspråk)
పాదము	Fot
బల్లి	Ödlor
ఎమైల్ దుర్క్ హైం	Émile Durkheim
బిల్లియన్	Miljard
జత్రుక	Nyckelben
భుజము	Axel (kroppsdel)
బ్రూస్ లీ	Bruce Lee
అవటు గ్రంధి	Sköldkörtel
నోటి దుర్వాసన	Dålig andedräkt
VLAN	VLAN
వికీపీడియా:విశేష వ్యాసాలు	Wikipedia:Utmärkta artiklar
మూస:Link FA	Mall:Link FA
హైపోథైరాయిడిజం	Hypotyreos
ప్రపంచము	Världen
వికీపీడియా:రచ్చబండ	Wikipedia:Bybrunnen
తామర పువ్వు	Indisk lotus
న్యాయమూర్తి	Domare
వెర్మాంట్	Vermont
శాన్ డియాగో	San Diego
శాన్ ఓసె	San Jose, Kalifornien
డెన్వర్	Denver
హ్యూస్టన్	Houston
ఫీనిక్స్ నగరం	Phoenix
డల్లాస్	Dallas
షార్లెట్, నార్త్ కేరోలిన	Charlotte, North Carolina
ఓపెన్ స్యూజ్	OpenSUSE
లాంగ్ బీచ్	Long Beach
కాన్స్టాంటినోపుల్	Konstantinopel
వైద్యశాల	Sjukhus
చర్చి	Kyrka
గుడ్డు	Ägg
టిబెట్	Tibet
టిబెట్ స్వాధికార ప్రాంతం	Autonoma regionen Tibet
అణా	Anna (mynt)
డొనాల్డ్ నూత్	Donald Ervin Knuth
క్జేవీ	Xavi
గ్రాఫిటీ	Graffiti
చరవాణి	Mobiltelefoni
నిప్పుకోడి	Struts
స్టీఫెన్ హాకింగ్	Stephen Hawking
సిద్ధాంతము	Teori
1925	1925
1927	1927
మాంచెస్టర్	Manchester
ఆస్పిరిన్	Acetylsalicylsyra
కీటకాహార మొక్క	Köttätande växter
డార్క్ ఎనర్జీ	Mörk energi
గురుత్వస్థిరాంకము	Gravitationskonstanten
న్యూ ఇంగ్లండ్	New England
బర్ధావాన్ సట్‌నర్	Bertha von Suttner
బూడిదరంగు తోడేలు	Varg
మున్సిపల్ ఘన వ్యర్ధాలు	Hushållssopor
బంతి	Boll
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
మాంచెస్టర్ యునైటెడ్ F.C.	Manchester United FC
మల్టిపుల్ పర్సనాలిటీ డిజార్డర్	Dissociativ identitetsstörning
1935	1935
1934	1934
న్యూకాజిల్ యునైటెడ్ F.C.	Newcastle United FC
1933	1933
1932	1932
1931	1931
1930	1930
1929	1929
భౌగోళిక స్థాన వ్యవస్థ	Global Positioning System
స్పంజిక	Svampdjur
ఆస్కార్ పురస్కారం	Oscar
దేశాల జాబితా – నామినల్ జి.డి.పి. క్రమంలో	Lista över länder efter BNP
తొమ్మిది	9 (tal)
తేలు	Skorpioner
జార్జి బెర్నార్డ్ షా	George Bernard Shaw
మిడిల్‌సెక్స్	Middlesex
చెస్టర్ బెన్నింగ్టన్	Chester Bennington
1017	1017
ఫిఫా ప్రపంచ కప్	Världsmästerskapet i fotboll
వెబ్ శోధనా యంత్రం	Söktjänst
పోప్	Påve
క్షార లోహము	Alkalimetall
క్షారమృత్తిక లోహము	Alkalisk jordartsmetall
అలోహం	Icke-metall
1137	1137
ఉత్కృష్ట వాయువు	Ädelgas
రదనికలు	Hörntand
Public domain	Public domain
పోర్టోరీకో స్వతంత్ర పార్టీ	Puertoricanska självständighetspartiet
గాడిద	Åsna
1928	1928
క్రిస్టమస్	Jul
త్రిభుజం	Triangel
లీపు సంవత్సరము	Skottår
స్టీవ్ జాబ్స్	Steve Jobs
ఇండో యూరోపియను వర్గము	Indoeuropeiska språk
ఒరాకిల్ సంస్థ	Oracle
పులి	Tiger
సేమియా	Vermicelli
ఆకు కూరలు	Bladgrönsaker
నిస్సాన్	Nissan (bilmärke)
లోలకము	Pendel
శామ్‌సంగ్ గ్రూప్	Samsung
ఈస్టర్	Påsk
కంప్యూటరు శాస్త్రం	Datavetenskap
సహజ సంఖ్య	Naturliga tal
సామాజిక శాస్త్రం	Sociologi
అరుబా	Aruba
అంతర్జాతీయ ధ్వన్యాత్మక వర్ణమాల	Internationella fonetiska alfabetet
ప్రిన్స్‌టన్ విశ్వవిద్యాలయం	Princeton University
సొలనేలిస్	Potatisordningen
ఎరికేలిస్	Ljungordningen
లామియేలిస్	Plisterordningen
జెన్షియనేలిస్	Gentianaordningen
ఎఖిడ్నా	Myrpiggsvin
మిర్టేలిస్	Myrtenordningen
కుకుర్బిటేలిస్	Cucurbitales
ఫాబేలిస్	Ärtordningen
బ్రాసికేలిస్	Kålordningen
మాల్వేలిస్	Malvales
ఒడిషా	Odisha
GNU Free Documentation License	GNU Free Documentation License
పంజాబ్	Punjab (Indien)
కాంక్రీటు	Betong
భౌగోళిక నిర్దేశాంక పద్ధతి	Geografiska koordinatsystem
బహాయి విశ్వాసము	Bahá'í
బ్యాంకు	Bank
మరువము	Mejram
తల్లిపాలు	Bröstmjölk
ప్లేటో తత్త్వములు	Platons grottliknelse
జన సాంద్రత	Befolkningstäthet
వికీపీడియా:తొలగింపు కొరకు వ్యాసాలు	Wikipedia:Sidor föreslagna för radering
హేలీ తోకచుక్క	Halleys komet
అబ్‌ఖజియా	Abchazien
ఏడు	7 (tal)
ఎనిమిది	8 (tal)
వారము	Vecka
మంచు	Is
సరస్సు	Insjö
వెల్లుల్లి	Vitlök
మానవ శాస్త్రము	Antropologi
ఎర్ర సముద్రం	Röda havet
దోసకాయలు	Gurka
ఎర్నెస్ట్ హెమింగ్‌వే	Ernest Hemingway
ద్వీపం	Ö (landområde)
తెలుపు	Vit
నలుపు	Svart
మార్సే (ప్రాన్స్)	Marseille
ఉల్లిపాయ	Lök (art)
ఆరు	6 (tal)
పురావస్తు శాస్త్రం	Arkeologi
టమాటో	Tomat
89	89
భూమధ్య రేఖ	Ekvator
ప్రొటెస్టంటు	Protestantism
సెలీనా	Selena Quintanilla
నేషనల్ ఏరోనాటిక్స్ మరియు స్పేస్ అడ్మినిస్ట్రేషన్	NASA
అట్లాంటా	Atlanta
ముస్సోలినీ	Benito Mussolini
నిఘంటువు	Ordbok
బెర్ముడా	Bermuda
తల	Huvud
జాతీయ గీతం	Nationalsång
లాస్ వెగాస్	Las Vegas
పది	10 (tal)
పరమాణు సంఖ్య	Atomnummer
ఆల్‍ఫ్రెడ్ నోబెల్	Alfred Nobel
దువ్వెన	Kam
బొంగరము	Snurra
మృత సముద్రము	Döda havet
570	570
చిరుతపులి	Gepard
సాహస క్రీడ	Äventyrsspel
రుతువు	Årstid
బొగ్గు	Kol (bränsle)
లివర్‌పూల్	Liverpool
అవతార్ (2009 చిత్రం)	Avatar (film)
వైజ్ఞానిక కల్పన	Science fiction
బ్రెజిల్ (చలన చిత్రము)	Brazil (film)
సదాపాకు	Vinruta
టైటానిక్ నౌక	RMS Titanic
క్రిస్టొఫర్ నొలన్	Christopher Nolan
గుడ్లగూబ	Ugglor
బఠానీ	Ärt
ఆల్డర్ వృక్షాలు	Alsläktet
సకశేరుకాలు	Ryggradsdjur
ఫెలిడే	Kattdjur
సెల్సియస్	Grad Celsius
ఆంపియర్	Ampere
నారాయణ పక్షి	Gråhäger
బరువు	Tyngd
ఖర్జూరం	Dadelpalm
సుత్తి	Hammare (handverktyg)
మాంసాహారులు	Rovdjur
ఆర్కిడేసి	Orkidéer
బొద్దింక	Kackerlackor
ఈగ	Tvåvingar
ఆవృతబీజాలు	Gömfröväxter
మొలస్కా	Blötdjur
మార్సుపీలియా	Pungdjur
స్విస్ ఫ్రాంక్	Schweizisk franc
నాచు	Bladmossor
కొంగ	Tranor
ప్లవకాలు	Plankton
ఆల్చిప్ప	Musslor
కోబీ బ్రయన్	Kobe Bryant
నామాల కోడి	Sothöna
తెలుగు నాటకము	Teaterpjäs
నెవార్క్, న్యూజెర్సీ	Newark, New Jersey
అలుగు	Myrkottar
ఆస్టరేసి	Korgblommiga växter
తుమ్మెద	Humlor
మిణుగురు పురుగు	Lysmaskar
సముద్రపు ఆవు	Sirendjur
కుంకుమ పువ్వు	Saffran
వడ్రంగి పిట్ట	Hackspettar
నిడేరియా	Nässeldjur
అనెలిడా	Ringmaskar
ఆధార కణజాలము	Bindväv
300	300
ఫెర్రీ	Färja
విత్తనపు మొక్క	Fröväxter
జింక	Antiloper
లెపోరిడే	Harar och kaniner
కుషాణులు	Kushan
తెరచాప	Segel
విజిల్‍బ్లోయర్	Visselblåsare
నేతోస్టొమాటా	Käkförsedda ryggradsdjur
వైటేసి	Vinväxter
సపిండేలిస్	Kinesträdordningen
అంచు (జ్యామితి)	Kant (geometri)
శీర్షం (జ్యామితి)	Hörn
పిండం	Foster
లారేసి	Lagerväxter
ఉపగ్రహము	Satellit
చమరీ మృగం	Jak
రాలిడే	Rallar
మాచిపత్రి	Gråbo
శత పుష్పం	Dill
గంజాయి మొక్క	Hampa
లవంగము	Kryddnejlika
తమిళ అక్షరమాల	Tamilska alfabetet
ఓర్కా	Späckhuggare
టేలర్ స్విఫ్ట్	Taylor Swift
లాభం	Vinst
లక్షద్వీపములు	Lakshadweep
ఎపిజెనెటిక్స్	Epigenetik
ఇన్ఫోసిస్	Infosys
ఆస్టన్ మార్టిన్	Aston Martin
సపిండేసి	Kinesträdsväxter
మధ్య ఆసియా	Centralasien
అడవిలవంగపట్ట	Kanelsläktet
పైపరేలిస్	Pepparordningen
డైమ్లెర్‌	Daimler AG
ఎ.వో.ఎల్.	AOL
ఫెరారీ	Ferrari
ఫీనిక్స్ (ప్రజాతి)	Phoenix (växter)
క్రిస్తాదేల్ఫియన్లు	Kristadelfianer
డాకస్	Morotssläktet
తొక్కుడుబిళ్ళ	Hoppa hage
దాల్చిన చెక్క	Kanel
అయస్కాంత పర్మియబిలిటీ	Permeabilitet
గబ్బిలం	Fladdermöss
వెంట్రుక	Hår
చుట్టుకొలత	Omkrets
మయ నాగరికత	Mayakulturen
ఇంకా సామ్రాజ్యం	Inkariket
మిస్‍క్యారేజ్	Missfall
కోళికోడ్	Kozhikode
పేరడైజ్ లాస్ట్	Det förlorade paradiset
కణాధార ధర్మాలు	Kolligativa egenskaper
శాండ్‌విచ్	Sandwich
వస్త్రం	Textil
ఫీల్డ్స్ పతకం	Fieldsmedaljen
పైథాన్ (కంప్యూటర్ భాష)	Python (programspråk)
ఇస్లామీయ కేలండర్	Muslimska kalendern
పిచ్చుక	Sparvfinkar
విల్లిస్ టవర్	Willis Tower
అస్సామీ భాష	Assamesiska
కాబా	Kaba
నీరువావిలి	Vitex trifolia
పాగనిజం	Hedendom
సాంద్రత	Densitet
చేవ్రొలెట్	Chevrolet
వెబ్‌క్యామ్‌	Webbkamera
వై-ఫై	Wi-Fi
సమితి నిబంధనలు (చట్టం)	Rättstrygghet
పే పర్ క్లిక్	Pay per click
గరాటు	Tratt
నీటి కుక్క	Utter
కాఫీ దుకాణం	Kafé
జీప్	Jeep
మంచు చిరుత	Snöleopard
ఆస్పెక్ట్ ఓరియెంటెడ్ ప్రోగ్రామింగ్	Aspektorienterad programmering
ఏచర్	Ecser
762	762
అధ్యక్షుడు	President
మదర్ థెరీసా	Moder Teresa
కడప	Kadapa
బ్లాగు	Blogg
ఆస్కార్ వైల్డ్	Oscar Wilde
డెంగీ	Denguefeber
తాడు	Tågvirke
గణన యంత్రం	Miniräknare
బూతు	Obscenitet
జనాభా జన్యుశాస్త్రం	Populationsgenetik
అక్క	Syskon
చిలుక	Papegojfåglar
మైక్రొగ్లొస్సైన్	Palmkakadua
అదితి	Aditi
రోజ్ యాపిల్	Rosenäpple
అరేబియా ద్వీపకల్పం	Arabiska halvön
కూడిక	Addition
ముష్టి యుద్ధం	Boxning
అమెరికన్ ఎయిర్‌లైన్స్	American Airlines
చిరిమాను	Terminalia paniculata
కత్తి	Kniv
జెన్నిఫర్ అనిస్టన్	Jennifer Aniston
డొమైన్ పేరు	Domännamn
మలాలా యూసఫ్‌జాయ్	Malala Yousafzai
జీబ్రా	Zebror
మస్జిద్	Moské
ఎకాన్	Akon
కల్వకుంట్ల చంద్రశేఖరరావు	K. Chandra Shekhar Rao
బ్రహుయి	Brahui
ఛాయా గ్రాహకుడు	Fotograf
మొఘల్ సామ్రాజ్యం	Mogulriket
ద్రావిడ భాషలు	Dravidiska språk
హుబ్బళ్లి	Hubballi-Dharwad
ఏలకులు	Kardemumma
సంగ్రహాలయం	Museum
హరిద్ర	Gurkmejasläktet
కాశ్మీరీ భాష	Kashmiri
ధృవపు ఎలుగుబంటి	Isbjörn
కన్నడ భాష	Kannada
బెర్ట్రాండ్ రస్సెల్	Bertrand Russell
చేయి	Hand
ఒడియా భాష	Oriya
ఎడ్మండ్ హిల్లరీ	Edmund Hillary
నేపాలీ భాష	Nepali
జనాభా	Befolkning
థియోడర్ రూజ్‌వెల్ట్	Theodore Roosevelt
టూర్ డి ఫ్రాన్స్	Tour de France
సెయింట్‌ పీటర్	Petrus
నీస్	Nice
పత్రము	Blad
వల్పరైజో	Valparaíso
నటులు	Skådespelare
హాలీవుడ్	Hollywood
జీడి	Cashew
అక్షాంశం	Latitud
జలపాతము	Vattenfall
కంచు	Brons
వెన్న	Smör
వేదాంతశాస్త్రం	Teologi
పాబ్లో నెరుడా	Pablo Neruda
ఆక్స్‌ఫర్డ్	Oxford
నయాగరా జలపాతం	Niagarafallen
సంకేత భాష	Teckenspråk
కొంకణి భాష	Konkani
తుళు	Tulu
లినస్ టోర్వాల్డ్స్	Linus Torvalds
విసుగుదల	Tristess
సువార్త	Evangelium (bok)
అలెగ్జాండర్ గ్రాహంబెల్	Alexander Graham Bell
జ్యోతిషశాస్త్రం	Astrologi
సంగీత వాయిద్యం	Musikinstrument
హంస	Svanar
సబ్బు	Tvål
బెనజీర్ భుట్టో	Benazir Bhutto
షకీరా	Shakira
ఆక్స్‌ఫర్డ్ విశ్వవిద్యాలయం	Oxfords universitet
రహదారి	Väg
కంపాక్ట్ డిస్క్	CD
హెలికాప్టరు	Helikopter
అల్ ఖైదా	Al-Qaida
మోటార్ సైకిల్	Motorcykel
నీటి ఏనుగు	Flodhäst
కానుపు	Förlossning
పది ఆజ్ఞలు	De tio budorden
ఆల్బర్ట్ కామూ	Albert Camus
ఇసుక	Sand
గులాబి	Rossläktet
విశేషణము	Adjektiv
గ్రీక్ పురాణశాస్త్రం	Grekisk mytologi
దిక్సూచి	Kompass
ప్రజాతి	Släkte
రుడ్యార్డ్ కిప్లింగ్	Rudyard Kipling
సాంఘిక శాస్త్రం	Samhällsvetenskap
ద్వీపకల్పము	Halvö
ఎక్స్-రే	Röntgenstrålning
ఫ్రెడరిక్ ఎంగెల్స్	Friedrich Engels
కొత్త సంవత్సరం	Nyår
ఎలిజబెత్ టేలర్	Elizabeth Taylor
ప్రోవిన్స్	Provins
బొప్పాయి	Papaya
బ్రిస్బేన్	Brisbane
విటమిన్	Vitamin
బెంజమిన్ ఫ్రాంక్లిన్	Benjamin Franklin
ఐజాక్ అసిమోవ్	Isaac Asimov
తోరాహ్	Torah
అమెరికా సంయుక్త రాష్ట్రాల అధ్యక్షులు	Lista över USA:s presidenter
సామెతలు	Ordspråk
వెబ్‌సైటు	Webbplats
విల్హేల్మ్ కన్రాడ్ రాంట్జెన్	Wilhelm Röntgen
దర్పణం	Spegel
షైతాన్	Satan
పద ఉత్పత్తి శాస్త్రం	Etymologi
బ్రాడ్ పిట్	Brad Pitt
కొలంబో	Colombo
ధ్వనిశాస్త్రం	Fonetik
కుటుంబము (జీవశాస్త్రం)	Familj (biologi)
కిటికీ	Fönster
మదీనా	Medina
గుహ	Grotta
రెసిల్ మేనియా	Wrestlemania
శ్వేత సౌధం	Vita huset
రక్షకభటుడు	Polis
తెల్ల ఆరెచెట్టు	Bauhinia racemosa
సర్ ఆర్థర్ కోనన్ డోయల్	Arthur Conan Doyle
అల్లం	Ingefära
నోబెల్‌ శాంతి బహుమతి	Nobels fredspris
హిమానీనదం	Glaciär
పిట్‌కెయిర్న్ దీవులు	Pitcairnöarna
జాగ్వర్	Jaguar
జర్‌ట్రూడ్ బేలే ఎలియన్	Gertrude B. Elion
పార్లమెంట్లు	Parlament
పదార్ధము	Materia
వ్యాసం	Essä
సఫారి (వెబ్ బ్రౌజర్)	Safari (webbläsare)
కేంబ్రిడ్జ్ విశ్వవిద్యాలయం	Universitetet i Cambridge
దగ్గు	Hosta
వంటచెరకు	Vedeldning
రైట్ సోదరులు	Bröderna Wright
తుమ్ము	Nysning
నిద్ర	Sömn
హెక్టారు	Hektar
బాప్టిజం	Dop
ద్రవ్యోల్బణం	Inflation
ఉబ్బసము	Astma
పడవ	Båt
హాస్యము	Humor
లంబోర్ఘిని	Lamborghini
ఒమర్ ఖయ్యాం	Omar Khayyam
సుబాబుల్	Leucaena leucocephala
ల్యాండ్ రోవర్	Land Rover
వెదురు	Bambu
కాంగో	Kongo
మెర్సిడెస్-బెంజ్	Mercedes-Benz
హొ చి మిన్	Ho Chi Minh
మిన్నియాపోలిస్	Minneapolis
కోలా	Koala
ముహమ్మద్ ఆలీ	Muhammad Ali
రాత్రి రాణి	Vit nattjasmin
నేల	Jord
అంజూరం	Fikon
లెబ్రాన్ జేమ్స్	LeBron James
సమితులు	Mängd
రెడ్డివారి నానబాలు	Euphorbia hirta
రచయిత	Skribent
మార్క్ జూకర్‌బర్గ్	Mark Zuckerberg
సర్వనామము	Pronomen
మలయాళ భాష	Malayalam
పొడవు	Längd
జీవిత చరిత్ర	Biografi
పట్టు దారి	Sidenvägen
కాల్గరీ	Calgary
జోర్డానో బ్రూనో	Giordano Bruno
స్వప్నం	Dröm
టైక్వాండో	Taekwondo
ఎలుక	Råttor
అబెర్డీన్	Aberdeen
రాజనీతి శాస్త్రము	Statsvetenskap
పిండి	Mjöl
రేఖాంశం	Longitud
ది లయన్ కింగ్	Lejonkungen
పొయ్యి	Ugn
వ్లదీమర్ నబొకొవ్	Vladimir Nabokov
క్రమము	Ordning (biologi)
గొరిల్లా	Gorillor
వ్యభిచారం	Prostitution
ద్వినామ నామకరణ	Binomial nomenklatur
యుగోస్లేవియా	Jugoslavien
మామత్	Mammutar
పాళీ భాష	Pali
అంగ్ సాన్ సూకీ	Aung San Suu Kyi
అమెరికా ఆదిమ వాసులు	Indianer
రాబర్ట్ ప్యాటిన్సన్	Robert Pattinson
తలుపు	Dörr
చతుర్భుజి	Fyrhörning
గోరు	Nagel
మాతృభాష	Modersmål
రాబర్ట్ డి నీరో	Robert De Niro
కుష్టు వ్యాధి	Lepra
వేట	Jakt
జాకీ చాన్	Jackie Chan
ముఖం	Ansikte
జింజిబరేసి	Ingefärsväxter
ప్రకటన	Reklam
స్వతంత్రం	Självständighet
మేకు	Spik
టామ్ క్రూజ్	Tom Cruise
బాలల దినోత్సవం	Internationella barndagen
త్రిత్వము	Treenighetsläran
యాహూ!	Yahoo!
ఆక్లాండ్	Auckland
ఫ్లోరెన్స్ నైటింగేల్	Florence Nightingale
ఫరో	Farao
గుల్బర్గా	Kalaburgi
ఏకే-47	AK-47
ఎథీనా	Athena
మీథేన్	Metan
మరిఉపొల్	Mariupol
అవకాడో	Avokado
ఇంటర్నేషనల్ బిజినెస్ మెషీన్స్	IBM
స్టార్‌బక్స్	Starbucks
తరంగము	Vågrörelse
జానీ డెప్	Johnny Depp
ఎర్ర రక్త కణం	Röd blodkropp
రాబర్ట్ కోచ్	Robert Koch
వ్యాసం (గణిత శాస్త్రము)	Diameter
ఉపాధ్యాయుడు	Lärare
కేంద్ర నిఘా సంస్థ	Central Intelligence Agency
రామాయణము	Ramayana
పవిత్ర ఆత్మ	Den Helige Ande
ఇంటర్నెట్ మూవీ డేటాబేస్	Internet Movie Database
దలైలామా	Dalai lama
ఆక్రొతిరి మరియు ఢెకెలియా	Akrotiri och Dhekelia
క్లాస్ ఎబనర్	Klaus Ebner
వేరుశనగ	Jordnöt
మోకాలు	Knä
ఆప్రికాట్	Aprikos
పియరీ క్యూరీ	Pierre Curie
కళ్ళద్దాలు	Glasögon
అగ్గిపుల్ల	Tändsticka
తరగతి (జీవశాస్త్రం)	Klass (biologi)
గ్లూకోస్	Glukos
ఖగోళ భౌతిక శాస్త్రం	Astrofysik
ప్రేమికుల రోజు	Alla hjärtans dag
వడగళ్ళు	Hagel
ఊసరవెల్లి	Kameleonter
ఉస్మాన్ ఇబ్న్ అఫ్ఫాన్	Usman ibn Affan
భూస్వామ్య విధానం	Feodalism
వారసవాహిక	Kromosom
షార్లోట్టేస్ వెబ్ (1973 సినిమా)	Fantastiska Wilbur (film)
పర్యావరణ వ్యవస్థ	Ekosystem
ఆక్లాండ్ గ్రామర్ స్కూలు	Auckland Grammar School
రిఫ్రిజిరేటర్	Kylskåp
మిల్వాకీ, విస్కాన్సిన్	Milwaukee
శైవలాలు	Alger
నటాలీ పోర్ట్‌మన్	Natalie Portman
జలసంధి	Sund
తపాలా బిళ్ళ	Frimärke
చిలగడదుంప	Sötpotatis
గ్రెగర్ జోహన్ మెండల్	Gregor Mendel
కెంర్టెన్	Kärnten
యాంగోన్	Rangoon
సెయింట్ లూయిస్	Saint Louis
ఎగ్జిస్టెన్షియలిజం	Existentialism
వన్య శాస్త్రము	Skogsbruk
నానాజాతి సమితి	Nationernas förbund
సమురాయ్	Samuraj
నాసికాస్థులు	Näsben
హెలెన్ కెల్లర్	Helen Keller
ఎన్య	Enya
ప్రాథమిక విభజన	Fylum
ఇంగ్లాండ్ రాజు హెన్రీ VIII	Henrik VIII av England
ఆశా భోస్లే	Asha Bhosle
న్యూటన్ సూత్రాలు	Newtons rörelselagar
కొలంబియా, దక్షిణ కెరొలిన	Columbia, South Carolina
కుక్కల శిక్షణ	Hundträning
బాక్సర్ (కుక్క)	Boxer
మిలియను	Miljon
దేవనాగరి	Devanāgarī
పుచ్చ	Vattenmelon
బంగాళాఖాతము	Bengaliska viken
వంట	Matlagning
గాలి మర	Väderkvarn
ఆయతొల్లాహ్ ఖొమైనీ	Ruhollah Khomeini
విభూది తులసి	Basilika (krydda)
లేజర్	Laser
వార్త (న్యూస్)	Nyhet
జ్వరం	Feber
అంతర్జాతీయ మహిళా దినోత్సవం	Internationella kvinnodagen
వోరార్ల్‌బెర్గ్	Vorarlberg
పీసా టవర్	Lutande tornet i Pisa
సూక్ష్మ అర్థ శాస్త్రము	Mikroekonomi
లీడ్స్	Leeds
చిట్టెలుక	Möss
ఘనపరిమాణము	Volym
గొడ్డలి	Yxa
సర్రియలిజం	Surrealism
పాల్ పాట్	Pol Pot
ఎమ్మా వాట్సన్	Emma Watson
ట్రాక్టర్	Traktor
బ్లూటూత్	Bluetooth
సాధనసంపత్తి	Verktyg
పీడనం	Tryck
పెట్రోల్	Bensin
మైటోకాండ్రియా	Mitokondrie
క్రిస్టియాన్ హైగెన్స్	Christiaan Huygens
అలీ ఇబ్న్ అబీ తాలిబ్	Ali ibn Abi Talib
పలవల దుప్పి	Ren
