Afraga	Afrika
Edward Doisy	Edward A. Doisy
Irwin Rose	Irwin Rose
Atlántico (Roinn)	Atlántico
Ball-lìn	Netball
Jacques Monod	Jacques Monod (biolog)
400an	400-talet (decennium)
Acton	Acton
Michael Smith	Michael Smith
John Cowdery Kendrew	John Kendrew
Avram Hershko	Avram Hershko
40an RC	40-talet f.Kr.
Robert Burns Woodward	Robert Woodward
Rem Koolhaas	Rem Koolhaas
Carice van Houten	Carice van Houten
410an	410-talet
Cundinamarca (Roinn)	Cundinamarca
Burton	Burton
Roger Myerson	Roger Myerson
Putumayo (Roinn)	Putumayo (departement)
Arne Wilhelm Kaurin Tiselius	Arne Tiselius
Eric Maskin	Eric Maskin
Norte de Santander (Roinn)	Norte de Santander
Peoria, Illinois	Peoria, Illinois
420an	420-talet
Aaron Ciechanover	Aaron Ciechanover
Robert Sanderson Mulliken	Robert Mulliken
Laoidh Nàiseanta Choloimbia	Colombias nationalsång
Offa	Offa
Ferney-Voltaire	Ferney-Voltaire
430an	430-talet
Rockford, Illinois	Rockford, Illinois
Theodore W. Schultz	Theodore Schultz
Daniel Kahneman	Daniel Kahneman
John A. Pople	John Pople
Luis F. Leloir	Luis Federico Leloir
Spencer Perceval	Spencer Perceval
Erie, Pennsylvania	Erie
Biadh Seapanach	Japanska köket
Giulio Natta	Giulio Natta
Adhaltranas	Hor
440an	440-talet
Tolima (Roinn)	Tolima
Vaupés (Roinn)	Vaupés
Cecilia Payne-Gaposchkin	Cecilia Payne-Gaposchkin
Córdoba (Roinn)	Córdoba (departement)
Cesar (Roinn)	Cesar
Huila (Roinn)	Huila
450an	450-talet
Aingeal	Ängel
Santander (Roinn)	Santander, Colombia
Miso	Miso
John E. Walker	John E. Walker
Sucre (Roinn)	Sucre (departement)
Manizales (baile)	Manizales
Seumas I, Rìgh Alba	Jakob I av Skottland
460an	460-talet
Bòrd-dubh	Svarta tavlan
Fisting	Fisting
Ronald George Wreyford Norrish	Ronald Norrish
James Meade	James Meade
Henry Taube	Henry Taube
470an	470-talet
Calum Cille	Columba (missionär)
Ubhal-ghort	Fruktodling
Dùthchannan Ceilteach	De keltiska nationerna
Tunja	Tunja
480an	480-talet
Lucía Etxebarría	Lucía Extebarria
Feamainn	Tång (biologi)
Dubravka Ugrešić	Dubravka Ugrešić
490an	490-talet
Robert Fogel	Robert Fogel
John C. Polanyi	John C. Polanyi
Edward Smith-Stanley, 14th Earl of Derby	Edward Smith-Stanley, 14:e earl av Derby
Seòras Santayana	George Santayana
Alasdair II na h-Alba	Alexander II av Skottland
Meta (Roinn)	Meta (departement)
William Cavendish, 4th Duke of Devonshire	William Cavendish, 4:e hertig av Devonshire
Guainía (Roinn)	Guainía
Moya Brennan	Moya Brennan
Mary Mallon	Mary Mallon
Dolores Ibárruri	Dolores Ibárruri
Sacagawea	Sacajawea
Rudolph A. Marcus	Rudolph A. Marcus
Daibhidh II, Rìgh Alba	David II av Skottland
Nólsoy	Nólsoy
Page County, Iowa	Page County, Iowa
500an	500-talet (decennium)
Dessau-Roßlau	Natalie Dessay
Provençal	Provensalska
Orhan Pamuk	Orhan Pamuk
50an RC	50-talet f.Kr.
510an	510-talet
Cinn Tìre	Kintyre
Castel Gandolfo	Castel Gandolfo
520an	520-talet
530an	530-talet
Naperville, Illinois	Naperville
Yuan T. Lee	Yuan T. Lee
Douglass North	Douglass North
Dudley R. Herschbach	Dudley R. Herschbach
540an	540-talet
George J. Stigler	George Stigler
Robert Gascoyne-Cecil, 3rd Marquess of Salisbury	Robert Gascoyne-Cecil, 3:e markis av Salisbury
550an	550-talet
Bucaramanga	Bucaramanga
Bàrd Spàinnteach Antonio Machado	Antonio Machado
560an	560-talet
Banntach	Gångjärn
Ken Kesey	Ken Kesey
MacBheatha na h-Alba	Macbeth av Skottland
570an	570-talet
George Grenville	George Grenville
Archibald Primrose, 5th Earl of Rosebery	Archibald Primrose, 5:e earl av Rosebery
580an	580-talet
Henry Pelham	Henry Pelham
Bòdhran	Bodhrán
Charles J. Pedersen	Charles J. Pedersen
590an	590-talet
William Styron	William Styron
Teth	Tet (olika betydelser)
600an	600-talet (decennium)
Fine Gael	Fine Gael
Meade County, Kansas	Meade County, Kansas
60an RC	60-talet f.Kr.
610an	610-talet
Sherman County, Kansas	Sherman County, Kansas
Ball-coise Canaidianach	Kanadensisk fotboll
620an	620-talet
Companaidh Obrachaidh Trèanaichean	Tågoperatör
Winnebago County, Iowa	Winnebago County, Iowa
800an	800-talet (decennium)
Stafa	Staffa
Aol	Kalk
Sgioba nàiseanta rugbaidh na Portagail	Portugals herrlandslag i rugby union
Sgioba nàiseanta rugbaidh na Spàinne	Spaniens herrlandslag i rugby union
630an	630-talet
Hawke's Bay Region	Hawke's Bay
Baile Shéamais Dhuibh	Ballyjamesduff
Ármhach	Arvagh
Béal Átha na nEach	Ballinagh
640an	640-talet
Jefferson County, Oregon	Jefferson County, Oregon
650an	650-talet
Perry County, Alabama	Perry County, Alabama
660an	660-talet
Achadh an Iúir	Virginia, Cavan
670an	670-talet
Liberty County, Florida	Liberty County, Florida
Hamilton County, Florida	Hamilton County, Florida
Jefferson County, Kansas	Jefferson County, Kansas
Caergybi	Holyhead
690an	690-talet
Bainsiò	Banjo
Ralls County, Missouri	Ralls County
Buidseachd	Churel
Grundy County, Illinois	Grundy County, Illinois
700an	700-talet (decennium)
Lauderdale County, Alabama	Lauderdale County, Alabama
70an	70-talet
An Tìr Glan	Det rena landet
70an RC	70-talet f.Kr.
710an	710-talet
Manatee County, Florida	Manatee County
720an	720-talet
Washington County, Florida	Washington County, Florida
Monroe County, Florida	Monroe County, Florida
730an	730-talet
Diùcachd Anhalt-Köthen	Anhalt-Köthen
Hancock County, Illinois	Hancock County, Illinois
740an	740-talet
Cnàmh	Ben (skelett)
750an	750-talet
Skattungbyn	Skattungbyn
760an	760-talet
Kingfisher County, Oklahoma	Kingfisher County
Bataraidh	Batteri
770an	770-talet
Vichada (Roinn)	Vichada
780an	780-talet
Alastair MacIlleMhìcheil	Alistair Carmichael
Montgomery County, Kentucky	Montgomery County, Kentucky
Seòras V	Georg V av Storbritannien
790an	790-talet
Iúr Cinn Trá	Newry
Spencer Compton, 1st Earl of Wilmington	Spencer Compton, 1:e earl av Wilmington
80an	80-talet
80an RC	80-talet f.Kr.
810an	810-talet
Glenn County, Calafòrnia	Glenn County
Colusa County, Calafòrnia	Colusa County
Calaveras County, Calafòrnia	Calaveras County
820an	820-talet
Fresno County, Calafòrnia	Fresno County
Eddie van Halen	Eddie Van Halen
830an	830-talet
Craobhlann	Arboretum
840an	840-talet
Marcus Garvey	Marcus Garvey
Taibhse an Opra	Fantomen på Operan
Harry Markowitz	Harry Markowitz
John Harsanyi	John Harsanyi
Joseph Black	Joseph Black
Dasht-e Kavir	Dasht-e Kavir
Kasabian	Kasabian
Sir Arthur Lewis	William Arthur Lewis
Mu (tìr)	Mu (kontinent)
Fàsach Ghibson	Gibsonöknen
850an	850-talet
La Guajira (Roinn)	La Guajira
Seumas II Alba	Jakob II av Skottland
Guaviare (Roinn)	Guaviare
Ceàrn dearg	Red-light district
Ionmhas	Skatt (föremål)
Cuiteag	Vitling
Bean-shìdh	Banshee (mytologisk varelse)
Leopoldo Calvo-Sotelo y Bustelo	Leopoldo Calvo-Sotelo Bustelo
Roald Hoffmann	Roald Hoffmann
Partan tuathal	Paguroidea
Rapunsail	Rapunzel
Urk	Urk
Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne	Thomas Pelham-Holles, 1:e hertig av Newcastle
Aparan	Förkläde
William Sharpe	William Forsyth Sharpe
Geoffrey Wilkinson	Geoffrey Wilkinson
Loreena McKennitt	Loreena McKennitt
900an	900-talet (decennium)
90an	90-talet
910an	910-talet
Uilebheist	Monster
Sgioba nàiseanta rugbaidh na h-Uruguaidh	Uruguays herrlandslag i rugby union
Seumas Mac an Deòir	James Dewar
Loona	Loona
Diùcachd Anhalt-Dessau	Anhalt-Dessau
Jim Hogg County, Texas	Jim Hogg County
Seminole County, Florida	Seminole County, Florida
Seòras VI	Georg VI av Storbritannien
Òrgan	Orgel
Grant County, Washington	Grant County, Washington
IJmuiden	Ĳmuiden
Truro, Alba Nuadh	Truro, Nova Scotia
Cosgais cuairt-bheatha	Livscykelkostnadsanalys
Nicholas County, Virginia an Iar	Nicholas County, West Virginia
Lafayette, Calafòrnia	Lafayette, Kalifornien
Wright County, Missouri	Wright County, Missouri
Latah County, Idaho	Latah County
Augusta County, Virginia	Augusta County
Glaschu Ùr	New Glasgow
Robert Merton	Robert C. Merton
Adhbharachas	Agnosticism
Marjorie Estiano	Marjorie Estiano
Béatrice Martin	Béatrice Martin
Maries County, Missouri	Maries County
Étretat	Étretat
Aonghas I	Óengus I
Martin Landau	Martin Landau
Iain Stiubhart, 3mh Iarla Bhoid	John Stuart, 3:e earl av Bute
Charles Grey, 2nd Earl Grey	Charles Grey, 2:e earl Grey
Raibeart III, Rìgh Alba	Robert III av Skottland
Linn	Linn
Myron Scholes	Myron Scholes
Robert F. Engle	Robert F. Engle
William Vickrey	William Vickrey
Vernon Smith	Vernon L. Smith
Lawrence Klein	Lawrence Klein
Dare County, Carolina a Tuath	Dare County
Sgiath	Wing (auktor)
Alistair Darling	Alistair Darling
Hendrik Verwoerd	Hendrik Verwoerd
Coinneach I na h-Alba	Kenneth I av Skottland
Lincoln County, Oregon	Lincoln County, Oregon
Talladega County, Alabama	Talladega County
Sherman County, Oregon	Sherman County, Oregon
Lee County, Carolina a Deas	Lee County, South Carolina
Miami County, Indiana	Miami County, Indiana
Skamania County, Washington	Skamania County, Washington
Aedh na h-Alba	Aed av Skottland
Quidditch	Quidditch
James Gandolfini	James Gandolfini
Cupa na h-Alba (Ball-coise)	Scottish Cup
Jean-Claude Van Damme	Jean-Claude Van Damme
Oilthigh Shalamanca	Universitetet i Salamanca
C.B. Cluaran Cailleannach Inbhir Nis	Inverness Caledonian Thistle FC
Crogall	Crocodylus
Prionnsalachd Schaumburg-Lippe	Schaumburg-Lippe
Henri Victor Regnault	Henri Victor Regnault
Lüneburger Heide	Lüneburgheden
Mariana na h-Ostaire	Maria Anna av Österrike (1634–1696)
An Bádhún Buí	Bawnboy
Murag	Murex
Cill an Seanrátha	Killeshandra
Fachach	Lunnesläktet
Costilla County, Colorado	Costilla County
Cheyenne County, Colorado	Cheyenne County, Colorado
Sedgwick County, Colorado	Sedgwick County, Colorado
Faoiteag	Cypraea
Delta County, Colorado	Delta County, Colorado
Custer County, Colorado	Custer County, Colorado
Andy Griffith	Andy Griffith
Crowley County, Colorado	Crowley County
Dolores County, Colorado	Dolores County
Phillips County, Colorado	Phillips County, Colorado
Summit County, Colorado	Summit County, Colorado
Conejos County, Colorado	Conejos County
Logan County, Colorado	Logan County, Colorado
Mineral County, Colorado	Mineral County, Colorado
Pitkin County, Colorado	Pitkin County
Washington County, Colorado	Washington County, Colorado
Montezuma County, Colorado	Montezuma County
Otero County, Colorado	Otero County, Colorado
Bill Wyman	Bill Wyman
Daniel McFadden	Daniel McFadden
James Heckman	James Heckman
Seumas Mac a' Phearsain	James Macpherson
Saguache County, Colorado	Saguache County
Douglas Haig	Douglas Haig, 1:e earl Haig
William Lamb, 2na Biocas Melbourne	William Lamb, 2:e viscount Melbourne
Robert Jenkinson, 2na Iarla de Pholl a' Ghrùthain	Robert Jenkinson, 2:e earl av Liverpool
Johan Gadolin	Johan Gadolin
William Petty, 2nd Earl of Shelburne	William Petty, 1:e markis av Lansdowne
Clive W. J. Granger	Clive Granger
Henry Addington, 1d Biocas Sidmouth	Henry Addington, 1:e viscount Sidmouth
Iain Banks	Iain Banks
Prionnsa Teàrlach Stiùbhart	Karl Edvard Stuart
Augustus FitzRoy, 3rd Duke of Grafton	Augustus FitzRoy, 3:e hertig av Grafton
Edward C. Prescott	Edward C. Prescott
Lincoln County, Colorado	Lincoln County, Colorado
Claude Louis Berthollet	Claude Louis Berthollet
Dòmhnall I na h-Alba	Donald I av Skottland
Frederick John Robinson, 1d Biocas Goderich	Frederick John Robinson, 1:e viscount Goderich
Raibeart II, Rìgh na h-Alba	Robert II av Skottland
Frederick North, Lord North	Frederick North, 2:e earl av Guilford
Uilleam I na h-Alba	Vilhelm I av Skottland
Ian Wright	Ian Wright
William Grenville, 1d Baran Grenville	William Wyndham Grenville, 1:e baron Grenville
Pueblo County, Colorado	Pueblo County
Routt County, Colorado	Routt County
Rio Grande County, Colorado	Rio Grande County
Montrose County, Colorado	Montrose County
Park County, Colorado	Park County, Colorado
Teller County, Colorado	Teller County
Morgan County, Colorado	Morgan County, Colorado
San Miguel County, Colorado	San Miguel County, Colorado
Diùcachd Shagsainn-Lauenburg	Sachsen-Lauenburg
Bean (labhair ri)	Fru
Johan August Arfwedson	Johan August Arfwedson
Quintus Caecilius Metellus Pius	Quintus Caecilius Metellus Pius
Paul Tergat	Paul Tergat
Balthazar Johannes Vorster	Balthazar Johannes Vorster
Hal Holbrook	Hal Holbrook
Richard Griffiths	Richard Griffiths
Donald Pleasence	Donald Pleasence
Bodach na Nollaige	Jultomten
Michiel de Ruyter	Michiel de Ruyter
Owain Glyndŵr	Owain Glyndŵr
Ally McCoist	Ally McCoist
Donovan	Donovan
Còiseam I na h-Alba	Konstantin I av Skottland
Toirt am bruid	Kidnappning
Johan de Witt	Johan de Witt
C.B. Naomh Mearain	St. Mirren FC
Baralachas	Förmodan
Prìomh Mhinistear Astràilianach	Australiens premiärminister
Aberdâr	Aberdare
Alasdair MacCoinnich	Alexander Mackenzie (upptäcktsresande)
Kawagoe	Kawagoe
Pasto	Pasto
Colombey-les-Deux-Églises	Colombey-les-Deux-Églises
Tulach Mhór	Tullamore
Gòbhlan-monaidh	Alpseglare
Blianadh	Solbad
Fo-sgrìobhadh	Abonnemang
Fairfield, Calafòrnia	Fairfield, Kalifornien
Bàta-iasgaich	Trålare
Naoimh	Lista över helgon
Fàsach Mhòr na Gainmhich	Stora Sandöknen
Binid	Löpe
Cruinneadaireachd	Sfärisk geometri
Bangor, Maine	Bangor, Maine
Cleburne County, Alabama	Cleburne County, Alabama
Laramie, Wyoming	Laramie
Damanhùr	Damanhur (Egypten)
Armenia (baile)	Armenia
Connochaetes taurinus	Strimmig gnu
Clarksville, Tennessee	Clarksville, Tennessee
Raidió Teilifís Éireann	Raidió Teilifís Éireann
Adhlaic	Begravning
Oak Park, Illinois	Oak Park
Naomh Daibhidh	David av Menevia
Maol Chaluim II na h-Alba	Malkolm II av Skottland
Tighearna	Lord
Atlético Nacional	Corporación Deportiva Club Atlético Nacional
Envigado F.C.	Envigado Fútbol Club
John Bruton	John Bruton
Alistair MacLean	Alistair MacLean
Lee Child	Lee Child
Wallace Carothers	Wallace Carothers
Maol Chaluim I na h-Alba	Malkolm I av Skottland
Charles Haughey	Charles Haughey
Josef Škvorecký	Josef Škvorecký
Còiseam II na h-Alba	Konstantin II av Skottland
Tom Bosley	Tom Bosley
Thomas Graham	Thomas Graham
Seumas Uallas	Jim Wallace
Newport News, Virginia	Newport News
Gloucester County, Virginia	Gloucester County, Virginia
Aspergillus	Aspergillus
Popayán	Popayán
Kappa (Creutair Miotas-eolasach)	Kappa (mytologisk gestalt)
Wizz Air	Wizz Air
Pointe-à-Pitre	Pointe-à-Pitre
C.B. Dhùn Dèagh	Dundee FC
An Observer	The Observer
Raymond Burr	Raymond Burr
Mathews County, Virginia	Mathews County
New Kent County, Virginia	New Kent County
Charles City County, Virginia	Charles City County
Prince George County, Virginia	Prince George County
Southampton County, Virginia	Southampton County
Isle of Wight County, Virginia	Isle of Wight County
Brian MacUilleim	Brian Wilson (England)
Goshen County, Wyoming	Goshen County
Miner County, Dakota a Deas	Miner County
Fàsach Shirianach	Syriska öknen
Grant County, Nebraska	Grant County, Nebraska
Sussex County, Virginia	Sussex County, Virginia
Dinwiddie County, Virginia	Dinwiddie County
Chesterfield County, Virginia	Chesterfield County, Virginia
Henrico County, Virginia	Henrico County
Hanover County, Virginia	Hanover County
Caroline County, Virginia	Caroline County, Virginia
Stafford County, Virginia	Stafford County, Virginia
Middlesex County, Virginia	Middlesex County, Virginia
Fairfax County, Virginia	Fairfax County
Hampton, Virginia	Hampton, Virginia
Burgess Meredith	Burgess Meredith
İstiklâl Marşı	İstiklâl Marşı
Gerard ter Borch	Gerhard Terborch
Adair County, Oklahoma	Adair County, Oklahoma
Adhamh	Adam
Am Morair Seòras Moireach	George Murray (jakobit)
Nils Holmer	Nils Holmer
Nick Cannon	Nick Cannon
Anton Corbijn	Anton Corbijn
Adams County, Indiana	Adams County, Indiana
Adams County, Pennsylvania	Adams County, Pennsylvania
Adams County, Wisconsin	Adams County, Wisconsin
Bean-bainnse	Brud
Picseal	Pixel
Richard Schiff	Richard Schiff
Johannes Gerhardus Strijdom	Johannes Strijdom
Ganzhou	Ganzhou
Leòdhas agus na Hearadh	Lewis and Harris
Scott County, Indiana	Scott County, Indiana
Jackson County, Alabama	Jackson County, Alabama
Newton County, Indiana	Newton County, Indiana
McPherson County, Dakota a Deas	McPherson County, South Dakota
Oilthigh Coimbra	Coimbras universitet
Cauchy-à-la-Tour	Cauchy-à-la-Tour
Morrill County, Nebraska	Morrill County
Baile Átha Luain	Athlone
Buille-cinn	Skallning
Hardy County, Virginia an Iar	Hardy County
Mineral County, Montana	Mineral County, Montana
Waukesha County, Wisconsin	Waukesha County
San Juan County, Colorado	San Juan County, Colorado
Alison Krauss	Alison Krauss
Stàitire	Statsman
Escondido, Calafòrnia	Escondido, Kalifornien
Dodge County, Wisconsin	Dodge County, Wisconsin
Russell County, Kentucky	Russell County, Kentucky
Connochaetes gnou	Vitsvansad gnu
Washington County, Kansas	Washington County, Kansas
Shelby County, Illinois	Shelby County, Illinois
Lebor Gabála Érenn	Lebor Gabála Érenn
Wichita County, Kansas	Wichita County, Kansas
Wilson County, Kansas	Wilson County, Kansas
Osborne County, Kansas	Osborne County
Morris County, Kansas	Morris County, Kansas
Miami County, Kansas	Miami County, Kansas
Jeddah	Jeddah
Sheridan County, Kansas	Sheridan County, Kansas
Phillips County, Kansas	Phillips County, Kansas
Shawnee County, Kansas	Shawnee County
Ford County, Kansas	Ford County, Kansas
Lyon County, Kansas	Lyon County, Kansas
Thomas County, Kansas	Thomas County, Kansas
Ness County, Kansas	Ness County
Wallace County, Kansas	Wallace County
Kingman County, Kansas	Kingman County
Graham County, Kansas	Graham County, Kansas
Jewell County, Kansas	Jewell County
Montgomery County, Kansas	Montgomery County, Kansas
Pawnee County, Kansas	Pawnee County, Kansas
Pratt County, Kansas	Pratt County
Trego County, Kansas	Trego County
Rawlins County, Kansas	Rawlins County
Haskell County, Kansas	Haskell County, Kansas
Marion County, Kansas	Marion County, Kansas
Riley County, Kansas	Riley County
Stafford County, Kansas	Stafford County, Kansas
Ottawa County, Kansas	Ottawa County, Kansas
Graham County, Carolina a Tuath	Graham County, North Carolina
Hodgeman County, Kansas	Hodgeman County
Johnson County, Kansas	Johnson County, Kansas
Osage County, Kansas	Osage County, Kansas
Greenwood County, Kansas	Greenwood County, Kansas
Harvey County, Kansas	Harvey County
Sedgwick County, Kansas	Sedgwick County, Kansas
Sumner County, Kansas	Sumner County, Kansas
Russell County, Kansas	Russell County, Kansas
Hanford, Calafòrnia	Hanford, Kalifornien
Finney County, Kansas	Finney County
Wyandotte County, Kansas	Wyandotte County
Grant County, Kansas	Grant County, Kansas
Saline County, Kansas	Saline County, Kansas
Neosho County, Kansas	Neosho County
Gove County, Kansas	Gove County
Smith County, Kansas	Smith County, Kansas
Kearny County, Kansas	Kearny County
Scott County, Kansas	Scott County, Kansas
Linn County, Kansas	Linn County, Kansas
Ellsworth County, Kansas	Ellsworth County
Yell, Sealltainn	Yell
Ellis County, Kansas	Ellis County, Kansas
Atchison County, Kansas	Atchison County, Kansas
Barton County, Kansas	Barton County, Kansas
Polk County, Wisconsin	Polk County, Wisconsin
Rice County, Kansas	Rice County, Kansas
Barber County, Kansas	Barber County
Clay County, Kansas	Clay County, Kansas
Chase County, Kansas	Chase County, Kansas
Decatur County, Kansas	Decatur County, Kansas
Coffey County, Kansas	Coffey County
Cloud County, Kansas	Cloud County
Chautauqua County, Kansas	Chautauqua County, Kansas
Cowley County, Kansas	Cowley County
Cheyenne County, Kansas	Cheyenne County, Kansas
Republic County, Kansas	Republic County
Elk County, Kansas	Elk County, Kansas
Allen County, Kansas	Allen County, Kansas
Dickinson County, Kansas	Dickinson County, Kansas
Bourbon County, Kansas	Bourbon County, Kansas
Crawford County, Kansas	Crawford County, Kansas
Cherokee County, Kansas	Cherokee County, Kansas
Comanche County, Kansas	Comanche County, Kansas
Doniphan County, Kansas	Doniphan County
Chittagong	Chittagong
Clark County, Kansas	Clark County, Kansas
Edwards County, Kansas	Edwards County, Kansas
Rush County, Kansas	Rush County, Kansas
McPherson County, Kansas	McPherson County, Kansas
Mitchell County, Kansas	Mitchell County, Kansas
Lane County, Kansas	Lane County, Kansas
Lincoln County, Kansas	Lincoln County, Kansas
Wabaunsee County, Kansas	Wabaunsee County
Valledupar	Valledupar
Pottawatomie County, Kansas	Pottawatomie County, Kansas
Marshall County, Kansas	Marshall County, Kansas
Greene County, Illinois	Greene County, Illinois
Stanton County, Kansas	Stanton County, Kansas
Jackson County, Kansas	Jackson County, Kansas
Seward County, Kansas	Seward County, Kansas
Greeley County, Kansas	Greeley County, Kansas
Geary County, Kansas	Geary County
Hamilton County, Kansas	Hamilton County, Kansas
Norton County, Kansas	Norton County
Harper County, Kansas	Harper County, Kansas
Morton County, Kansas	Morton County, Kansas
Anderson County, Kansas	Anderson County, Kansas
Perry Mason	Perry Mason
Pleasants County, Virginia an Iar	Pleasants County
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Charles Watson-Wentworth, 2:e markis av Rockingham
Rob Ruadh MacGriogair	Rob Roy
Rock Springs, Wyoming	Rock Springs, Wyoming
Jason Bonham	Jason Bonham
Domhnall II na h-Alba	Donald II av Skottland
Uilleam Augustus, Diùc Cumberland	Prins Vilhelm, hertig av Cumberland
William F. Buckley Jr.	William F. Buckley, Jr.
Marion County, Illinois	Marion County, Illinois
Montgomery County, Pennsylvania	Montgomery County, Pennsylvania
Sgioba nàiseanta rugbaidh Shasainn	Englands herrlandslag i rugby union
Smyth County, Virginia	Smyth County
Fulangas Naomh Mata	Matteuspassionen
Nathair-mhara (ùirsgeul)	Sjöorm
Woodson County, Kansas	Woodson County
Nemaha County, Kansas	Nemaha County, Kansas
Gray County, Kansas	Gray County, Kansas
Reno County, Kansas	Reno County
Leavenworth County, Kansas	Leavenworth County
Kiowa County, Kansas	Kiowa County, Kansas
Rooks County, Kansas	Rooks County
Co-ghnìomhair	Adverb
Albert Reynolds	Albert Reynolds
Rory McIlroy	Rory McIlroy
Thomas Telford	Thomas Telford
Aer Arann	Aer Arann
Ted Danson	Ted Danson
Liam MacCosgair	Liam Cosgrave
Jack Lynch	Jack Lynch
John A. Costello	John A. Costello
Flugelhorn	Flygelhorn
Salm 23	Herren är min herde, ingenting skall fattas mig
Monaidhean Tìbhiot	Cheviot Hills
Hattiesburg, Mississippi	Hattiesburg
Jefferson County, Washington	Jefferson County, Washington
York County, Carolina a Deas	York County, South Carolina
Cecil County, Maryland	Cecil County
Deisciobal	Lärjunge
Washington County, Iowa	Washington County, Iowa
Flagler County, Florida	Flagler County
Gazella dorcas	Dorkasgasell
Passy	Passy, Haute-Savoie
Johnson County, Illinois	Johnson County, Illinois
York County, Maine	York County, Maine
Ermenonville	Ermenonville
Amar-ionnlaid	Bains
MGMT	MGMT
Soisgeul Mhata	Matteusevangeliet
Batan	Knölpåk
Żelazowa Wola	Żelazowa Wola
Howard County, Maryland	Howard County, Maryland
Palm Desert, Calafòrnia	Palm Desert
Crittenden County, Kentucky	Crittenden County, Kentucky
Elliott County, Kentucky	Elliott County
Daviess County, Kentucky	Daviess County, Kentucky
Sraith an Domhain	Stradone
Gleann Ghaibhle	Glangevlin
Droichead an Bhuitléaraigh	Butlersbridge
An Damhshraith	Dowra
Stevens County, Kansas	Stevens County, Kansas
Palastain	Palestinska områden
Mars	Mars
Tripp County, Dakota a Deas	Tripp County
Ouray County, Colorado	Ouray County
Sullivan County, Indiana	Sullivan County, Indiana
Coral Gables, Florida	Coral Gables
Charlotte County, Virginia	Charlotte County, Virginia
Robert Plant	Robert Plant
Durham County, Carolina a Tuath	Durham County, North Carolina
Caernarfon	Caernarfon
Deuel County, Nebraska	Deuel County, Nebraska
Bàn-dhearg	Rosa (färg)
Livingston County, Illinois	Livingston County, Illinois
Wilkes County, Carolina a Tuath	Wilkes County, North Carolina
Gazella bennettii	Gazella bennettii
Dunklin County, Missouri	Dunklin County
Lafayette County, Wisconsin	Lafayette County, Wisconsin
Shelby County, Indiana	Shelby County, Indiana
Maurice	Maurice
Asgair	Apostrof
Torgny Lindgren	Torgny Lindgren
Sergio Garcia	Sergio García Fernández
Cesar Romero	Cesar Romero
Jackson County, Oregon	Jackson County, Oregon
Multnomah County, Oregon	Multnomah County
Pàpa Frangan	Franciskus (påve)
Leabhar Mhormoin	Mormons bok
Nathair-mhara (snàigean)	Havsormar
Bibb County, Alabama	Bibb County, Alabama
Amelia County, Virginia	Amelia County
Kenosha, Wisconsin	Kenosha
Lakewood, Colorado	Lakewood, Colorado
Coireall còsagail	Alveolar tremulant
Nathair-ghleadhrach	Skallerormar
Fàsach Nubianach	Nubiska öknen
Fionnghal NicDhòmhnaill	Flora MacDonald
Sandra Roelofs	Sandra Saakasjvili-Roelofs
Julie Fowlis	Julie Fowlis
Nicola Sturgeon	Nicola Sturgeon
Seán Lemass	Seán Lemass
Lachlann MacGuaire	Lachlan Macquarie
José Luis Sert	Josep Lluís Sert
Miami-Dade County, Florida	Miami-Dade County
Mochi	Mochi
Amherst County, Virginia	Amherst County
Lemuria	Lemurien
Villeblevin	Villeblevin
Balthasar van der Ast	Balthasar van der Ast
Amlwch	Amlwch
Paramore	Paramore
Taylor County, Kentucky	Taylor County, Kentucky
Snàthad an duine mhairbh	Storharkrankar
Pastra	Bakverk
Texas County, Missouri	Texas County, Missouri
Aberfal	Falmouth
Y Wladfa	Y Wladfa
Port Adhair Tan Son Nhat	Tan Son Nhat internationella flygplats
Deuchainn-lann	Laboratorium
Meatailt Bàis	Death metal
Bòrd-iarnaigidh	Strykjärn
Cotton County, Oklahoma	Cotton County
Motley County, Texas	Motley County
Nueces County, Texas	Nueces County
Jones County, Texas	Jones County, Texas
Bonner County, Idaho	Bonner County
Midland County, Texas	Midland County, Texas
Will County, Illinois	Will County
Cassia County, Idaho	Cassia County
Stevens County, Washington	Stevens County, Washington
Okanogan County, Washington	Okanogan County, Washington
Uinta County, Wyoming	Uinta County
Caingeiseachd	Pentekostalism
Laramie County, Wyoming	Laramie County
Bodach-sneachda	Snögubbe
Pacific County, Washington	Pacific County, Washington
Wahkiakum County, Washington	Wahkiakum County, Washington
Tì uaine	Grönt te
Edgar County, Illinois	Edgar County
Eau Claire County, Wisconsin	Eau Claire County
Fremont County, Wyoming	Fremont County, Wyoming
San Juan County, Washington	San Juan County, Washington
Lincoln County, Washington	Lincoln County, Washington
Whitman County, Washington	Whitman County
Converse County, Wyoming	Converse County
Kitsap County, Washington	Kitsap County
Sweetwater County, Wyoming	Sweetwater County
Sevier County, Utah	Sevier County, Utah
Saline County, Illinois	Saline County, Illinois
Bennett County, Dakota a Deas	Bennett County
Bon Homme County, Dakota a Deas	Bon Homme County
Lake County, Illinois	Lake County, Illinois
Andrew Carnegie	Andrew Carnegie
Johnson County, Wyoming	Johnson County, Wyoming
Vermilion County, Illinois	Vermilion County
Cedar County, Missouri	Cedar County, Missouri
Palm Beach County, Florida	Palm Beach County
Bates County, Missouri	Bates County
