Africa	Afrika
Template:Babel	Mall:Babel
Template:Commons	Mall:Commons
Template:Stub	Mall:Stub
Template:See also	Mall:Se även
Template:User da	Mall:Användare da
Template:User be-2	Mall:Användare be-2
Template:User da-1	Mall:Användare da-1
Template:User cs-1	Mall:Användare cs-1
Template:User bg-1	Mall:Användare bg-1
Template:User eo-3	Mall:Användare eo-3
Template:User de	Mall:Användare de
Template:User de-1	Mall:Användare de-1
Template:User de-3	Mall:Användare de-3
Template:User en-3	Mall:Användare en-3
Template:User en-1	Mall:Användare en-1
Template:User en-2	Mall:Användare en-2
Template:User en-0	Mall:Användare en-0
Template:User en	Mall:Användare en
Template:User es-1	Mall:Användare es-1
Template:User fr-1	Mall:Användare fr-1
Template:User it-3	Mall:Användare it-3
Template:User sk	Mall:Användare sk
Template:User tr	Mall:Användare tr
Template:User ja-1	Mall:Användare ja-1
Template:User it-1	Mall:Användare it-1
Template:User hr-1	Mall:Användare hr-1
Category:MaBoma a South Africa	Kategori:Sydafrikas provinser
Category:User uk	Kategori:Användare uk
Category:User uk-N	Kategori:Användare uk-N
Template:Mod	Mall:Mod
Template:Pn	Mall:Sida behövs
Template:SIL	Mall:Språk/kodlista
Template:User uk	Mall:Användare uk
Template:User es-2	Mall:Användare es-2
Template:Welcome	Mall:Nybörjare
Category:User fr-1	Kategori:Användare fr-1
Template:Collapsible list	Mall:Hopfällbar lista
Template:Location map	Mall:Kartposition
Category:User en	Kategori:Användare en
Category:User en-2	Kategori:Användare en-2
Template:Infobox	Mall:Faktamall
Template:User ru-4	Mall:Användare ru-4
Template:User nl-2	Mall:Användare nl-2
Template:User ru	Mall:Användare ru
Template:Both	Mall:Both
Template:User no-2	Mall:Användare no-2
Wikipedia:Nospam	Wikipedia:Skyddade sidnamn
Template:Purge	Mall:Rensa
Template:Coord	Mall:Coord
Category:User be	Kategori:Användare be
Category:User hr	Kategori:Användare hr
Category:User sk	Kategori:Användare sk
Category:User sl	Kategori:Användare sl
Category:User eo	Kategori:Användare eo
Category:User fr	Kategori:Användare fr
Category:User ja	Kategori:Användare ja
Category:User mk	Kategori:Användare mk
Category:User pt	Kategori:Användare pt
Category:User sv	Kategori:Användare sv
Category:User sw	Kategori:Användare sw
Category:User it-3	Kategori:Användare it-3
Category:User cs-1	Kategori:Användare cs-1
Category:User da-1	Kategori:Användare da-1
Category:User sl-1	Kategori:Användare sl-1
Category:User mk-1	Kategori:Användare mk-1
Category:User sw-1	Kategori:Användare sw-1
Category:User be-2	Kategori:Användare be-2
Category:User nl-2	Kategori:Användare nl-2
Category:User ru-N	Kategori:Användare ru-N
Category:User bg	Kategori:Användare bg
Category:User bg-1	Kategori:Användare bg-1
Category:User cs	Kategori:Användare cs
Category:User da	Kategori:Användare da
Category:User sk-N	Kategori:Användare sk-N
Category:User de	Kategori:Användare de
Category:User en-0	Kategori:Användare en-0
Category:User en-3	Kategori:Användare en-3
Category:User en-N	Kategori:Användare en-N
Category:User eo-3	Kategori:Användare eo-3
Category:User es	Kategori:Användare es
Category:User es-1	Kategori:Användare es-1
Category:User es-2	Kategori:Användare es-2
Category:User hr-1	Kategori:Användare hr-1
Category:User it	Kategori:Användare it
Category:User it-1	Kategori:Användare it-1
Category:User ja-1	Kategori:Användare ja-1
Template:User sv-1	Mall:Användare sv-1
Template:User sw-1	Mall:Användare sw-1
Category:Maiko a ku Africa	Kategori:Afrikas länder
Category:User pt-N	Kategori:Användare pt-N
Category:User ru	Kategori:Användare ru
Category:User ru-4	Kategori:Användare ru-4
Category:User sv-1	Kategori:Användare sv-1
Category:User tr	Kategori:Användare tr
Category:User tr-N	Kategori:Användare tr-N
Category:User uk-4	Kategori:Användare uk-4
Category:Malaŵi	Kategori:Malawi
Category:Mozambique	Kategori:Moçambique
Template:User mk-1	Mall:Användare mk-1
Template:User pt	Mall:Användare pt
Template:User uk-4	Mall:Användare uk-4
Category:Zambia	Kategori:Zambia
Category:User nl	Kategori:Användare nl
Category:User no-1	Kategori:Användare no-1
Category:User no-2	Kategori:Användare no-2
Category:User no	Kategori:Användare no
Category:ZiPani za ndale	Kategori:Politiska partier
Template:User sl-1	Mall:Användare sl-1
Trojany	Trojany
Category:User en-1	Kategori:Användare en-1
Category:User de-1	Kategori:Användare de-1
Category:User da-N	Kategori:Användare da-N
Mtsinje wa Songwe	Songwe (flod)
Special:RecentChanges	Special:Senaste ändringar
Module:HtmlBuilder	Modul:HtmlBuilder
Module:Coordinates	Modul:Coordinates
