阿非利加洲	Afrika
寧夏回族自治區	Ningxia
揚州市	Yangzhou
鎮江市	Zhenjiang
嘉興市	Jiaxing
金華市	Jinhua
衢州市	Quzhou
台州市	Taizhou, Zhejiang
舟山市	Zhoushan
石家莊市	Shijiazhuang
亞當與夏娃	Adam och Eva
卡金納答	Kakinada
珠海	Zhuhai
韶關市	Shaoguan
東莞市	Dongguan
俄羅斯正教會	Rysk-ortodoxa kyrkan
鯢	Kinesisk jättesalamander
空師	Flygvapen
大名	Daimyo
威氏鷸	Wilsonbeckasin
哈布斯堡氏	Habsburg
中央銀行	Centralbank
福州市	Fuzhou
南平市	Nanping
莆田市	Putian
三明市	Sanming
泉州市	Quanzhou
廈門市	Xiamen
漳州市	Zhangzhou
龍岩市	Longyan
寧德市	Ningde
西寧市	Xining
西遊記	Färden till Västern
三國演義	Romansen om de tre kungadömena
水滸傳	Berättelser från träskmarkerna
鄂州市	Ezhou
福島縣	Fukushima (prefektur)
豬油	Ister
鞍山市	Anshan, Liaoning
羅馬治世	Pax Romana
克羅內克	Leopold Kronecker
康托爾	Georg Cantor
戴德金	Richard Dedekind
寒武紀	Kambrium
十六元數	Sedenion
神聖羅馬皇帝腓特烈一世	Fredrik I Barbarossa
前三八七年	387 f.Kr.
盲文	Punktskrift
千葉縣	Chiba prefektur
賽珍珠	Pearl Buck
聯合國秘書長	Förenta nationernas generalsekreterare
龐加萊	Henri Poincaré
西北水道	Nordvästpassagen
十進制	Decimala talsystemet
烯烴	Alken
皇祚	Kimi ga yo
氣壓	Lufttryck
箸	Ätpinnar
英格蘭王表	Lista över Englands regenter
民之旨	Jana-Gana-Mana
臺北一零一	Taipei 101
化學式	Kemisk formel
波斯	Persiska riket
群 (代數)	Grupp (matematik)
天安門	Himmelska fridens port
波蘭球	Polandball
三角函數	Trigonometrisk funktion
六四事件	Protesterna och massakern på Himmelska fridens torg
趙紫陽	Zhao Ziyang
胡耀邦	Hu Yaobang
安樂死	Dödshjälp
姓氏	Efternamn
醛	Aldehyd
規	Passare
物質之量	Substansmängd
平安北道	Norra P'yŏngan
咸鏡南道	Södra Hamgyong
島國	Östat
尺規作圖	Geometrisk konstruktion
京都府	Kyoto prefektur
絕對值	Absolutbelopp
羅賓漢	Robin Hood
表數法	Talsystem
大阪府	Osaka prefektur
瑪瑙	Agat
愛媛縣	Ehime prefektur
圓錐曲線	Kägelsnitt
海平面	Havsyta
羅馬皇帝表	Lista över romerska kejsare
矢量空間	Linjärt rum
距	Avstånd
臺灣海峽	Taiwansundet
山口縣	Yamaguchi prefektur
市盈率	P/E
神奈川縣	Kanagawa prefektur
中國地方	Chugoku
長野縣	Nagano prefektur
殷商	Shangdynastin
色諾芬	Xenofon
兵庫縣	Hyogo prefektur
廣州恆大淘寶蹴鞠會	Guangzhou Evergrande FC
關係 (數學)	Binär relation
等價	Ekvivalensrelation
主格	Nominativ
泰國灣	Thailandviken
螳螂	Bönsyrsor
維基大典:書海	Wikipedia:Bokkällor
征夷大將軍	Shogun
春節	Kinesiskt nyår
切腹	Seppuku
色盲	Defekt färgseende
阿什莫爾島與卡捷島	Ashmore- och Cartieröarna
農曆	Kinesiska kalendern
可樂	Cola
高知縣	Kochi prefektur
道德經	Daodejing
萬有引力	Newtons gravitationslag
坐標幾何	Analytisk geometri
芬瑟島	Fraserön
臺南市	Tainan
與格	Dativ
摩爾質量	Molmassa
滿洲族	Manchuer
義大利半島	Apenninska halvön
袁枚	Yuan Mei
汽水	Läskedryck
天象館	Planetarium
微積分	Infinitesimalkalkyl
岳陽市	Yueyang
東寧	Kungadömet Tungning
李斯	Li Si
碗	Skål
全等	Kongruens (geometri)
維多利亞港	Victoria Harbour
義勇軍進行曲	De frivilligas marsch
數理物理	Matematisk fysik
紅花	Safflor
庖人	Kock
大正天皇	Taishokejsaren
主義	-ism
毛納洛峰	Mauna Loa
富牌國際機場	Phu Bais internationella flygplats
符節	Lösenord
環 (代數)	Ring (matematik)
環球小姐	Miss Universum
香川縣	Kagawa prefektur
曲線	Kurva
白求恩	Norman Bethune
牽牛花	Kejsarvinda
中日戰爭	Kinesisk-japanska kriget
平面幾何	Euklidisk geometri
基數	Kardinaltal
二元運算	Binär operator
餘弦定理	Cosinussatsen
新幹線	Shinkansen
雙曲線	Hyperbel
星際爭霸	Starcraft
反射	Reflexion (fysik)
形意拳	Xingyiquan
近視	Närsynthet
代數數	Algebraiska tal
夏后氏	Xiadynastin
連續	Kontinuerlig funktion
教廷諸屬國	Kyrkostaten
濟南市	Jinan
十一月革命	Tyska novemberrevolutionen
中國抗日戰爭	Andra kinesisk-japanska kriget
青島市	Qingdao
PSP	Playstation Portable
葛利斯五八一丙	Gliese 581 c
官能團	Funktionell grupp
世氣公會	Meteorologiska världsorganisationen
見即所得	WYSIWYG
新西班牙代王領	Nya Spanien
織田信長	Oda Nobunaga
向日葵	Solros
南昌市	Nanchang
中壢區	Zhongli
玫瑰之名	Rosens namn
幾何原本	Elementa
米高·哥連斯	Michael Collins
金本位	Myntfot
直積	Cartesisk produkt
艾狄胥	Paul Erdős
四元數	Kvaternion
長沙市	Changsha
有機化合物	Kolföreningar
明治天皇	Meiji
源實朝	Minamoto no Sanetomo
蜉蝣	Dagsländor
伊藤博文	Hirobumi Ito
絞刑	Hängning
門:史	Portal:Historia
電極	Elektrod
阿拉伯數字	Arabiska siffror
股骨	Lårben
子集	Delmängd
海東青	Jaktfalk
日文維基大典	Japanskspråkiga Wikipedia
繁體字	Traditionella kinesiska tecken
甲午戰爭	Första kinesisk-japanska kriget
哈丹格爾小提琴	Hardingfela
克里希那穆提	Jiddu Krishnamurti
宦官	Eunuck
選擇公理	Urvalsaxiomet
行星環	Planetarisk ring
青藏高原	Tibetanska högplatån
古文書	Paleografi
數學符表	Lista över matematiska symboler
錫克金廟	Gyllene templet
查良鏞	Jin Yong
卡奔塔利亞灣	Carpentariaviken
度量空間	Metriskt rum
千分比	Promille
交換群	Abelsk grupp
高雄市	Kaohsiung
華盛頓歐文	Washington Irving
易經	I Ching
弩	Armborst
渤海	Bohai
甑帶瘡	Bältros
西楚霸王	Xiang Yu
戰艦	Slagskepp
人魚	Sjöjungfru
海倫公式	Herons formel
昆明市	Kunming
天氣預報	Väderprognos
人蔘	Panax ginseng
回族	Hui (folk)
蘭州市	Lanzhou
期貨	Terminskontrakt
鰂	Sepialiknande bläckfiskar
林則徐	Lin Zexu
三國	De tre kungadömena
春秋時代	Vår- och höstperioden
戰國	De stridande staterna
名偵探柯南	Mästerdetektiven Conan
區間	Intervall (matematik)
清宣統帝	Puyi
併集	Union (matematik)
簡化字	Förenklade kinesiska tecken
合肥市	Hefei
交集	Snitt
常染色體	Autosom
啓	Qi (kung)
簡歷	Curriculum vitae
蝴蝶效應	Fjärilseffekten
豐臣秀吉	Toyotomi Hideyoshi
假名	Kana (skriftsystem)
民律大全	Corpus juris civilis
白鱀豚	Asiatisk floddelfin
弦	Korda
平昌郡	Pyeongchang
泰國國際航空	Thai Airways International
北九州市	Kitakyūshū
匈奴	Xiongnu
孟子	Mencius
曾國藩	Zeng Guofan
桂林市	Guilin
海口市	Haikou
域 (代數)	Kropp (algebra)
海拔	Altitud
挪威廣播公司	Norsk Rikskringkasting
道	Tao
世界語維基大典	Esperantospråkiga Wikipedia
刺身	Sashimi
高錳酸鉀	Kaliumpermanganat
鴉片戰爭	Första opiumkriget
魔鬼之詩篇	Satansverserna
有序對	Ordnat par
金屬鍵	Metallbindning
書面挪威語維基大典	Norskspråkiga Wikipedia
序數	Ordinaltal
南京大屠殺	Nanjingmassakern
吳廷琰	Ngo Dinh Diem
複式記帳	Dubbel bokföring
麵	Nudlar
路易斯安那購地案	Louisianaköpet
扇	Solfjäder
平安時代	Heian
旦	Soluppgång
韓信點兵	Kinesiska restklassatsen
無窮小	Infinitesimal
單鏡筒反光相機	Spegelreflexkamera
雙城子	Ussurijsk
章炳麟	Zhang Binglin
張飛	Zhang Fei
張衡	Zhang Heng
張居正	Zhang Juzheng
張遼	Zhang Liao
張騫	Zhang Qian
趙 (釋義)	Zhao
趙	Zhao (stat)
趙雲	Zhao Yun
浙江大學	Zhejianguniversitetet
鄭成功	Koxinga
鎮海區	Zhenhai
周泰	Zhou Tai
周瑜	Zhou Yu
帝顓頊	Gaoyao (Xiadynastin)
諸葛亮	Zhuge Liang
慶良間群島	Keramaöarna
壯學	Zhuangologi
烏克蘭語維基大典	Ukrainskspråkiga Wikipedia
阿拉伯文維基大典	Arabiskspråkiga Wikipedia
金孟加拉	Amar Sonar Bangla
洞里薩湖	Tonlé Sap
賈姆謝德布爾	Jamshedpur
越南文維基大典	Vietnamesiskspråkiga Wikipedia
負數	Negativa tal
中醫	Traditionell kinesisk medicin
高松市	Takamatsu (stad)
中華人民共和國憲法	Folkrepubliken Kinas konstitution
提格兰二世	Tigran II
珠江	Pärlfloden
泰西格致史	Vetenskapshistoria
五帝	Tre härskare och fem kejsare
瑪格麗特一世	Drottning Margareta
日本國會	Japans parlament
先哥倫布	Förcolumbiansk tid
英聯邦王國	Samväldesrike
彼得一世島	Peter I:s ö
墓碑	Gravsten
十二銅表法	Tolv tavlornas lag
漢魏武王	Cao Cao
連江縣	Lianjiang, Fuzhou
斬首	Halshuggning
垂直	Vinkelrät
冪集	Potensmängd
魚鉤	Fiskekrok
齊齊哈爾市	Qiqihar
椰蟹	Kokoskrabba
俄文維基大典	Ryskspråkiga Wikipedia
平行公理	Parallellaxiomet
春武里府	Chon Buri
西線無戰事	På västfronten intet nytt
嘧啶	Pyrimidin
泰王國歌	Phleng Chat
冬至	Vintersolståndet
中國中央電視臺	China Central Television
圖蘭朵	Turandot (opera)
巴列維王朝	Pahlavidynastin
天皇	Kejsaren av Japan
熱帶雨林氣候	Tropiskt regnskogsklimat
袁世凱	Yuan Shikai
北海市	Beihai, Guangxi
袋鼠島	Kangaroo Island
阮世祖	Gia Long
辛普生沙漠	Simpsonöknen
雷曼兄弟公司	Lehman Brothers
娜塔莎·北鼎斐	Natasha Bedingfield
開集	Öppen mängd
健陀羅	Gandhara
愛爾蘭共和國總統	Irlands president
內積空間	Inre produktrum
江戶	Edo
泰山	Taishan
荀況	Xun Zi
九江市	Jiujiang
反氫	Antiväte
占婆	Champa
倒數	Reciprok (matematik)
黃道兇賊	Zodiac Killer
陰陽五行	De fem elementen (wu xing)
盧溝橋事變	Marco Polo-broincidenten
關羽	Guan Yu
龜	Sköldpaddor
阮福晪	Bao Dai
空集	Tomma mängden
羅馬 (釋義)	Roma
連通	Komponent (grafteori)
瀨戶內海	Japanska innanhavet
自由民主黨	Liberaldemokratiska partiet (Japan)
環	Loop (olika betydelser)
利瑪竇	Matteo Ricci
原富	Nationernas välstånd
技術分析	Teknisk analys
哆啦A夢	Doraemon
宋卡府	Songkhla (provins)
甲米府	Krabi (provins)
拉廊府	Ranong (provins)
伏羲	Fuxi
法家	Legalism (kinesisk filosofi)
九龍	Kowloon
瑪麗·安·尼科爾斯	Mary Ann Nichols
素叻府	Surat Thani
成本	Utgift
桐艾府	Trat
五代	De fem dynastierna och De tio rikena
瑪麗·簡·凱利	Mary Jane Kelly
森理世	Riyo Mori
補集	Komplement
靖國神社	Yasukuni Jinja
博他侖府	Phatthalung
鹽田	Salin
班武里府	Prachuap Khiri Khan (provins)
洛坤府	Nakhon Si Thammarat
春蓬府	Chumphon
臺中市	Taichung
漢昭烈皇帝	Liu Bei
干支	Himmelska stammar och jordiska grenar
三國志	Krönika över de tre kungadömena
邁克學搖滾	Michael Learns to Rock
金門縣	Kinmen
新竹市	Hsinchu
嘉義市	Jiayi
基隆市	Chilung
從眾	Argumentum ad populum
牢不可破之聯盟	Hymn till Sovjetunionen
相似	Likformighet
年號	Nianhao
大韓高宗	Gojong av Korea
語序	Grundordföljd
摩托羅拉	Motorola
賢哲賽義巴巴	Shirdi Sai Baba
淨土宗	Det rena landet
伊麗莎白·史泰德	Elizabeth Stride
安妮·查普曼	Annie Chapman
沈括	Shen Kuo
懿德天皇	Itoku
史記	Shiji
早稻田大學	Wasedauniversitetet
孫吳	Östra Wu
論語	Lun-yü
平清盛	Taira no Kiyomori
澳洲聯邦銀行	Commonwealth Bank of Australia
海寧市	Haining
拉臘·杜塔	Lara Dutta
小野田寬郎	Hiroo Onoda
清太宗	Hung Taiji
漢高皇后	Änkekejsarinnan Lü
楊貴妃	Yang Guifei
推古天皇	Suiko
清德宗	Guangxu-kejsaren
鎖國	Isolationism
戈登	Charles George Gordon
清世祖	Shunzhi-kejsaren
清太祖	Nurhaci
進數	P-adiska tal
綏靖天皇	Suizei
阮攸	Nguyen Du
白居易	Bai Juyi
吳大帝	Sun Quan
屈原	Qu Yuan
魏世祖文皇帝	Cao Pi
神農	Shennong
小淵惠三	Keizo Obuchi
帝舜	Shun
安寧天皇	Annei
發勃耳	Jean Henri Fabre
張國榮	Leslie Cheung
蔣經國	Chiang Ching-kuo
王維	Wang Wei
陶潛	Tao Qian
林彪	Lin Biao
清世宗	Yongzheng-kejsaren
呂布	Lü Bu
鴨脷洲	Ap Lei Chau
清穆宗	Tongzhi-kejsaren
韓愈	Han Yu
米芾	Mi Fei
拓撲閉包	Slutet hölje
閉集	Sluten mängd
曹魏	Cao Wei
作格	Ergativ
尖竹汶府	Chanthaburi
基斯孔哈拉斯	Kiskunhalas
竭澤而漁	Utfiskning
通格	Absolutiv
清仁宗	Jiaqing-kejsaren
林語堂	Lin Yutang
杜牧	Du Mu
大韓純宗	Sunjong av Korea
婆羅多舞	Bharata natyam
清宣宗	Daoguang-kejsaren
清文宗	Xianfeng-kejsaren
北柳府	Chachoengsao
羅勇府	Rayong
阮景宗	Dong Khanh
福澤諭吉	Fukuzawa Yukichi
安慶市	Anqing
安祿山	An Lushan
六安市	Lu'an
呂不韋	Lü Buwei
陳獨秀	Chen Duxiu
蒂邁歐篇	Timaios (Platon)
魏 (釋義)	Wei
坂本龍馬	Sakamoto Ryoma
王守仁	Wang Yangming
李鴻章	Li Hongzhang
顧愷之	Gu Kaizhi
王羲之	Wang Xizhi
中秋	Månfestivalen
李珥	Yi I
光中帝	Nguyen Hue
梁啟超	Liang Qichao
墓	Gravvård
沙繳府	Sa Kaeo
緊集	Kompakt
依善	Isan
高順	Gao Shun
赤腹蠑螈	Japansk eldbukssalamander
南陽市	Nanyang
秋葉原	Akihabara
徐光啟	Xu Guangqi
虹吸	Hävert
南充市	Nanchong
鄧小平理論	Deng Xiaoping-teori
阮聖祖	Minh Mang
阮出帝	Ham Nghi
丸龜市	Marugame
鄧麗君	Teresa Teng
李清照	Li Qingzhao
明成皇后	Min Myongsong
殷墟	Yinxu
阮福昭	Thanh Thai
詩經	Shi Jing
阮福晃	Duy Tan
秋瑾	Qiu Jin
阮簡宗	Kien Phuoc
阮福昇	Hiep Hoa
自斷	Autotomi
戈公省	Koh Kong (provins)
效用	Nytta
阮翼宗	Tu Duc
吳三桂	Wu Sangui
阮弘宗	Khai Dinh
潘清簡	Phan Thanh Giản
噌汁	Misosoppa
偏序	Partiellt ordnad mängd
康托爾定理	Cantors sats
新山一國際機場	Tan Son Nhat internationella flygplats
朝鮮半島	Koreahalvön
和服	Kimono
遜尼派	Sunni
白翎島	Baengnyeongön
哥德巴赫猜想	Goldbachs hypotes
三國遺事	Samguk Yusa
三國史記	Samguk Sagi
鬱陵郡	Ulleung
朝鮮漢字	Hanja
李滉	Yi Hwang
國會議員	Parlamentsledamot
摩爾體積	Molvolym
復旦大學	Fudanuniversitetet
萌	Moe (slang)
韓國放送公社	Korean Broadcasting System
涼宮春日系列	The Melancholy of Haruhi Suzumiya
莎阿南	Shah Alam
玉山	Yushan
大嶼山	Lantau
楚	Chu (stat)
梅爾維爾島	Melvilleön (Northern Territory)
新	Wang Mangs interregnum
北太平洋露脊鯨	Stillahavsnordkapare
海北藏族自治州	Haibei
西單民主牆	Demokratimuren
中國禮儀之爭	Ritstriden i Kina
鳳凰	Fenghuang
宋教仁	Song Jiaoren
阮恭宗	Duc Duc
中正紀念堂	Chiang Kai-sheks minneshall
阮憲祖	Thieu Tri
真言宗	Shingon
星期四島	Torsdagsön
吉田松陰	Yoshida Shōin
錢鍾書	Qian Zhongshu
嚴復	Yan Fu
帕覺柯	José Emilio Pacheco
猫眼林克	Link
尼奧寵物	Neopets
包頭市	Baotou
大化革新	Taikareformerna
壬辰倭亂	Japans invasion av Korea (1500-talet)
軍曹	Keroro - grodan från rymden
新界	Nya territorierna
午餐肉	Spam (maträtt)
呂底亞	Lydien
自焚	Självförbränning
廬山	Lushan (berg)
老撾之歌	Pheng Xat Lao
夏禹	Yu
漢 (釋義)	Han
杭思朗	Armstrong
馬步芳	Ma Bufang
香港語言學學會粵語拼音方案	Jyutping
刀	Dao (svärd)
水龍頭	Vattenkran
子拓撲	Delrumstopologi
廣州地鐵	Guangzhou Metro
性染色體	Könskromosom
算術基本定理	Aritmetikens fundamentalsats
存活期	Time to Live
稠密	Tät mängd
崑曲	Kunqu
流亡政府	Exilregering
天主教輔仁大學	Fu Jen katolska universitet
武器貿易條約	Vapenhandelsfördraget
內田蝲蛄	Signalkräfta
諡	Postumt namn
大東諸島	Daitoöarna
恆春丙戌地震	Jordbävningen i Hengchun 2006
李時珍	Li Shizhen
東沙	Dongshaöarna
張勳	Zhang Xun
和珅	Heshen
聶榮臻	Nie Rongzhen
劉伯承	Liu Bocheng
蒼南縣	Cangnan
李仁宗	Ly Nhan Tong
段祺瑞	Duan Qirui
臺灣問題	Taiwans politiska status
太平公主	Prinsessan Taiping
世界新七大奇蹟	Världens sju nya underverk
臺北捷運	Taipeis tunnelbana
延邊州	Yanbian
桃園區	Taoyuan
李太祖	Ly Thai To
色戒	Lust, Caution
清明	Qingmingfestivalen
釣魚嶼	Uotsuri-jima
墨家	Mohism
帝嚳	Ku (kejsare)
琴	Guqin
範空間	Normerat rum
有界	Begränsad mängd
呂氏春秋	Lüshi chunqiu
乃蠻	Naimaner
鎮	Köping (Kina)
魯	Lu (stat)
倫敦東隅	East End
申 (地支)	Apa (zodiak)
歐羅巴	Europa (olika betydelser)
八元數	Oktonion
春秋	Vår- och höstannalerna
黃巾之亂	Gula turbanerna
迴文數	Palindromtal
沖繩縣	Okinawa prefektur
三國志人物列表	Lista över personer från De tre kungadömena
百度大典	Baidu Baike
基 (拓撲)	Bas (topologi)
本草綱目	Bencao gangmu
帝堯	Yao (kejsare)
二虎歌	Broder Jakob
南越	Nanyue
赤壁之戰	Slaget vid Chibi
超複數	Hyperkomplexa tal
奧海鎮	Ojai
天下通言	Internationellt hjälpspråk
渭水	Weifloden
阿巴諾湖	Albanosjön
康熙字典	Kangxi-ordboken
證明論	Bevisteori
石	Koku
族 (數學)	Familj (matematik)
中華民國元首	Lista över Republiken Kinas presidenter
內點	Det inre
州際三十五號公路大橋	I-35W Mississippi River bridge
元朗區	Yuen Long
北魏	Norra Wei
雲隙光	Skuggstrålar
康威數	Surreella tal
喃字	Chu nom
天命	Himlens mandat
周界	Rand (topologi)
漢水	Han Shui
窮奇	Kamaitachi
單連通	Enkelt sammanhängande mängd
吳	Wu (stat)
藁人之謬	Halmdocka
海瑞	Hai Rui
地球之年歲	Jordens ålder
曼谷大橋	Krungthepbron
馬拉浦南	Malappuram
階乘質數	Fakultetsprimtal
代數 (代數)	Algebra över en kropp
汶川縣	Wenchuan
江陰市	Jiangyin
固始縣	Gushi
馬達納帕利	Madanapalle
臨安市	Lin'an
越秀	Yuexiu
新會區	Xinhui
黃巖區	Huangyan
大都	Khanbalik
倉頡	Cangjie
卡羅萊納箱龜	Carolinasköldpadda
凌遲	Lingchi
美洲殖民	USA:s koloniala historia
燕	Yan (Zhoudynastin)
日本新字體	Shinjitai
周武王	Zhou Wu
去衣馳騁	Streaking
宋	Song (stat)
頌聖歌	Phleng Sansaroen Phra Barami
閣帕岸島	Phangan
說文解字	Shuowen Jiezi
祁連山	Qilianbergen
中國共產黨中央政治局	Politbyrån i Kinas kommunistiska parti
韓國	Korea (olika betydelser)
亞米利加蝲蛄	Röd sumpkräfta
源義仲	Minamoto no Yoshinaka
藏學	Tibetologi
日本舊字體	Kyūjitai
人民公社	Folkkommun
瑟	Se (instrument)
辛棄疾	Xin Qiji
丁先皇	Dinh Bo Linh
譚嗣同	Tan Sitong
共形場論	Konform fältteori
鰲拜	Oboi
黎太祖	Le Loi
零號元素	Neutronium
六朝	De sex dynastierna
京口	Jingkou
維基大典:大使館	Wikipedia:Ambassaden
慶元縣	Qingyuan, Lishui
歐陽詢	Ouyang Xun
叉燒包	Cha siu baau
分數	Rationella tal
賀拉斯多尼索普	Horace Donisthorpe
黎大行	Le Hoan
胡季犛	Hồ Quý Ly
古丁尼柏國家公園	Quttinirpaaqs nationalpark
竹林七賢	De sju vise i bambulunden
下城區	Xiacheng
武穴市	Wuxue
海安縣	Hai'an
顧城	Gu Cheng
動物莊園	Djurfarmen
Category:德國史	Kategori:Tyskland
Category:俄羅斯聯邦書	Kategori:Ryssland
Category:大韓民國書	Kategori:Sydkorea
Category:羅馬帝國書	Kategori:Romerska riket
Category:鳥	Kategori:Fåglar
Category:植物	Kategori:Växter
Category:物理	Kategori:Fysik
Category:自然科學	Kategori:Naturvetenskap
Category:化學	Kategori:Kemi
Category:史部	Kategori:Historia
Category:群	Kategori:Samhälle
Category:宗教	Kategori:Religion
Category:運動	Kategori:Sport
Category:經部	Kategori:Vetenskap
Category:聯合國	Kategori:Förenta nationerna
Category:地球	Kategori:Jorden
道路連通	Sammanhängande rum
平潭島	Pingtanön
桿秤	Besman
羅伯特·赫德	Robert Hart
古羅馬	Romerska riket
聖火降魔錄	Fire Emblem
清談	Qingtan
太平清領道	Taipingjing
不寐	Sömnlöshet
Category:釋義	Kategori:Förgreningssidor
Category:哲學	Kategori:Filosofi
Category:心理	Kategori:Psykologi
Category:佛教	Kategori:Buddhism
Category:基督教	Kategori:Kristendom
Category:回教	Kategori:Islam
Category:猶太教	Kategori:Judendom
洋油貓弔詭	Smörgåskattsparadoxen
華東師範大學	East China Normal University
汝有二牯	Du har två kor
吳 (釋義)	Wu
唐寅	Tang Yin
丁亥中國雪災	Vinterstormarna i Kina 2008
鄰域	Omgivning
Category:殘章	Kategori:Stubbar
Category:維基分類	Kategori:Wikipedia:Strukturering
Category:維基事	Kategori:Wikipedia:Administration
Category:行星	Kategori:Planeter
Category:地質	Kategori:Geologi
未央宮	Weiyangpalatset
明治	Meijiperioden
維基大典:陳年今誌	Wikipedia:Dagens händelser
正數	Positiva tal
Help:凡例	Wikipedia:Introduktion till redigering
Template:太陽系	Mall:Solsystemet
春運	Chunyun
門:子	Portal:Filosofi
門:集	Portal:Konst
Category:小行星帶天體	Kategori:Asteroidbältet
Category:美國列傳	Kategori:Amerikaner
Template:Tl	Mall:Mall
Template:Userbox	Mall:Användarbox
Category:網頁瀏覽器	Kategori:Webbläsare
Template:世事	Portal:Huvudsida/Aktuella händelser
Category:律法	Kategori:Juridik
Category:計學	Kategori:Nationalekonomi
維基大典:有秩選舉	Wikipedia:Ansökan om administrativ behörighet
Category:醫學	Kategori:Medicin
Category:政治	Kategori:Politik
Category:教育	Kategori:Utbildning
Category:藝術	Kategori:Konst
會計	Redovisning
密思兒	Egypten
Category:統計	Kategori:Statistik
Template:Bot	Mall:Bot
加拿大	Kanada
Category:卓著	Kategori:Wikipedia:Utmärkta artiklar
維	Dimension
Category:遊戲	Kategori:Spel
門:經	Portal:Naturvetenskap
Category:幫助文檔	Kategori:Wikipedia:Hjälp
維基大典:世事	Portal:Aktuella händelser
Template:Documentation	Mall:Dokumentation
Category:有秩	Kategori:Wikipedia:Administratörer
維基大典:簿之權限	Wikipedia:Typer av användare
Category:半保護	Kategori:Halvlåsta sidor
維基大典:聯繫	Wikipedia:Kontakt
維基大典:市集	Wikipedia:Deltagarportalen
Category:維基人	Kategori:Användare efter språk
Category:維基人 (地方)	Kategori:Användare efter geografi
維基大典:忽略規則	Wikipedia:Strunta i reglerna
維基大典:五柱	Wikipedia:Grundprinciperna
企業	Näringsliv
Template:Softredirect	Mall:Mjuk omdirigering
Template:刪	Mall:Radera
Category:技術	Kategori:Teknologi
Category:語言	Kategori:Språk
Category:語法	Kategori:Grammatik
Category:維基大典	Kategori:Wikipedia
Category:諸語維基大典	Kategori:Wikipediautgåvor
Category:未索之頁	Kategori:Icke-indexerade sidor
Category:帶壞檔之頁	Kategori:Sidor med trasiga fillänkar
門:卷首	Portal:Portaler
Template:Navbox	Mall:Navbox
Template:捷徑	Mall:Genväg
Category:時區	Kategori:Tidszoner
Category:維基大典維護	Kategori:Kvalitetskontroll
門:美國史	Portal:USA
Template:!	Mall:!
Template:Navbar	Mall:Navbar
Template:Unicode	Mall:Unicode
Category:格式模板	Kategori:Formaterings- och funktionsmallar
Template:Transclude	Mall:Transclude
Template:Clear	Mall:Clear
Template:Nowrap	Mall:Nowrap
維基大典:當有之文	Wikipedia:Artiklar som bör finnas på Wikipedia
Category:數	Kategori:Tal
Category:書籍	Kategori:Böcker
Template:Wikisource	Mall:Wikisource
Template:Babel	Mall:Babel
Template:共享	Mall:Commons
Template:Link GA	Mall:Link GA
維基大典:掃興警示	Wikipedia:Spoilers
Template:芻文	Mall:Stub
Template:See also	Mall:Se även
Template:User de	Mall:Användare de
Template:User de-1	Mall:Användare de-1
Template:User es-2	Mall:Användare es
Template:User en-3	Mall:Användare en-3
Template:User en-1	Mall:Användare en-1
Template:User en-2	Mall:Användare en-2
Template:User en-4	Mall:Användare en-4
Template:User en	Mall:Användare en
Template:User de-2	Mall:Användare de-2
Template:User es-1	Mall:Användare es-1
Template:User fr-1	Mall:Användare fr-1
Category:香港大專院校	Kategori:Universitet och högskolor i Hongkong
Template:User he-2	Mall:Användare he-2
Template:User id-3	Mall:Användare id-3
Template:User sk	Mall:Användare sk
Template:User fr-2	Mall:Användare fr-2
Template:User ja	Mall:Användare ja
Template:User ja-1	Mall:Användare ja-1
Template:User fr	Mall:Användare fr
Category:智利	Kategori:Chile
Category:廿一世紀	Kategori:2000-talet
Category:維護模板	Kategori:Åtgärdsmallar
Category:User uk	Kategori:Användare uk
Category:User uk-N	Kategori:Användare uk-N
Template:Esoteric	Mall:Komplicerad kod
Template:Mod	Mall:Mod
Template:User uk	Mall:Användare uk
Category:百科全書	Kategori:Uppslagsverk
Template:歡迎	Mall:Nybörjare
Category:User ms	Kategori:Användare ms
Template:Ref	Mall:Ref
Category:連結模板	Kategori:Länkmallar
Category:User fr-1	Kategori:Användare fr-1
Template:Wikiquote	Mall:Wikiquote
Template:Image label	Mall:Image label
Template:Ja	Mall:Ja ikon
Template:維基諸策	Mall:Wikimedia Foundation
Template:大修	Mall:Pågår
Template:Es	Mall:Es ikon
Template:Ambox	Mall:Ambox
Template:Disputed	Mall:Faktakoll
Template:Hide in print	Mall:Uteslut vid utskrift
Category:美國史	Kategori:USA:s historia
Template:國	Mall:Landsfakta
Template:Infobox software	Mall:Datorprogram
Template:Wide image	Mall:Panorama
Template:Audio	Mall:Audio
Template:電玩訊欄	Mall:Datorspelsfakta
Template:卓著	Mall:Utmärkt
Category:User en-4	Kategori:Användare en-4
Category:User en	Kategori:Användare en
Category:User zh	Kategori:Användare zh
Category:User zh-N	Kategori:Användare zh-N
Category:User en-2	Kategori:Användare en-2
Category:曲	Kategori:Musikverk
Template:Infobox	Mall:Faktamall
Template:User zh	Mall:Användare zh
Template:Template other	Mall:Mall annan
Template:Legend	Mall:Legend
Template:引網	Mall:Webbref
Category:食	Kategori:Mat och dryck
Template:未已之作	Mall:Framtida
Template:Coor URL	Mall:Coor URL
Template:維基爾雅	Mall:Wiktionary
Template:Languageicon	Mall:Språkikon
Category:農業	Kategori:Jordbruk
Category:User ms-N	Kategori:Användare ms-N
Template:User ru	Mall:Användare ru
